account_id,relationship_id,product,sub_type,balance,tenor_yrs,remaining_yrs,rate_type,spread,orig_fee_pct,rating,collateral,commitment
TL00224,R005,Term Loan,CRE Term,4152000.0,3.0,2.17,Floating,0.0206,0.0025,4,Real Estate,4152000.0
TL00225,R050,Term Loan,C&I Term,6157000.0,3.0,1.15,Floating,0.0217,0.0075,5,Senior Secured,6157000.0
TL00226,R076,Term Loan,C&I Term,682000.0,5.0,1.84,Fixed,0.0226,0.0025,5,Senior Secured,682000.0
TL00227,R257,Term Loan,CRE Term,3165000.0,3.0,2.82,Floating,0.03,0.005,7,Real Estate,3165000.0
TL00228,R301,Term Loan,CRE Term,467000.0,10.0,6.86,Fixed,0.0185,0.0075,5,Real Estate,467000.0
TL00229,R224,Term Loan,CRE Term,1456000.0,10.0,9.15,Floating,0.0243,0.0075,6,Real Estate,1456000.0
TL00230,R396,Term Loan,C&I Term,3300000.0,5.0,1.44,Floating,0.0355,0.0025,9,Senior Secured,3300000.0
TL00231,R232,Term Loan,CRE Term,235000.0,5.0,4.7,Floating,0.0252,0.0075,6,Real Estate,235000.0
TL00232,R364,Term Loan,C&I Term,6608000.0,5.0,3.08,Floating,0.0371,0.0025,9,Senior Secured,6608000.0
TL00233,R201,Term Loan,C&I Term,2807000.0,3.0,2.2,Fixed,0.0183,0.0025,5,Senior Secured,2807000.0
TL00234,R388,Term Loan,C&I Term,1472000.0,5.0,2.49,Fixed,0.0292,0.0025,9,Unsecured,1472000.0
TL00235,R246,Term Loan,C&I Term,6230000.0,3.0,0.74,Floating,0.0241,0.0075,5,Senior Secured,6230000.0
TL00236,R131,Term Loan,C&I Term,2350000.0,3.0,2.9,Floating,0.0244,0.0075,5,Senior Secured,2350000.0
TL00237,R342,Term Loan,Equipment Finance,1637000.0,5.0,4.98,Floating,0.0273,0.0075,7,Senior Secured,1637000.0
TL00238,R325,Term Loan,CRE Term,8760000.0,3.0,1.47,Floating,0.0232,0.0025,5,Real Estate,8760000.0
TL00239,R360,Term Loan,CRE Term,1992000.0,3.0,2.87,Floating,0.0157,0.005,2,Real Estate,1992000.0
TL00240,R434,Term Loan,C&I Term,5378000.0,5.0,1.67,Floating,0.0146,0.0025,3,Senior Secured,5378000.0
TL00241,R324,Term Loan,Equipment Finance,1997000.0,5.0,1.62,Floating,0.0176,0.005,4,Senior Secured,1997000.0
TL00242,R126,Term Loan,CRE Term,18991000.0,3.0,0.78,Floating,0.0283,0.0025,7,Real Estate,18991000.0
TL00243,R417,Term Loan,C&I Term,2703000.0,3.0,1.54,Floating,0.0301,0.0075,7,Senior Secured,2703000.0
TL00244,R201,Term Loan,CRE Term,930000.0,3.0,0.73,Fixed,0.0165,0.01,4,Real Estate,930000.0
TL00245,R372,Term Loan,C&I Term,31854000.0,3.0,1.55,Floating,0.0301,0.01,8,Senior Secured,31854000.0
TL00246,R010,Term Loan,C&I Term,6920000.0,7.0,2.17,Floating,0.0174,0.0025,5,Unsecured,6920000.0
TL00247,R054,Term Loan,C&I Term,4350000.0,10.0,7.84,Fixed,0.0232,0.0025,5,Senior Secured,4350000.0
TL00248,R383,Term Loan,CRE Term,1343000.0,5.0,4.33,Fixed,0.0222,0.0025,5,Real Estate,1343000.0
TL00249,R240,Term Loan,C&I Term,3073000.0,5.0,3.75,Fixed,0.0152,0.01,3,Unsecured,3073000.0
TL00250,R359,Term Loan,C&I Term,758000.0,7.0,2.52,Floating,0.0281,0.01,6,Senior Secured,758000.0
TL00251,R420,Term Loan,C&I Term,2169000.0,5.0,4.07,Floating,0.0265,0.0025,7,Senior Secured,2169000.0
TL00252,R033,Term Loan,Equipment Finance,1074000.0,3.0,1.2,Fixed,0.0215,0.01,5,Senior Secured,1074000.0
TL00253,R388,Term Loan,C&I Term,4650000.0,3.0,2.42,Floating,0.0322,0.0075,10,Unsecured,4650000.0
TL00254,R491,Term Loan,C&I Term,1867000.0,5.0,3.27,Floating,0.0176,0.0025,4,Senior Secured,1867000.0
TL00255,R024,Term Loan,C&I Term,2780000.0,5.0,2.47,Fixed,0.0179,0.005,3,Senior Secured,2780000.0
TL00256,R229,Term Loan,Equipment Finance,698000.0,3.0,0.8,Floating,0.0202,0.005,4,Senior Secured,698000.0
TL00257,R001,Term Loan,CRE Term,10231000.0,5.0,4.31,Fixed,0.0189,0.01,4,Real Estate,10231000.0
TL00258,R055,Term Loan,Equipment Finance,1826000.0,5.0,4.76,Fixed,0.018,0.0025,3,Senior Secured,1826000.0
TL00259,R090,Term Loan,C&I Term,4717000.0,5.0,3.66,Floating,0.0302,0.0025,6,Senior Secured,4717000.0
TL00260,R006,Term Loan,C&I Term,23638000.0,5.0,4.86,Fixed,0.0183,0.0075,5,Unsecured,23638000.0
TL00261,R401,Term Loan,CRE Term,981000.0,7.0,6.63,Floating,0.0098,0.005,2,Real Estate,981000.0
TL00262,R005,Term Loan,CRE Term,11393000.0,5.0,1.78,Fixed,0.0153,0.005,5,Real Estate,11393000.0
TL00263,R131,Term Loan,Equipment Finance,3383000.0,3.0,2.35,Fixed,0.0204,0.01,5,Senior Secured,3383000.0
TL00264,R073,Term Loan,Equipment Finance,637000.0,3.0,1.44,Fixed,0.0198,0.01,5,Senior Secured,637000.0
TL00265,R044,Term Loan,C&I Term,6320000.0,7.0,4.13,Floating,0.028,0.0075,7,Unsecured,6320000.0
TL00266,R065,Term Loan,Equipment Finance,1007000.0,5.0,1.63,Fixed,0.0309,0.01,7,Senior Secured,1007000.0
TL00267,R303,Term Loan,CRE Term,634000.0,3.0,2.94,Fixed,0.0232,0.01,4,Real Estate,634000.0
TL00268,R436,Term Loan,C&I Term,5163000.0,5.0,3.9,Floating,0.0207,0.0075,4,Senior Secured,5163000.0
TL00269,R462,Term Loan,C&I Term,3510000.0,7.0,2.89,Floating,0.0332,0.01,7,Senior Secured,3510000.0
TL00270,R134,Term Loan,C&I Term,3019000.0,7.0,3.48,Floating,0.0213,0.0025,5,Unsecured,3019000.0
TL00271,R213,Term Loan,Equipment Finance,3540000.0,7.0,3.77,Fixed,0.0209,0.0025,6,Senior Secured,3540000.0
TL00272,R010,Term Loan,C&I Term,22077000.0,5.0,3.99,Floating,0.0242,0.01,6,Senior Secured,22077000.0
TL00273,R107,Term Loan,C&I Term,2633000.0,5.0,4.7,Floating,0.0288,0.0025,9,Senior Secured,2633000.0
TL00274,R400,Term Loan,CRE Term,1226000.0,5.0,2.29,Fixed,0.0175,0.0075,4,Real Estate,1226000.0
TL00275,R470,Term Loan,C&I Term,755000.0,3.0,1.73,Fixed,0.0207,0.005,4,Senior Secured,755000.0
TL00276,R152,Term Loan,C&I Term,791000.0,7.0,4.72,Fixed,0.0247,0.01,6,Unsecured,791000.0
TL00277,R093,Term Loan,CRE Term,2570000.0,5.0,2.57,Floating,0.0217,0.0075,5,Real Estate,2570000.0
TL00278,R295,Term Loan,C&I Term,1271000.0,3.0,1.81,Floating,0.0192,0.0025,5,Senior Secured,1271000.0
TL00279,R200,Term Loan,C&I Term,1708000.0,7.0,1.99,Floating,0.0194,0.005,4,Unsecured,1708000.0
TL00280,R475,Term Loan,C&I Term,342000.0,5.0,1.67,Floating,0.0247,0.0075,5,Senior Secured,342000.0
TL00281,R253,Term Loan,C&I Term,2558000.0,3.0,1.56,Fixed,0.0166,0.01,3,Senior Secured,2558000.0
TL00282,R393,Term Loan,C&I Term,849000.0,5.0,4.66,Floating,0.0145,0.01,3,Senior Secured,849000.0
TL00283,R438,Term Loan,CRE Term,1713000.0,7.0,3.36,Floating,0.0303,0.01,9,Real Estate,1713000.0
TL00284,R363,Term Loan,Equipment Finance,3545000.0,10.0,4.0,Floating,0.023,0.01,6,Senior Secured,3545000.0
TL00285,R090,Term Loan,C&I Term,1384000.0,5.0,3.97,Floating,0.0288,0.01,7,Unsecured,1384000.0
TL00286,R155,Term Loan,Equipment Finance,1268000.0,10.0,9.59,Fixed,0.0287,0.0075,7,Senior Secured,1268000.0
TL00287,R494,Term Loan,CRE Term,1147000.0,7.0,3.97,Fixed,0.0174,0.005,4,Real Estate,1147000.0
TL00288,R433,Term Loan,CRE Term,5345000.0,7.0,1.45,Floating,0.0279,0.0075,9,Real Estate,5345000.0
TL00289,R278,Term Loan,CRE Term,10629000.0,7.0,5.25,Floating,0.0177,0.01,3,Real Estate,10629000.0
TL00290,R490,Term Loan,CRE Term,1362000.0,5.0,2.66,Floating,0.0144,0.005,3,Real Estate,1362000.0
TL00291,R331,Term Loan,Equipment Finance,2074000.0,7.0,5.17,Floating,0.0295,0.01,7,Senior Secured,2074000.0
TL00292,R254,Term Loan,C&I Term,3001000.0,5.0,2.11,Fixed,0.0175,0.0075,4,Senior Secured,3001000.0
TL00293,R052,Term Loan,CRE Term,1133000.0,7.0,1.41,Floating,0.0141,0.0025,3,Real Estate,1133000.0
TL00294,R348,Term Loan,C&I Term,1178000.0,3.0,1.43,Floating,0.017,0.01,3,Senior Secured,1178000.0
TL00295,R142,Term Loan,C&I Term,1838000.0,7.0,5.35,Fixed,0.0393,0.01,9,Unsecured,1838000.0
TL00296,R003,Term Loan,CRE Term,14437000.0,10.0,5.14,Floating,0.0231,0.0075,6,Real Estate,14437000.0
TL00297,R116,Term Loan,C&I Term,6285000.0,5.0,1.88,Floating,0.0253,0.0025,6,Senior Secured,6285000.0
TL00298,R493,Term Loan,C&I Term,2060000.0,10.0,5.71,Floating,0.0175,0.0025,3,Senior Secured,2060000.0
TL00299,R071,Term Loan,C&I Term,599000.0,5.0,4.01,Floating,0.0178,0.01,5,Senior Secured,599000.0
TL00300,R090,Term Loan,C&I Term,8710000.0,3.0,0.89,Floating,0.025,0.0025,7,Unsecured,8710000.0
TL00301,R383,Term Loan,CRE Term,3344000.0,3.0,2.26,Fixed,0.0131,0.005,4,Real Estate,3344000.0
TL00302,R378,Term Loan,CRE Term,1526000.0,7.0,5.14,Fixed,0.0349,0.0075,8,Real Estate,1526000.0
TL00303,R459,Term Loan,C&I Term,1194000.0,5.0,2.48,Floating,0.0232,0.0025,4,Senior Secured,1194000.0
TL00304,R009,Term Loan,C&I Term,9995000.0,5.0,4.88,Floating,0.0179,0.01,4,Unsecured,9995000.0
TL00305,R001,Term Loan,C&I Term,12800000.0,5.0,4.58,Floating,0.0156,0.0075,4,Senior Secured,12800000.0
TL00306,R005,Term Loan,CRE Term,4385000.0,5.0,2.26,Floating,0.0147,0.0025,5,Real Estate,4385000.0
TL00307,R323,Term Loan,CRE Term,986000.0,5.0,1.12,Floating,0.0217,0.005,5,Real Estate,986000.0
TL00308,R432,Term Loan,CRE Term,1277000.0,7.0,3.13,Floating,0.0351,0.005,8,Real Estate,1277000.0
TL00309,R009,Term Loan,C&I Term,17810000.0,7.0,2.55,Floating,0.0153,0.0025,4,Senior Secured,17810000.0
TL00310,R357,Term Loan,C&I Term,1501000.0,7.0,4.46,Fixed,0.018,0.01,4,Unsecured,1501000.0
TL00311,R042,Term Loan,Equipment Finance,1057000.0,5.0,4.67,Fixed,0.015,0.005,4,Senior Secured,1057000.0
TL00312,R380,Term Loan,CRE Term,5225000.0,10.0,8.96,Floating,0.0229,0.0075,4,Real Estate,5225000.0
TL00313,R114,Term Loan,C&I Term,1257000.0,3.0,1.33,Fixed,0.0276,0.0075,7,Senior Secured,1257000.0
TL00314,R018,Term Loan,C&I Term,1987000.0,5.0,2.71,Floating,0.0178,0.0025,5,Senior Secured,1987000.0
TL00315,R356,Term Loan,C&I Term,2884000.0,3.0,0.69,Fixed,0.0311,0.0075,9,Senior Secured,2884000.0
TL00316,R040,Term Loan,Equipment Finance,692000.0,5.0,3.18,Floating,0.0218,0.005,6,Senior Secured,692000.0
TL00317,R483,Term Loan,C&I Term,710000.0,5.0,1.25,Floating,0.0163,0.0025,3,Unsecured,710000.0
TL00318,R008,Term Loan,C&I Term,7123000.0,7.0,6.66,Floating,0.0253,0.005,7,Unsecured,7123000.0
TL00319,R268,Term Loan,Equipment Finance,1335000.0,5.0,4.47,Floating,0.0293,0.0075,8,Senior Secured,1335000.0
TL00320,R068,Term Loan,CRE Term,1480000.0,3.0,1.11,Floating,0.0241,0.0025,5,Real Estate,1480000.0
TL00321,R108,Term Loan,C&I Term,1129000.0,5.0,3.8,Floating,0.0308,0.01,8,Senior Secured,1129000.0
TL00322,R458,Term Loan,C&I Term,2811000.0,10.0,6.54,Floating,0.0249,0.0075,5,Senior Secured,2811000.0
TL00323,R002,Term Loan,C&I Term,8271000.0,5.0,4.21,Floating,0.0117,0.005,3,Senior Secured,8271000.0
TL00324,R406,Term Loan,CRE Term,9775000.0,3.0,1.74,Floating,0.0326,0.0075,6,Real Estate,9775000.0
TL00325,R251,Term Loan,C&I Term,710000.0,5.0,1.77,Floating,0.0236,0.005,6,Senior Secured,710000.0
TL00326,R040,Term Loan,Equipment Finance,841000.0,5.0,3.56,Floating,0.0227,0.0075,6,Senior Secured,841000.0
TL00327,R162,Term Loan,Equipment Finance,18334000.0,5.0,1.32,Floating,0.0224,0.0025,6,Senior Secured,18334000.0
TL00328,R134,Term Loan,CRE Term,1841000.0,5.0,3.34,Floating,0.0189,0.0075,4,Real Estate,1841000.0
TL00329,R469,Term Loan,CRE Term,436000.0,5.0,1.85,Floating,0.0207,0.0025,6,Real Estate,436000.0
TL00330,R388,Term Loan,C&I Term,2580000.0,5.0,3.74,Fixed,0.0369,0.0025,10,Senior Secured,2580000.0
TL00331,R466,Term Loan,C&I Term,635000.0,5.0,4.31,Floating,0.0118,0.005,3,Senior Secured,635000.0
TL00332,R326,Term Loan,CRE Term,2721000.0,3.0,0.86,Floating,0.0198,0.0025,4,Real Estate,2721000.0
TL00333,R019,Term Loan,C&I Term,3332000.0,10.0,5.2,Floating,0.0132,0.005,3,Unsecured,3332000.0
TL00334,R059,Term Loan,C&I Term,925000.0,5.0,3.93,Floating,0.0156,0.0025,3,Unsecured,925000.0
TL00335,R495,Term Loan,C&I Term,14291000.0,5.0,1.65,Floating,0.0237,0.0025,5,Senior Secured,14291000.0
TL00336,R320,Term Loan,C&I Term,6205000.0,3.0,1.96,Floating,0.0252,0.0025,4,Unsecured,6205000.0
TL00337,R295,Term Loan,C&I Term,2864000.0,5.0,3.69,Fixed,0.0167,0.01,4,Senior Secured,2864000.0
TL00338,R224,Term Loan,CRE Term,1862000.0,7.0,3.39,Floating,0.0246,0.0075,6,Real Estate,1862000.0
TL00339,R100,Term Loan,Equipment Finance,921000.0,3.0,2.6,Floating,0.012,0.0025,2,Senior Secured,921000.0
TL00340,R088,Term Loan,CRE Term,2144000.0,3.0,1.83,Floating,0.0172,0.0025,4,Real Estate,2144000.0
TL00341,R005,Term Loan,CRE Term,28827000.0,3.0,2.1,Floating,0.0212,0.01,6,Real Estate,28827000.0
TL00342,R130,Term Loan,C&I Term,4393000.0,5.0,1.56,Fixed,0.0299,0.0075,7,Senior Secured,4393000.0
TL00343,R028,Term Loan,Equipment Finance,16670000.0,10.0,2.19,Floating,0.0182,0.01,4,Senior Secured,16670000.0
TL00344,R222,Term Loan,CRE Term,2596000.0,5.0,1.2,Floating,0.039,0.0025,9,Real Estate,2596000.0
TL00345,R158,Term Loan,C&I Term,1558000.0,5.0,4.62,Fixed,0.0232,0.005,5,Unsecured,1558000.0
TL00346,R010,Term Loan,Equipment Finance,13398000.0,7.0,6.34,Floating,0.0169,0.0025,5,Senior Secured,13398000.0
TL00347,R053,Term Loan,C&I Term,4402000.0,7.0,5.92,Floating,0.0213,0.005,5,Unsecured,4402000.0
TL00348,R010,Term Loan,C&I Term,4027000.0,3.0,1.08,Fixed,0.0144,0.0025,4,Senior Secured,4027000.0
TL00349,R286,Term Loan,C&I Term,1223000.0,3.0,1.86,Floating,0.0298,0.0025,7,Senior Secured,1223000.0
TL00350,R111,Term Loan,C&I Term,1569000.0,5.0,4.18,Floating,0.0237,0.0075,7,Unsecured,1569000.0
TL00351,R005,Term Loan,CRE Term,7854000.0,7.0,5.18,Fixed,0.0162,0.01,5,Real Estate,7854000.0
TL00352,R314,Term Loan,CRE Term,1723000.0,7.0,2.05,Floating,0.0263,0.0075,7,Real Estate,1723000.0
TL00353,R191,Term Loan,Equipment Finance,1337000.0,7.0,6.42,Floating,0.0295,0.01,7,Senior Secured,1337000.0
TL00354,R096,Term Loan,C&I Term,7325000.0,7.0,2.3,Floating,0.0281,0.01,6,Senior Secured,7325000.0
TL00355,R290,Term Loan,CRE Term,2235000.0,5.0,1.69,Floating,0.0229,0.01,4,Real Estate,2235000.0
TL00356,R296,Term Loan,C&I Term,1503000.0,5.0,4.6,Floating,0.0263,0.0025,6,Senior Secured,1503000.0
TL00357,R046,Term Loan,Equipment Finance,1321000.0,3.0,1.76,Floating,0.0164,0.005,3,Senior Secured,1321000.0
TL00358,R061,Term Loan,C&I Term,5508000.0,7.0,3.49,Floating,0.0298,0.0075,7,Senior Secured,5508000.0
TL00359,R367,Term Loan,C&I Term,1174000.0,5.0,3.21,Fixed,0.0193,0.01,5,Senior Secured,1174000.0
TL00360,R163,Term Loan,CRE Term,3697000.0,5.0,4.93,Floating,0.0148,0.01,4,Real Estate,3697000.0
TL00361,R356,Term Loan,CRE Term,2999000.0,3.0,0.89,Fixed,0.0317,0.0075,8,Real Estate,2999000.0
TL00362,R117,Term Loan,CRE Term,890000.0,7.0,5.64,Fixed,0.0197,0.005,5,Real Estate,890000.0
TL00363,R144,Term Loan,CRE Term,13565000.0,7.0,3.27,Fixed,0.022,0.005,5,Real Estate,13565000.0
TL00364,R378,Term Loan,CRE Term,3985000.0,7.0,2.06,Fixed,0.0337,0.0025,9,Real Estate,3985000.0
TL00365,R211,Term Loan,C&I Term,5628000.0,3.0,1.61,Fixed,0.0256,0.005,6,Unsecured,5628000.0
TL00366,R231,Term Loan,C&I Term,1206000.0,10.0,6.39,Floating,0.0245,0.0025,5,Senior Secured,1206000.0
TL00367,R010,Term Loan,C&I Term,17979000.0,7.0,2.55,Floating,0.02,0.01,5,Senior Secured,17979000.0
TL00368,R010,Term Loan,C&I Term,11623000.0,7.0,3.67,Fixed,0.0189,0.0025,5,Senior Secured,11623000.0
TL00369,R001,Term Loan,C&I Term,9410000.0,7.0,4.96,Floating,0.0155,0.005,4,Senior Secured,9410000.0
TL00370,R073,Term Loan,C&I Term,5169000.0,10.0,6.61,Floating,0.0253,0.01,6,Unsecured,5169000.0
TL00371,R086,Term Loan,C&I Term,2771000.0,10.0,7.79,Fixed,0.0291,0.01,8,Senior Secured,2771000.0
TL00372,R096,Term Loan,CRE Term,4826000.0,5.0,4.35,Floating,0.0245,0.005,6,Real Estate,4826000.0
TL00373,R138,Term Loan,C&I Term,1548000.0,5.0,2.64,Floating,0.0287,0.005,5,Senior Secured,1548000.0
TL00374,R376,Term Loan,CRE Term,6389000.0,5.0,2.69,Floating,0.0227,0.0075,5,Real Estate,6389000.0
TL00375,R218,Term Loan,CRE Term,2404000.0,7.0,4.18,Floating,0.0261,0.01,6,Real Estate,2404000.0
TL00376,R039,Term Loan,C&I Term,6961000.0,5.0,3.27,Floating,0.0232,0.01,6,Senior Secured,6961000.0
TL00377,R073,Term Loan,C&I Term,1910000.0,3.0,0.86,Floating,0.0276,0.0075,6,Senior Secured,1910000.0
TL00378,R444,Term Loan,CRE Term,832000.0,3.0,1.35,Fixed,0.0185,0.005,3,Real Estate,832000.0
TL00379,R463,Term Loan,CRE Term,861000.0,10.0,3.38,Floating,0.0269,0.005,6,Real Estate,861000.0
TL00380,R101,Term Loan,C&I Term,1673000.0,7.0,3.56,Floating,0.0255,0.0075,6,Unsecured,1673000.0
TL00381,R005,Term Loan,CRE Term,24691000.0,10.0,9.79,Fixed,0.0222,0.01,5,Real Estate,24691000.0
TL00382,R229,Term Loan,CRE Term,1817000.0,5.0,3.33,Fixed,0.0226,0.0025,4,Real Estate,1817000.0
TL00383,R109,Term Loan,CRE Term,752000.0,7.0,3.8,Floating,0.0229,0.01,5,Real Estate,752000.0
TL00384,R116,Term Loan,C&I Term,10768000.0,7.0,4.57,Floating,0.0247,0.005,6,Senior Secured,10768000.0
TL00385,R002,Term Loan,C&I Term,6941000.0,5.0,3.68,Floating,0.0152,0.0025,3,Senior Secured,6941000.0
TL00386,R005,Term Loan,CRE Term,9425000.0,3.0,1.64,Fixed,0.0186,0.0025,6,Real Estate,9425000.0
TL00387,R368,Term Loan,C&I Term,1755000.0,10.0,5.58,Floating,0.026,0.005,7,Senior Secured,1755000.0
TL00388,R421,Term Loan,Equipment Finance,2560000.0,3.0,2.28,Floating,0.0221,0.0025,5,Senior Secured,2560000.0
TL00389,R423,Term Loan,C&I Term,2588000.0,5.0,1.24,Fixed,0.0122,0.0025,3,Senior Secured,2588000.0
TL00390,R059,Term Loan,CRE Term,2375000.0,7.0,4.42,Floating,0.0187,0.005,3,Real Estate,2375000.0
TL00391,R189,Term Loan,C&I Term,2021000.0,7.0,4.47,Floating,0.0142,0.01,3,Senior Secured,2021000.0
TL00392,R286,Term Loan,C&I Term,1394000.0,5.0,4.03,Fixed,0.0294,0.0075,8,Unsecured,1394000.0
TL00393,R018,Term Loan,Equipment Finance,864000.0,7.0,6.9,Fixed,0.0217,0.0025,5,Senior Secured,864000.0
TL00394,R263,Term Loan,C&I Term,2055000.0,3.0,2.51,Floating,0.0279,0.0075,7,Unsecured,2055000.0
TL00395,R114,Term Loan,Equipment Finance,3690000.0,7.0,4.22,Floating,0.0241,0.005,6,Senior Secured,3690000.0
TL00396,R396,Term Loan,C&I Term,2424000.0,3.0,1.01,Floating,0.0276,0.0075,7,Senior Secured,2424000.0
TL00397,R378,Term Loan,Equipment Finance,755000.0,7.0,4.69,Floating,0.0277,0.0025,7,Senior Secured,755000.0
TL00398,R073,Term Loan,Equipment Finance,4072000.0,7.0,6.07,Floating,0.0239,0.0025,6,Senior Secured,4072000.0
TL00399,R294,Term Loan,CRE Term,3102000.0,3.0,2.84,Fixed,0.0231,0.005,6,Real Estate,3102000.0
TL00400,R106,Term Loan,C&I Term,533000.0,3.0,2.58,Floating,0.0193,0.01,3,Unsecured,533000.0
TL00401,R259,Term Loan,CRE Term,1516000.0,7.0,2.46,Floating,0.0141,0.0075,4,Real Estate,1516000.0
TL00402,R374,Term Loan,CRE Term,943000.0,3.0,2.31,Floating,0.0245,0.0025,6,Real Estate,943000.0
TL00403,R470,Term Loan,Equipment Finance,614000.0,3.0,2.71,Fixed,0.0182,0.01,4,Senior Secured,614000.0
TL00404,R442,Term Loan,C&I Term,403000.0,5.0,3.72,Floating,0.0316,0.01,8,Unsecured,403000.0
TL00405,R176,Term Loan,C&I Term,376000.0,10.0,7.49,Floating,0.0214,0.0075,6,Senior Secured,376000.0
TL00406,R087,Term Loan,C&I Term,2930000.0,5.0,3.0,Floating,0.021,0.0075,5,Senior Secured,2930000.0
TL00407,R286,Term Loan,CRE Term,1228000.0,5.0,3.55,Floating,0.0247,0.0025,6,Real Estate,1228000.0
TL00408,R179,Term Loan,Equipment Finance,653000.0,10.0,4.36,Fixed,0.0305,0.0075,7,Senior Secured,653000.0
TL00409,R325,Term Loan,C&I Term,6638000.0,5.0,1.36,Fixed,0.023,0.01,5,Senior Secured,6638000.0
TL00410,R289,Term Loan,CRE Term,1248000.0,5.0,4.31,Floating,0.022,0.005,6,Real Estate,1248000.0
TL00411,R058,Term Loan,Equipment Finance,2086000.0,5.0,4.77,Floating,0.0266,0.0025,7,Senior Secured,2086000.0
TL00412,R183,Term Loan,C&I Term,3407000.0,5.0,4.43,Fixed,0.03,0.01,7,Senior Secured,3407000.0
TL00413,R002,Term Loan,C&I Term,5837000.0,5.0,2.34,Floating,0.0116,0.0075,3,Unsecured,5837000.0
TL00414,R329,Term Loan,CRE Term,4321000.0,7.0,1.92,Fixed,0.0248,0.0075,6,Real Estate,4321000.0
TL00415,R417,Term Loan,CRE Term,479000.0,3.0,1.27,Floating,0.025,0.0075,6,Real Estate,479000.0
TL00416,R222,Term Loan,C&I Term,2024000.0,7.0,6.12,Floating,0.0352,0.0025,10,Unsecured,2024000.0
TL00417,R401,Term Loan,Equipment Finance,621000.0,3.0,2.17,Floating,0.0233,0.0025,3,Senior Secured,621000.0
TL00418,R186,Term Loan,CRE Term,2741000.0,5.0,4.87,Floating,0.0268,0.01,7,Real Estate,2741000.0
TL00419,R271,Term Loan,Equipment Finance,1003000.0,3.0,1.42,Floating,0.0289,0.01,7,Senior Secured,1003000.0
TL00420,R100,Term Loan,Equipment Finance,3076000.0,5.0,3.21,Fixed,0.0175,0.0025,4,Senior Secured,3076000.0
TL00421,R033,Term Loan,Equipment Finance,536000.0,7.0,5.82,Floating,0.0179,0.0075,3,Senior Secured,536000.0
TL00422,R446,Term Loan,CRE Term,764000.0,5.0,1.94,Floating,0.016,0.0075,2,Real Estate,764000.0
TL00423,R341,Term Loan,C&I Term,1783000.0,3.0,2.91,Floating,0.0235,0.005,6,Senior Secured,1783000.0
TL00424,R262,Term Loan,CRE Term,3354000.0,3.0,2.02,Fixed,0.0249,0.0075,6,Real Estate,3354000.0
TL00425,R062,Term Loan,C&I Term,4988000.0,7.0,1.44,Floating,0.0312,0.01,9,Senior Secured,4988000.0
TL00426,R106,Term Loan,CRE Term,1359000.0,5.0,1.1,Floating,0.0109,0.01,2,Real Estate,1359000.0
TL00427,R420,Term Loan,C&I Term,5719000.0,7.0,6.34,Floating,0.0332,0.0025,8,Senior Secured,5719000.0
TL00428,R305,Term Loan,CRE Term,1043000.0,5.0,3.58,Floating,0.0264,0.005,7,Real Estate,1043000.0
TL00429,R455,Term Loan,C&I Term,9500000.0,3.0,2.43,Fixed,0.019,0.01,6,Senior Secured,9500000.0
TL00430,R150,Term Loan,C&I Term,619000.0,7.0,5.79,Floating,0.0294,0.0025,6,Senior Secured,619000.0
TL00431,R463,Term Loan,C&I Term,1840000.0,5.0,2.68,Floating,0.0258,0.01,7,Unsecured,1840000.0
TL00432,R002,Term Loan,CRE Term,1683000.0,3.0,2.52,Fixed,0.0131,0.005,3,Real Estate,1683000.0
TL00433,R457,Term Loan,CRE Term,1608000.0,10.0,9.5,Floating,0.0319,0.0075,7,Real Estate,1608000.0
TL00434,R058,Term Loan,C&I Term,1910000.0,3.0,1.01,Floating,0.0302,0.005,8,Senior Secured,1910000.0
TL00435,R030,Term Loan,Equipment Finance,460000.0,5.0,4.06,Floating,0.0274,0.01,7,Senior Secured,460000.0
TL00436,R093,Term Loan,Equipment Finance,1850000.0,5.0,2.23,Fixed,0.0191,0.0075,5,Senior Secured,1850000.0
TL00437,R376,Term Loan,C&I Term,8145000.0,5.0,2.29,Fixed,0.0181,0.0075,5,Senior Secured,8145000.0
TL00438,R008,Term Loan,CRE Term,7337000.0,7.0,3.71,Floating,0.0239,0.005,7,Real Estate,7337000.0
TL00439,R064,Term Loan,C&I Term,606000.0,3.0,2.67,Fixed,0.0259,0.0025,6,Senior Secured,606000.0
TL00440,R124,Term Loan,C&I Term,2699000.0,10.0,2.18,Floating,0.023,0.01,5,Senior Secured,2699000.0
TL00441,R316,Term Loan,CRE Term,1821000.0,5.0,2.74,Floating,0.0182,0.005,4,Real Estate,1821000.0
TL00442,R001,Term Loan,C&I Term,10104000.0,10.0,7.44,Floating,0.0176,0.0025,4,Senior Secured,10104000.0
TL00443,R063,Term Loan,Equipment Finance,1427000.0,7.0,2.02,Floating,0.0232,0.01,7,Senior Secured,1427000.0
TL00444,R434,Term Loan,Equipment Finance,1029000.0,10.0,8.34,Floating,0.0234,0.0025,5,Senior Secured,1029000.0
TL00445,R103,Term Loan,Equipment Finance,15056000.0,5.0,4.77,Fixed,0.0254,0.0075,6,Senior Secured,15056000.0
TL00446,R084,Term Loan,CRE Term,739000.0,5.0,1.36,Floating,0.0243,0.005,4,Real Estate,739000.0
