account_id,relationship_id,product,sub_type,monthly_volume,unit_price,monthly_card_spend,monthly_revenue,ecr_offset_pct
PM00361,R054,Payments,Positive Pay,1453,0.08,0.0,116.24,0.38
PM00362,R004,Payments,RTP / Instant,402,0.45,0.0,180.9,0.14
PM00363,R064,Payments,Positive Pay,262,0.08,0.0,20.96,0.27
PM00364,R416,Payments,Commercial Card,0,0.0,209700.0,2621.25,0.0
PM00365,R262,Payments,Lockbox,199,0.65,0.0,129.35,0.35
PM00366,R093,Payments,Positive Pay,255,0.08,0.0,20.4,0.12
PM00367,R320,Payments,Account Reconciliation,609,0.05,0.0,30.45,0.06
PM00368,R309,Payments,Positive Pay,876,0.08,0.0,70.08,0.41
PM00369,R049,Payments,Account Reconciliation,696,0.05,0.0,34.8,0.14
PM00370,R127,Payments,Lockbox,972,0.65,0.0,631.8,0.28
PM00371,R494,Payments,Account Reconciliation,412,0.05,0.0,20.6,0.39
PM00372,R154,Payments,Wire Transfer,10,18.0,0.0,180.0,0.04
PM00373,R152,Payments,Commercial Card,0,0.0,255300.0,3191.25,0.0
PM00374,R259,Payments,Account Reconciliation,731,0.05,0.0,36.55,0.04
PM00375,R067,Payments,Lockbox,317,0.65,0.0,206.05,0.41
PM00376,R293,Payments,Positive Pay,1008,0.08,0.0,80.64,0.42
PM00377,R394,Payments,Positive Pay,3166,0.08,0.0,253.28,0.41
PM00378,R003,Payments,Lockbox,1322,0.65,0.0,859.3,0.16
PM00379,R016,Payments,Lockbox,933,0.65,0.0,606.45,0.22
PM00380,R173,Payments,Commercial Card,0,0.0,807300.0,10091.25,0.0
PM00381,R315,Payments,Commercial Card,0,0.0,593500.0,7418.75,0.0
PM00382,R329,Payments,Lockbox,1413,0.65,0.0,918.45,0.01
PM00383,R143,Payments,Remote Deposit Capture,359,0.2,0.0,71.8,0.08
PM00384,R457,Payments,Account Reconciliation,1497,0.05,0.0,74.85,0.18
PM00385,R401,Payments,Commercial Card,0,0.0,79300.0,991.25,0.0
PM00386,R225,Payments,Wire Transfer,43,18.0,0.0,774.0,0.17
PM00387,R002,Payments,Lockbox,908,0.65,0.0,590.2,0.09
PM00388,R001,Payments,ACH Origination,33805,0.12,0.0,4056.6,0.37
PM00389,R142,Payments,Remote Deposit Capture,133,0.2,0.0,26.6,0.15
PM00390,R246,Payments,Positive Pay,1792,0.08,0.0,143.36,0.05
PM00391,R320,Payments,RTP / Instant,265,0.45,0.0,119.25,0.29
PM00392,R463,Payments,RTP / Instant,53,0.45,0.0,23.85,0.39
PM00393,R007,Payments,Commercial Card,0,0.0,2621400.0,32767.5,0.0
PM00394,R347,Payments,ACH Origination,1956,0.12,0.0,234.72,0.45
PM00395,R092,Payments,RTP / Instant,93,0.45,0.0,41.85,0.39
PM00396,R220,Payments,ACH Origination,1884,0.12,0.0,226.08,0.11
PM00397,R030,Payments,Commercial Card,0,0.0,250200.0,3127.5,0.0
PM00398,R388,Payments,Account Reconciliation,100,0.05,0.0,5.0,0.09
PM00399,R133,Payments,Commercial Card,0,0.0,258900.0,3236.25,0.0
PM00400,R337,Payments,Remote Deposit Capture,45,0.2,0.0,9.0,0.29
PM00401,R493,Payments,Lockbox,236,0.65,0.0,153.4,0.34
PM00402,R092,Payments,Positive Pay,1646,0.08,0.0,131.68,0.24
PM00403,R002,Payments,Account Reconciliation,1750,0.05,0.0,87.5,0.06
PM00404,R225,Payments,Account Reconciliation,572,0.05,0.0,28.6,0.11
PM00405,R010,Payments,Lockbox,1062,0.65,0.0,690.3,0.21
PM00406,R232,Payments,Account Reconciliation,324,0.05,0.0,16.2,0.12
PM00407,R184,Payments,Account Reconciliation,534,0.05,0.0,26.7,0.02
PM00408,R373,Payments,Account Reconciliation,508,0.05,0.0,25.4,0.4
PM00409,R329,Payments,Lockbox,1536,0.65,0.0,998.4,0.23
PM00410,R224,Payments,RTP / Instant,138,0.45,0.0,62.1,0.27
PM00411,R009,Payments,Account Reconciliation,3988,0.05,0.0,199.4,0.05
PM00412,R445,Payments,ACH Origination,6427,0.12,0.0,771.24,0.41
PM00413,R351,Payments,Remote Deposit Capture,102,0.2,0.0,20.4,0.39
PM00414,R264,Payments,Commercial Card,0,0.0,21000.0,262.5,0.0
PM00415,R120,Payments,Account Reconciliation,687,0.05,0.0,34.35,0.09
PM00416,R162,Payments,Remote Deposit Capture,40,0.2,0.0,8.0,0.36
PM00417,R404,Payments,Commercial Card,0,0.0,439200.0,5490.0,0.0
PM00418,R481,Payments,Remote Deposit Capture,559,0.2,0.0,111.8,0.37
PM00419,R295,Payments,Commercial Card,0,0.0,97200.0,1215.0,0.0
PM00420,R482,Payments,ACH Origination,1573,0.12,0.0,188.76,0.4
PM00421,R493,Payments,Lockbox,169,0.65,0.0,109.85,0.32
PM00422,R072,Payments,Remote Deposit Capture,412,0.2,0.0,82.4,0.16
PM00423,R115,Payments,Wire Transfer,35,18.0,0.0,630.0,0.34
PM00424,R077,Payments,ACH Origination,4289,0.12,0.0,514.68,0.14
PM00425,R286,Payments,Lockbox,101,0.65,0.0,65.65,0.19
PM00426,R155,Payments,Positive Pay,1042,0.08,0.0,83.36,0.18
PM00427,R003,Payments,Lockbox,1908,0.65,0.0,1240.2,0.19
PM00428,R317,Payments,Account Reconciliation,140,0.05,0.0,7.0,0.33
PM00429,R002,Payments,Wire Transfer,193,18.0,0.0,3474.0,0.11
PM00430,R316,Payments,Lockbox,2183,0.65,0.0,1418.95,0.15
PM00431,R099,Payments,Positive Pay,324,0.08,0.0,25.92,0.23
PM00432,R312,Payments,Commercial Card,0,0.0,124900.0,1561.25,0.0
PM00433,R218,Payments,Account Reconciliation,321,0.05,0.0,16.05,0.06
PM00434,R054,Payments,Wire Transfer,15,18.0,0.0,270.0,0.32
PM00435,R117,Payments,Remote Deposit Capture,135,0.2,0.0,27.0,0.27
PM00436,R406,Payments,Remote Deposit Capture,482,0.2,0.0,96.4,0.43
PM00437,R070,Payments,Remote Deposit Capture,189,0.2,0.0,37.8,0.33
PM00438,R484,Payments,ACH Origination,8685,0.12,0.0,1042.2,0.26
PM00439,R033,Payments,RTP / Instant,149,0.45,0.0,67.05,0.12
PM00440,R078,Payments,Commercial Card,0,0.0,169200.0,2115.0,0.0
PM00441,R133,Payments,RTP / Instant,137,0.45,0.0,61.65,0.24
PM00442,R466,Payments,ACH Origination,1422,0.12,0.0,170.64,0.21
PM00443,R361,Payments,RTP / Instant,219,0.45,0.0,98.55,0.18
PM00444,R450,Payments,ACH Origination,2076,0.12,0.0,249.12,0.2
PM00445,R435,Payments,Commercial Card,0,0.0,136700.0,1708.75,0.0
PM00446,R100,Payments,RTP / Instant,179,0.45,0.0,80.55,0.19
PM00447,R490,Payments,Commercial Card,0,0.0,258000.0,3225.0,0.0
PM00448,R132,Payments,ACH Origination,2125,0.12,0.0,255.0,0.25
PM00449,R255,Payments,Account Reconciliation,1399,0.05,0.0,69.95,0.25
PM00450,R365,Payments,Wire Transfer,10,18.0,0.0,180.0,0.3
PM00451,R002,Payments,Wire Transfer,167,18.0,0.0,3006.0,0.32
PM00452,R128,Payments,Wire Transfer,5,18.0,0.0,90.0,0.3
PM00453,R100,Payments,ACH Origination,1763,0.12,0.0,211.56,0.36
PM00454,R210,Payments,Remote Deposit Capture,195,0.2,0.0,39.0,0.06
PM00455,R029,Payments,Remote Deposit Capture,237,0.2,0.0,47.4,0.4
PM00456,R119,Payments,ACH Origination,2408,0.12,0.0,288.96,0.17
PM00457,R009,Payments,RTP / Instant,542,0.45,0.0,243.9,0.3
PM00458,R243,Payments,Positive Pay,583,0.08,0.0,46.64,0.05
PM00459,R008,Payments,Positive Pay,8735,0.08,0.0,698.8,0.1
PM00460,R448,Payments,Commercial Card,0,0.0,2030200.0,25377.5,0.0
PM00461,R329,Payments,Remote Deposit Capture,513,0.2,0.0,102.6,0.06
PM00462,R010,Payments,Account Reconciliation,8894,0.05,0.0,444.7,0.21
PM00463,R388,Payments,RTP / Instant,39,0.45,0.0,17.55,0.04
PM00464,R475,Payments,RTP / Instant,428,0.45,0.0,192.6,0.04
PM00465,R020,Payments,RTP / Instant,82,0.45,0.0,36.9,0.45
PM00466,R004,Payments,Wire Transfer,243,18.0,0.0,4374.0,0.29
PM00467,R190,Payments,Positive Pay,537,0.08,0.0,42.96,0.29
PM00468,R107,Payments,ACH Origination,1158,0.12,0.0,138.96,0.12
PM00469,R491,Payments,ACH Origination,513,0.12,0.0,61.56,0.07
PM00470,R339,Payments,Wire Transfer,10,18.0,0.0,180.0,0.28
PM00471,R096,Payments,Commercial Card,0,0.0,113700.0,1421.25,0.0
PM00472,R002,Payments,Positive Pay,5795,0.08,0.0,463.6,0.12
PM00473,R283,Payments,RTP / Instant,236,0.45,0.0,106.2,0.19
PM00474,R473,Payments,Positive Pay,334,0.08,0.0,26.72,0.1
PM00475,R082,Payments,Commercial Card,0,0.0,304800.0,3810.0,0.0
PM00476,R496,Payments,Account Reconciliation,1034,0.05,0.0,51.7,0.26
PM00477,R243,Payments,Lockbox,932,0.65,0.0,605.8,0.03
PM00478,R184,Payments,Account Reconciliation,1414,0.05,0.0,70.7,0.22
PM00479,R073,Payments,RTP / Instant,261,0.45,0.0,117.45,0.25
PM00480,R307,Payments,Account Reconciliation,393,0.05,0.0,19.65,0.16
PM00481,R162,Payments,Wire Transfer,23,18.0,0.0,414.0,0.39
PM00482,R351,Payments,Wire Transfer,28,18.0,0.0,504.0,0.23
PM00483,R313,Payments,Account Reconciliation,944,0.05,0.0,47.2,0.11
PM00484,R478,Payments,Commercial Card,0,0.0,65000.0,812.5,0.0
PM00485,R094,Payments,Remote Deposit Capture,53,0.2,0.0,10.6,0.33
PM00486,R114,Payments,ACH Origination,3629,0.12,0.0,435.48,0.14
PM00487,R003,Payments,Remote Deposit Capture,410,0.2,0.0,82.0,0.39
PM00488,R466,Payments,Remote Deposit Capture,250,0.2,0.0,50.0,0.03
PM00489,R257,Payments,Positive Pay,287,0.08,0.0,22.96,0.13
PM00490,R002,Payments,Positive Pay,2909,0.08,0.0,232.72,0.42
PM00491,R092,Payments,Wire Transfer,15,18.0,0.0,270.0,0.12
PM00492,R007,Payments,Commercial Card,0,0.0,2240900.0,28011.25,0.0
PM00493,R111,Payments,Account Reconciliation,167,0.05,0.0,8.35,0.02
PM00494,R002,Payments,Positive Pay,1401,0.08,0.0,112.08,0.34
PM00495,R195,Payments,Wire Transfer,26,18.0,0.0,468.0,0.15
PM00496,R296,Payments,Positive Pay,538,0.08,0.0,43.04,0.34
PM00497,R010,Payments,Wire Transfer,138,18.0,0.0,2484.0,0.29
PM00498,R008,Payments,Positive Pay,4331,0.08,0.0,346.48,0.34
PM00499,R002,Payments,Remote Deposit Capture,996,0.2,0.0,199.2,0.41
PM00500,R121,Payments,Remote Deposit Capture,86,0.2,0.0,17.2,0.37
PM00501,R376,Payments,Commercial Card,0,0.0,803100.0,10038.75,0.0
PM00502,R015,Payments,RTP / Instant,35,0.45,0.0,15.75,0.41
PM00503,R266,Payments,RTP / Instant,44,0.45,0.0,19.8,0.15
PM00504,R112,Payments,Account Reconciliation,851,0.05,0.0,42.55,0.36
PM00505,R179,Payments,ACH Origination,1778,0.12,0.0,213.36,0.23
PM00506,R004,Payments,RTP / Instant,244,0.45,0.0,109.8,0.08
PM00507,R257,Payments,Positive Pay,678,0.08,0.0,54.24,0.31
PM00508,R006,Payments,ACH Origination,4038,0.12,0.0,484.56,0.3
PM00509,R173,Payments,Account Reconciliation,2453,0.05,0.0,122.65,0.41
PM00510,R132,Payments,Lockbox,380,0.65,0.0,247.0,0.18
PM00511,R450,Payments,Account Reconciliation,1428,0.05,0.0,71.4,0.33
PM00512,R011,Payments,Wire Transfer,13,18.0,0.0,234.0,0.23
PM00513,R008,Payments,ACH Origination,5242,0.12,0.0,629.04,0.25
PM00514,R464,Payments,Lockbox,410,0.65,0.0,266.5,0.15
PM00515,R019,Payments,Remote Deposit Capture,253,0.2,0.0,50.6,0.16
PM00516,R309,Payments,ACH Origination,1931,0.12,0.0,231.72,0.36
PM00517,R419,Payments,Wire Transfer,5,18.0,0.0,90.0,0.29
PM00518,R357,Payments,Account Reconciliation,328,0.05,0.0,16.4,0.31
PM00519,R446,Payments,ACH Origination,725,0.12,0.0,87.0,0.42
PM00520,R282,Payments,Positive Pay,379,0.08,0.0,30.32,0.31
PM00521,R002,Payments,ACH Origination,32350,0.12,0.0,3882.0,0.33
PM00522,R425,Payments,ACH Origination,2975,0.12,0.0,357.0,0.35
PM00523,R215,Payments,Lockbox,998,0.65,0.0,648.7,0.19
PM00524,R460,Payments,Commercial Card,0,0.0,689600.0,8620.0,0.0
PM00525,R136,Payments,Positive Pay,451,0.08,0.0,36.08,0.44
PM00526,R034,Payments,Remote Deposit Capture,351,0.2,0.0,70.2,0.25
PM00527,R029,Payments,ACH Origination,490,0.12,0.0,58.8,0.17
PM00528,R034,Payments,ACH Origination,1865,0.12,0.0,223.8,0.03
PM00529,R330,Payments,Account Reconciliation,1079,0.05,0.0,53.95,0.1
PM00530,R161,Payments,RTP / Instant,55,0.45,0.0,24.75,0.35
PM00531,R361,Payments,Wire Transfer,27,18.0,0.0,486.0,0.42
PM00532,R393,Payments,Remote Deposit Capture,117,0.2,0.0,23.4,0.35
PM00533,R008,Payments,RTP / Instant,819,0.45,0.0,368.55,0.36
PM00534,R368,Payments,ACH Origination,2892,0.12,0.0,347.04,0.39
PM00535,R363,Payments,ACH Origination,2021,0.12,0.0,242.52,0.2
PM00536,R096,Payments,Remote Deposit Capture,584,0.2,0.0,116.8,0.06
PM00537,R330,Payments,Wire Transfer,27,18.0,0.0,486.0,0.28
PM00538,R303,Payments,Remote Deposit Capture,84,0.2,0.0,16.8,0.41
PM00539,R035,Payments,Wire Transfer,14,18.0,0.0,252.0,0.2
PM00540,R344,Payments,Lockbox,749,0.65,0.0,486.85,0.37
PM00541,R180,Payments,ACH Origination,1830,0.12,0.0,219.6,0.39
PM00542,R126,Payments,Lockbox,557,0.65,0.0,362.05,0.04
PM00543,R158,Payments,Remote Deposit Capture,199,0.2,0.0,39.8,0.19
PM00544,R129,Payments,Remote Deposit Capture,110,0.2,0.0,22.0,0.2
PM00545,R002,Payments,RTP / Instant,379,0.45,0.0,170.55,0.19
PM00546,R281,Payments,ACH Origination,3760,0.12,0.0,451.2,0.12
PM00547,R278,Payments,Commercial Card,0,0.0,562900.0,7036.25,0.0
PM00548,R089,Payments,RTP / Instant,46,0.45,0.0,20.7,0.33
PM00549,R345,Payments,Account Reconciliation,373,0.05,0.0,18.65,0.31
PM00550,R001,Payments,ACH Origination,30537,0.12,0.0,3664.44,0.42
PM00551,R473,Payments,ACH Origination,1192,0.12,0.0,143.04,0.33
PM00552,R179,Payments,Commercial Card,0,0.0,155400.0,1942.5,0.0
PM00553,R256,Payments,Commercial Card,0,0.0,124000.0,1550.0,0.0
PM00554,R487,Payments,Commercial Card,0,0.0,163200.0,2040.0,0.0
PM00555,R002,Payments,Positive Pay,20260,0.08,0.0,1620.8,0.23
PM00556,R353,Payments,Account Reconciliation,518,0.05,0.0,25.9,0.35
PM00557,R004,Payments,Commercial Card,0,0.0,3249000.0,40612.5,0.0
PM00558,R283,Payments,Wire Transfer,15,18.0,0.0,270.0,0.37
PM00559,R084,Payments,Account Reconciliation,318,0.05,0.0,15.9,0.28
PM00560,R002,Payments,Positive Pay,3045,0.08,0.0,243.6,0.15
PM00561,R439,Payments,Wire Transfer,23,18.0,0.0,414.0,0.15
PM00562,R408,Payments,Commercial Card,0,0.0,959400.0,11992.5,0.0
PM00563,R406,Payments,Commercial Card,0,0.0,470600.0,5882.5,0.0
PM00564,R463,Payments,RTP / Instant,212,0.45,0.0,95.4,0.03
PM00565,R299,Payments,Wire Transfer,21,18.0,0.0,378.0,0.25
PM00566,R056,Payments,Remote Deposit Capture,409,0.2,0.0,81.8,0.02
PM00567,R032,Payments,Account Reconciliation,1451,0.05,0.0,72.55,0.25
PM00568,R138,Payments,Wire Transfer,53,18.0,0.0,954.0,0.42
PM00569,R430,Payments,Commercial Card,0,0.0,82200.0,1027.5,0.0
PM00570,R397,Payments,ACH Origination,7243,0.12,0.0,869.16,0.22
PM00571,R050,Payments,Remote Deposit Capture,158,0.2,0.0,31.6,0.35
PM00572,R028,Payments,RTP / Instant,438,0.45,0.0,197.1,0.19
PM00573,R040,Payments,Wire Transfer,6,18.0,0.0,108.0,0.16
PM00574,R285,Payments,Account Reconciliation,215,0.05,0.0,10.75,0.26
PM00575,R453,Payments,Remote Deposit Capture,187,0.2,0.0,37.4,0.38
PM00576,R008,Payments,Commercial Card,0,0.0,1157700.0,14471.25,0.0
PM00577,R295,Payments,Remote Deposit Capture,57,0.2,0.0,11.4,0.12
PM00578,R391,Payments,Remote Deposit Capture,224,0.2,0.0,44.8,0.44
PM00579,R111,Payments,RTP / Instant,63,0.45,0.0,28.35,0.07
PM00580,R001,Payments,Positive Pay,6033,0.08,0.0,482.64,0.1
PM00581,R097,Payments,Commercial Card,0,0.0,103400.0,1292.5,0.0
PM00582,R454,Payments,Remote Deposit Capture,316,0.2,0.0,63.2,0.39
PM00583,R484,Payments,Positive Pay,3345,0.08,0.0,267.6,0.08
PM00584,R329,Payments,Positive Pay,1089,0.08,0.0,87.12,0.15
PM00585,R002,Payments,Account Reconciliation,2554,0.05,0.0,127.7,0.03
PM00586,R006,Payments,Remote Deposit Capture,3516,0.2,0.0,703.2,0.21
PM00587,R142,Payments,ACH Origination,1302,0.12,0.0,156.24,0.23
PM00588,R200,Payments,Account Reconciliation,2087,0.05,0.0,104.35,0.27
PM00589,R281,Payments,Lockbox,121,0.65,0.0,78.65,0.08
PM00590,R469,Payments,Lockbox,197,0.65,0.0,128.05,0.12
PM00591,R335,Payments,Lockbox,109,0.65,0.0,70.85,0.34
PM00592,R420,Payments,ACH Origination,1545,0.12,0.0,185.4,0.05
PM00593,R058,Payments,Positive Pay,641,0.08,0.0,51.28,0.0
PM00594,R009,Payments,Remote Deposit Capture,1713,0.2,0.0,342.6,0.18
PM00595,R357,Payments,Commercial Card,0,0.0,297500.0,3718.75,0.0
PM00596,R248,Payments,Lockbox,532,0.65,0.0,345.8,0.4
PM00597,R139,Payments,ACH Origination,3388,0.12,0.0,406.56,0.02
PM00598,R004,Payments,Commercial Card,0,0.0,5290100.0,66126.25,0.0
PM00599,R430,Payments,Commercial Card,0,0.0,292200.0,3652.5,0.0
PM00600,R128,Payments,Lockbox,126,0.65,0.0,81.9,0.32
PM00601,R160,Payments,RTP / Instant,557,0.45,0.0,250.65,0.28
PM00602,R161,Payments,RTP / Instant,128,0.45,0.0,57.6,0.0
PM00603,R382,Payments,Wire Transfer,25,18.0,0.0,450.0,0.21
PM00604,R182,Payments,RTP / Instant,127,0.45,0.0,57.15,0.44
PM00605,R036,Payments,Wire Transfer,13,18.0,0.0,234.0,0.3
PM00606,R292,Payments,RTP / Instant,40,0.45,0.0,18.0,0.37
PM00607,R099,Payments,Remote Deposit Capture,95,0.2,0.0,19.0,0.23
PM00608,R119,Payments,Positive Pay,914,0.08,0.0,73.12,0.16
PM00609,R027,Payments,Positive Pay,447,0.08,0.0,35.76,0.14
PM00610,R429,Payments,Account Reconciliation,342,0.05,0.0,17.1,0.36
PM00611,R196,Payments,Remote Deposit Capture,1215,0.2,0.0,243.0,0.21
PM00612,R277,Payments,Positive Pay,271,0.08,0.0,21.68,0.15
PM00613,R008,Payments,RTP / Instant,1309,0.45,0.0,589.05,0.3
PM00614,R310,Payments,Positive Pay,973,0.08,0.0,77.84,0.45
PM00615,R001,Payments,Account Reconciliation,3683,0.05,0.0,184.15,0.19
PM00616,R118,Payments,RTP / Instant,103,0.45,0.0,46.35,0.07
PM00617,R285,Payments,Remote Deposit Capture,34,0.2,0.0,6.8,0.29
PM00618,R272,Payments,Lockbox,453,0.65,0.0,294.45,0.18
PM00619,R017,Payments,Commercial Card,0,0.0,586400.0,7330.0,0.0
PM00620,R399,Payments,Wire Transfer,97,18.0,0.0,1746.0,0.45
PM00621,R271,Payments,Remote Deposit Capture,263,0.2,0.0,52.6,0.21
PM00622,R393,Payments,Commercial Card,0,0.0,20400.0,255.0,0.0
PM00623,R404,Payments,Remote Deposit Capture,51,0.2,0.0,10.2,0.44
PM00624,R311,Payments,Account Reconciliation,250,0.05,0.0,12.5,0.3
PM00625,R375,Payments,Lockbox,1140,0.65,0.0,741.0,0.14
PM00626,R436,Payments,Wire Transfer,32,18.0,0.0,576.0,0.14
PM00627,R018,Payments,Account Reconciliation,351,0.05,0.0,17.55,0.27
PM00628,R036,Payments,Positive Pay,382,0.08,0.0,30.56,0.16
PM00629,R008,Payments,Wire Transfer,237,18.0,0.0,4266.0,0.35
PM00630,R459,Payments,RTP / Instant,233,0.45,0.0,104.85,0.09
PM00631,R010,Payments,Wire Transfer,82,18.0,0.0,1476.0,0.09
PM00632,R011,Payments,Remote Deposit Capture,59,0.2,0.0,11.8,0.1
PM00633,R006,Payments,Commercial Card,0,0.0,804400.0,10055.0,0.0
PM00634,R289,Payments,RTP / Instant,255,0.45,0.0,114.75,0.04
PM00635,R008,Payments,Wire Transfer,106,18.0,0.0,1908.0,0.27
PM00636,R008,Payments,Account Reconciliation,1409,0.05,0.0,70.45,0.39
PM00637,R497,Payments,Commercial Card,0,0.0,720900.0,9011.25,0.0
PM00638,R254,Payments,Commercial Card,0,0.0,289100.0,3613.75,0.0
PM00639,R051,Payments,ACH Origination,830,0.12,0.0,99.6,0.32
PM00640,R078,Payments,Remote Deposit Capture,60,0.2,0.0,12.0,0.1
PM00641,R010,Payments,Lockbox,967,0.65,0.0,628.55,0.44
PM00642,R113,Payments,Commercial Card,0,0.0,108800.0,1360.0,0.0
PM00643,R340,Payments,Wire Transfer,7,18.0,0.0,126.0,0.03
PM00644,R206,Payments,Positive Pay,1313,0.08,0.0,105.04,0.37
PM00645,R109,Payments,ACH Origination,2741,0.12,0.0,328.92,0.26
PM00646,R016,Payments,Lockbox,406,0.65,0.0,263.9,0.4
PM00647,R105,Payments,Wire Transfer,23,18.0,0.0,414.0,0.27
PM00648,R436,Payments,Lockbox,1253,0.65,0.0,814.45,0.36
PM00649,R003,Payments,Account Reconciliation,2578,0.05,0.0,128.9,0.37
PM00650,R205,Payments,ACH Origination,1305,0.12,0.0,156.6,0.36
PM00651,R066,Payments,Lockbox,862,0.65,0.0,560.3,0.03
PM00652,R460,Payments,Remote Deposit Capture,342,0.2,0.0,68.4,0.3
PM00653,R286,Payments,Remote Deposit Capture,127,0.2,0.0,25.4,0.4
PM00654,R498,Payments,Positive Pay,181,0.08,0.0,14.48,0.42
PM00655,R065,Payments,Commercial Card,0,0.0,246400.0,3080.0,0.0
PM00656,R004,Payments,Positive Pay,16647,0.08,0.0,1331.76,0.14
PM00657,R467,Payments,Lockbox,96,0.65,0.0,62.4,0.39
PM00658,R296,Payments,Wire Transfer,17,18.0,0.0,306.0,0.01
PM00659,R334,Payments,Account Reconciliation,1114,0.05,0.0,55.7,0.35
PM00660,R482,Payments,Lockbox,323,0.65,0.0,209.95,0.22
PM00661,R198,Payments,Account Reconciliation,403,0.05,0.0,20.15,0.4
PM00662,R227,Payments,Wire Transfer,28,18.0,0.0,504.0,0.23
PM00663,R003,Payments,Wire Transfer,88,18.0,0.0,1584.0,0.19
PM00664,R381,Payments,Wire Transfer,13,18.0,0.0,234.0,0.38
PM00665,R430,Payments,Commercial Card,0,0.0,157300.0,1966.25,0.0
PM00666,R455,Payments,Positive Pay,3966,0.08,0.0,317.28,0.22
PM00667,R341,Payments,Commercial Card,0,0.0,57700.0,721.25,0.0
PM00668,R365,Payments,Wire Transfer,11,18.0,0.0,198.0,0.01
PM00669,R421,Payments,RTP / Instant,113,0.45,0.0,50.85,0.16
PM00670,R274,Payments,Commercial Card,0,0.0,287600.0,3595.0,0.0
PM00671,R275,Payments,Positive Pay,2060,0.08,0.0,164.8,0.4
PM00672,R201,Payments,Lockbox,503,0.65,0.0,326.95,0.07
PM00673,R008,Payments,RTP / Instant,460,0.45,0.0,207.0,0.2
PM00674,R404,Payments,Lockbox,424,0.65,0.0,275.6,0.15
PM00675,R361,Payments,RTP / Instant,101,0.45,0.0,45.45,0.44
PM00676,R008,Payments,Commercial Card,0,0.0,520200.0,6502.5,0.0
PM00677,R361,Payments,Wire Transfer,10,18.0,0.0,180.0,0.18
PM00678,R486,Payments,Commercial Card,0,0.0,689500.0,8618.75,0.0
PM00679,R008,Payments,ACH Origination,17404,0.12,0.0,2088.48,0.32
PM00680,R249,Payments,Lockbox,82,0.65,0.0,53.3,0.32
PM00681,R465,Payments,Lockbox,88,0.65,0.0,57.2,0.28
PM00682,R457,Payments,Remote Deposit Capture,1044,0.2,0.0,208.8,0.19
PM00683,R085,Payments,Commercial Card,0,0.0,383400.0,4792.5,0.0
PM00684,R027,Payments,RTP / Instant,162,0.45,0.0,72.9,0.29
PM00685,R106,Payments,RTP / Instant,57,0.45,0.0,25.65,0.19
PM00686,R109,Payments,Commercial Card,0,0.0,42000.0,525.0,0.0
PM00687,R320,Payments,Account Reconciliation,937,0.05,0.0,46.85,0.42
PM00688,R371,Payments,Account Reconciliation,241,0.05,0.0,12.05,0.32
PM00689,R023,Payments,Remote Deposit Capture,114,0.2,0.0,22.8,0.35
PM00690,R408,Payments,Wire Transfer,18,18.0,0.0,324.0,0.34
PM00691,R140,Payments,Lockbox,141,0.65,0.0,91.65,0.19
PM00692,R184,Payments,Lockbox,737,0.65,0.0,479.05,0.25
PM00693,R253,Payments,Lockbox,223,0.65,0.0,144.95,0.24
PM00694,R131,Payments,ACH Origination,1759,0.12,0.0,211.08,0.11
PM00695,R142,Payments,Wire Transfer,28,18.0,0.0,504.0,0.28
PM00696,R299,Payments,RTP / Instant,173,0.45,0.0,77.85,0.17
PM00697,R008,Payments,Lockbox,4701,0.65,0.0,3055.65,0.02
PM00698,R347,Payments,RTP / Instant,276,0.45,0.0,124.2,0.44
PM00699,R319,Payments,RTP / Instant,126,0.45,0.0,56.7,0.19
PM00700,R006,Payments,Account Reconciliation,3063,0.05,0.0,153.15,0.16
PM00701,R217,Payments,RTP / Instant,142,0.45,0.0,63.9,0.28
PM00702,R001,Payments,Wire Transfer,47,18.0,0.0,846.0,0.2
PM00703,R254,Payments,Lockbox,380,0.65,0.0,247.0,0.44
PM00704,R445,Payments,ACH Origination,6663,0.12,0.0,799.56,0.02
PM00705,R486,Payments,Wire Transfer,5,18.0,0.0,90.0,0.37
PM00706,R493,Payments,ACH Origination,4362,0.12,0.0,523.44,0.01
PM00707,R431,Payments,ACH Origination,3278,0.12,0.0,393.36,0.08
PM00708,R184,Payments,Account Reconciliation,905,0.05,0.0,45.25,0.08
PM00709,R194,Payments,ACH Origination,1334,0.12,0.0,160.08,0.15
PM00710,R407,Payments,Wire Transfer,15,18.0,0.0,270.0,0.39
PM00711,R088,Payments,Wire Transfer,88,18.0,0.0,1584.0,0.11
PM00712,R207,Payments,Commercial Card,0,0.0,49400.0,617.5,0.0
PM00713,R001,Payments,RTP / Instant,804,0.45,0.0,361.8,0.22
PM00714,R008,Payments,Wire Transfer,138,18.0,0.0,2484.0,0.11
PM00715,R071,Payments,Commercial Card,0,0.0,573000.0,7162.5,0.0
PM00716,R307,Payments,Wire Transfer,20,18.0,0.0,360.0,0.38
PM00717,R262,Payments,Remote Deposit Capture,68,0.2,0.0,13.6,0.31
PM00718,R344,Payments,Account Reconciliation,1401,0.05,0.0,70.05,0.18
PM00719,R008,Payments,Remote Deposit Capture,486,0.2,0.0,97.2,0.12
PM00720,R010,Payments,Commercial Card,0,0.0,1193500.0,14918.75,0.0
PM00721,R001,Payments,RTP / Instant,499,0.45,0.0,224.55,0.1
PM00722,R437,Payments,Commercial Card,0,0.0,195200.0,2440.0,0.0
