relationship_id,name,industry,rating,lending_weight,deposit_weight,payments_weight,ird_trades,segment
R383,Client 383,Commercial Real Estate,5,1.0,1.0,1.0,0,Business Banking
R384,Client 384,Commercial Real Estate,3,1.0,1.0,1.0,0,Business Banking
R385,Client 385,Wholesale Trade,3,1.0,1.0,1.0,0,Middle Market
R386,Client 386,Healthcare,6,1.0,1.0,1.0,0,Middle Market
R387,Client 387,Professional Services,5,1.0,1.0,1.0,0,Business Banking
R388,Client 388,Professional Services,9,1.0,1.0,1.0,0,Business Banking
R389,Client 389,Commercial Real Estate,5,1.0,1.0,1.0,0,Business Banking
R390,Client 390,Technology,9,1.0,1.0,1.0,0,Business Banking
R391,Client 391,Industrial Manufacturing,5,1.0,1.0,1.0,0,Middle Market
R392,Client 392,Education,7,1.0,1.0,1.0,0,Middle Market
R393,Client 393,Education,3,1.0,1.0,1.0,0,Business Banking
R394,Client 394,Transportation & Logistics,5,1.0,1.0,1.0,0,Middle Market
R395,Client 395,Industrial Manufacturing,7,1.0,1.0,1.0,0,Business Banking
R396,Client 396,Healthcare,8,1.0,1.0,1.0,0,Business Banking
R397,Client 397,Industrial Manufacturing,7,1.0,1.0,1.0,0,Middle Market
R398,Client 398,Construction,2,1.0,1.0,1.0,0,Business Banking
R399,Client 399,Wholesale Trade,5,1.0,1.0,1.0,0,Middle Market
R400,Client 400,Healthcare,3,1.0,1.0,1.0,0,Business Banking
R401,Client 401,Professional Services,3,1.0,1.0,1.0,0,Business Banking
R402,Client 402,Transportation & Logistics,6,1.0,1.0,1.0,0,Business Banking
R403,Client 403,Commercial Real Estate,6,1.0,1.0,1.0,0,Business Banking
R404,Client 404,Retail,6,1.0,1.0,1.0,0,Business Banking
R405,Client 405,Professional Services,7,1.0,1.0,1.0,0,Business Banking
R406,Client 406,Wholesale Trade,6,1.0,1.0,1.0,0,Business Banking
R407,Client 407,Industrial Manufacturing,7,1.0,1.0,1.0,0,Business Banking
R408,Client 408,Transportation & Logistics,3,1.0,1.0,1.0,0,Middle Market
R409,Client 409,Technology,4,1.0,1.0,1.0,0,Business Banking
R410,Client 410,Technology,6,1.0,1.0,1.0,0,Business Banking
R411,Client 411,Education,7,1.0,1.0,1.0,0,Business Banking
R412,Client 412,Construction,2,1.0,1.0,1.0,0,Business Banking
R413,Client 413,Technology,5,1.0,1.0,1.0,0,Business Banking
R414,Client 414,Education,6,1.0,1.0,1.0,0,Middle Market
R415,Client 415,Food Distribution,2,1.0,1.0,1.0,0,Business Banking
R416,Client 416,Energy,5,1.0,1.0,1.0,0,Business Banking
R417,Client 417,Food Distribution,7,1.0,1.0,1.0,0,Business Banking
R418,Client 418,Healthcare,6,1.0,1.0,1.0,0,Business Banking
R419,Client 419,Education,4,1.0,1.0,1.0,0,Business Banking
R420,Client 420,Industrial Manufacturing,7,1.0,1.0,1.0,0,Business Banking
R421,Client 421,Transportation & Logistics,5,1.0,1.0,1.0,0,Business Banking
R422,Client 422,Transportation & Logistics,7,1.0,1.0,1.0,0,Business Banking
R423,Client 423,Technology,4,1.0,1.0,1.0,0,Business Banking
R424,Client 424,Healthcare,6,1.0,1.0,1.0,0,Business Banking
R425,Client 425,Industrial Manufacturing,5,1.0,1.0,1.0,0,Business Banking
R426,Client 426,Professional Services,4,1.0,1.0,1.0,0,Middle Market
R427,Client 427,Education,7,1.0,1.0,1.0,0,Business Banking
R428,Client 428,Healthcare,4,1.0,1.0,1.0,0,Middle Market
R429,Client 429,Technology,3,1.0,1.0,1.0,0,Middle Market
R430,Client 430,Energy,5,1.0,1.0,1.0,0,Business Banking
R431,Client 431,Education,6,1.0,1.0,1.0,0,Middle Market
R432,Client 432,Professional Services,7,1.0,1.0,1.0,0,Middle Market
R433,Client 433,Construction,9,1.0,1.0,1.0,0,Middle Market
R434,Client 434,Energy,4,1.0,1.0,1.0,0,Business Banking
R435,Client 435,Food Distribution,5,1.0,1.0,1.0,0,Business Banking
R436,Client 436,Transportation & Logistics,3,1.0,1.0,1.0,0,Middle Market
R437,Client 437,Wholesale Trade,5,1.0,1.0,1.0,0,Business Banking
R438,Client 438,Construction,9,1.0,1.0,1.0,0,Business Banking
R439,Client 439,Industrial Manufacturing,6,1.0,1.0,1.0,0,Middle Market
R440,Client 440,Professional Services,6,1.0,1.0,1.0,0,Middle Market
R441,Client 441,Healthcare,5,1.0,1.0,1.0,0,Business Banking
R442,Client 442,Professional Services,8,1.0,1.0,1.0,0,Business Banking
R443,Client 443,Construction,5,1.0,1.0,1.0,0,Business Banking
R444,Client 444,Healthcare,3,1.0,1.0,1.0,0,Business Banking
R445,Client 445,Food Distribution,5,1.0,1.0,1.0,0,Middle Market
R446,Client 446,Healthcare,3,1.0,1.0,1.0,0,Business Banking
R447,Client 447,Energy,4,1.0,1.0,1.0,0,Business Banking
R448,Client 448,Education,2,1.0,1.0,1.0,0,Middle Market
R449,Client 449,Industrial Manufacturing,5,1.0,1.0,1.0,0,Business Banking
R450,Client 450,Commercial Real Estate,6,1.0,1.0,1.0,0,Business Banking
R451,Client 451,Education,5,1.0,1.0,1.0,0,Business Banking
R452,Client 452,Technology,5,1.0,1.0,1.0,0,Business Banking
R453,Client 453,Healthcare,8,1.0,1.0,1.0,0,Business Banking
R454,Client 454,Food Distribution,6,1.0,1.0,1.0,0,Middle Market
R455,Client 455,Energy,5,1.0,1.0,1.0,0,Middle Market
R456,Client 456,Retail,4,1.0,1.0,1.0,0,Business Banking
R457,Client 457,Technology,7,1.0,1.0,1.0,0,Middle Market
R458,Client 458,Education,4,1.0,1.0,1.0,0,Middle Market
R459,Client 459,Energy,4,1.0,1.0,1.0,0,Middle Market
R460,Client 460,Technology,7,1.0,1.0,1.0,0,Middle Market
R461,Client 461,Education,5,1.0,1.0,1.0,0,Business Banking
R462,Client 462,Education,6,1.0,1.0,1.0,0,Business Banking
R463,Client 463,Food Distribution,6,1.0,1.0,1.0,0,Business Banking
R464,Client 464,Industrial Manufacturing,6,1.0,1.0,1.0,0,Middle Market
R465,Client 465,Retail,4,1.0,1.0,1.0,0,Business Banking
R466,Client 466,Energy,4,1.0,1.0,1.0,0,Business Banking
R467,Client 467,Healthcare,4,1.0,1.0,1.0,0,Business Banking
R468,Client 468,Retail,4,1.0,1.0,1.0,0,Business Banking
R469,Client 469,Wholesale Trade,7,1.0,1.0,1.0,0,Business Banking
R470,Client 470,Healthcare,4,1.0,1.0,1.0,0,Business Banking
R471,Client 471,Professional Services,5,1.0,1.0,1.0,0,Middle Market
R472,Client 472,Healthcare,7,1.0,1.0,1.0,0,Middle Market
R473,Client 473,Professional Services,6,1.0,1.0,1.0,0,Business Banking
R474,Client 474,Food Distribution,5,1.0,1.0,1.0,0,Middle Market
R475,Client 475,Industrial Manufacturing,5,1.0,1.0,1.0,0,Business Banking
R476,Client 476,Education,9,1.0,1.0,1.0,0,Business Banking
R477,Client 477,Healthcare,6,1.0,1.0,1.0,0,Business Banking
R478,Client 478,Retail,7,1.0,1.0,1.0,0,Business Banking
R479,Client 479,Transportation & Logistics,7,1.0,1.0,1.0,0,Business Banking
R480,Client 480,Education,6,1.0,1.0,1.0,0,Middle Market
R481,Client 481,Professional Services,4,1.0,1.0,1.0,0,Middle Market
R482,Client 482,Construction,5,1.0,1.0,1.0,0,Business Banking
R483,Client 483,Food Distribution,3,1.0,1.0,1.0,0,Business Banking
R484,Client 484,Food Distribution,6,1.0,1.0,1.0,0,Middle Market
R485,Client 485,Retail,8,1.0,1.0,1.0,0,Business Banking
R486,Client 486,Construction,5,1.0,1.0,1.0,0,Business Banking
R487,Client 487,Wholesale Trade,5,1.0,1.0,1.0,0,Business Banking
R488,Client 488,Industrial Manufacturing,2,1.0,1.0,1.0,0,Business Banking
R489,Client 489,Retail,8,1.0,1.0,1.0,0,Business Banking
R490,Client 490,Healthcare,3,1.0,1.0,1.0,0,Middle Market
R491,Client 491,Technology,3,1.0,1.0,1.0,0,Business Banking
R492,Client 492,Construction,4,1.0,1.0,1.0,0,Business Banking
R493,Client 493,Technology,3,1.0,1.0,1.0,0,Business Banking
R494,Client 494,Construction,5,1.0,1.0,1.0,0,Business Banking
R495,Client 495,Food Distribution,5,1.0,1.0,1.0,0,Middle Market
R496,Client 496,Transportation & Logistics,4,1.0,1.0,1.0,0,Middle Market
R497,Client 497,Commercial Real Estate,3,1.0,1.0,1.0,0,Middle Market
R498,Client 498,Energy,3,1.0,1.0,1.0,0,Business Banking
R499,Client 499,Construction,5,1.0,1.0,1.0,0,Business Banking
R500,Client 500,Retail,3,1.0,1.0,1.0,0,Middle Market
