account_id,relationship_id,product,sub_type,commitment,utilization,balance,tenor_yrs,rate_type,spread,unused_fee,orig_fee_pct,rating,collateral,remaining_yrs
RV00416,R206,Revolver,ABL Revolver,781000.0,0.293,228900.0,5.0,Floating,0.0224,0.0015,0.005,6,Senior Secured,3.21
RV00417,R001,Revolver,Working Capital Line,18186000.0,0.569,10342000.0,3.0,Floating,0.0188,0.002,0.0025,4,Senior Secured,1.0
RV00418,R241,Revolver,Corporate RCF,1003000.0,0.271,271700.0,3.0,Floating,0.0188,0.0015,0.005,4,Senior Secured,0.87
RV00419,R461,Revolver,Working Capital Line,3418000.0,0.225,767800.0,5.0,Floating,0.0208,0.0025,0.0025,6,Unsecured,2.04
RV00420,R330,Revolver,Working Capital Line,3290000.0,0.163,535400.0,3.0,Floating,0.0198,0.0015,0.001,7,Unsecured,2.3
RV00421,R073,Revolver,ABL Revolver,2597000.0,0.471,1222700.0,3.0,Floating,0.018,0.002,0.0025,5,Senior Secured,2.21
RV00422,R341,Revolver,Working Capital Line,3480000.0,0.645,2244100.0,3.0,Floating,0.0219,0.002,0.001,5,Senior Secured,2.48
RV00423,R342,Revolver,Corporate RCF,221000.0,0.797,176200.0,3.0,Floating,0.0281,0.0025,0.001,7,Senior Secured,0.75
RV00424,R326,Revolver,Corporate RCF,520000.0,0.457,237400.0,3.0,Floating,0.0146,0.002,0.001,4,Senior Secured,2.44
RV00425,R092,Revolver,Working Capital Line,397000.0,0.179,71200.0,3.0,Floating,0.0304,0.0025,0.001,8,Senior Secured,1.78
RV00426,R401,Revolver,ABL Revolver,122000.0,0.402,49100.0,3.0,Floating,0.0135,0.0015,0.005,2,Unsecured,1.35
RV00427,R017,Revolver,ABL Revolver,5802000.0,0.24,1391700.0,1.0,Floating,0.0291,0.0035,0.005,7,Senior Secured,0.69
RV00428,R057,Revolver,ABL Revolver,534000.0,0.664,354400.0,1.0,Floating,0.0198,0.0025,0.005,4,Senior Secured,0.84
RV00429,R082,Revolver,Corporate RCF,1991000.0,0.329,656000.0,2.0,Floating,0.0262,0.0015,0.0025,6,Unsecured,0.57
RV00430,R182,Revolver,Working Capital Line,1251000.0,0.326,407600.0,1.0,Floating,0.0189,0.0015,0.005,4,Senior Secured,0.85
RV00431,R399,Revolver,Working Capital Line,4566000.0,0.541,2468300.0,2.0,Floating,0.0188,0.002,0.001,4,Unsecured,1.31
RV00432,R202,Revolver,Corporate RCF,1755000.0,0.377,662200.0,1.0,Floating,0.0144,0.0035,0.005,3,Unsecured,0.7
RV00433,R064,Revolver,Corporate RCF,443000.0,0.685,303600.0,1.0,Floating,0.0279,0.002,0.005,7,Senior Secured,0.9
RV00434,R064,Revolver,Working Capital Line,955000.0,0.36,344100.0,5.0,Floating,0.0208,0.002,0.001,6,Unsecured,3.84
RV00435,R146,Revolver,Corporate RCF,2016000.0,0.669,1349300.0,3.0,Floating,0.0176,0.002,0.0025,4,Senior Secured,2.0
RV00436,R005,Revolver,Working Capital Line,7019000.0,0.432,3029300.0,3.0,Floating,0.0183,0.002,0.001,5,Senior Secured,1.41
RV00437,R420,Revolver,Working Capital Line,469000.0,0.448,210000.0,1.0,Floating,0.0263,0.002,0.001,6,Unsecured,0.61
RV00438,R278,Revolver,Corporate RCF,899000.0,0.821,738400.0,1.0,Floating,0.0141,0.0015,0.001,3,Unsecured,0.87
RV00439,R135,Revolver,ABL Revolver,1059000.0,0.114,121100.0,1.0,Floating,0.0282,0.0025,0.005,7,Senior Secured,1.0
RV00440,R361,Revolver,Corporate RCF,535000.0,0.189,100900.0,1.0,Floating,0.0175,0.0015,0.001,4,Senior Secured,0.8
RV00441,R230,Revolver,Working Capital Line,826000.0,0.303,250000.0,1.0,Floating,0.0255,0.0025,0.0025,6,Unsecured,0.83
RV00442,R314,Revolver,Corporate RCF,711000.0,0.455,323700.0,3.0,Floating,0.0219,0.002,0.005,6,Unsecured,2.28
RV00443,R462,Revolver,ABL Revolver,591000.0,0.434,256800.0,1.0,Floating,0.025,0.0025,0.005,6,Senior Secured,0.81
RV00444,R272,Revolver,Working Capital Line,1148000.0,0.075,86200.0,3.0,Floating,0.0177,0.0025,0.0025,4,Senior Secured,1.18
RV00445,R265,Revolver,Corporate RCF,1452000.0,0.246,357300.0,3.0,Floating,0.0183,0.0025,0.001,5,Unsecured,1.62
RV00446,R215,Revolver,Corporate RCF,15503000.0,0.414,6425100.0,1.0,Floating,0.026,0.0025,0.0025,7,Unsecured,0.64
RV00447,R007,Revolver,Corporate RCF,14528000.0,0.529,7686300.0,5.0,Floating,0.0234,0.002,0.001,6,Senior Secured,3.2
RV00448,R042,Revolver,Working Capital Line,11096000.0,0.544,6035300.0,3.0,Floating,0.0159,0.0025,0.005,4,Senior Secured,2.03
RV00449,R249,Revolver,Working Capital Line,422000.0,0.228,96300.0,2.0,Floating,0.0121,0.0015,0.005,3,Senior Secured,1.96
RV00450,R486,Revolver,Working Capital Line,209000.0,0.11,23000.0,3.0,Floating,0.0187,0.002,0.001,4,Unsecured,2.65
RV00451,R497,Revolver,Working Capital Line,2610000.0,0.467,1219800.0,3.0,Floating,0.0089,0.0015,0.001,2,Unsecured,2.59
RV00452,R268,Revolver,Working Capital Line,1908000.0,0.253,482000.0,3.0,Floating,0.0322,0.0025,0.005,8,Unsecured,2.59
RV00453,R098,Revolver,Working Capital Line,4970000.0,0.481,2391700.0,5.0,Floating,0.0294,0.0035,0.005,7,Senior Secured,4.17
RV00454,R402,Revolver,Working Capital Line,2622000.0,0.105,275400.0,2.0,Floating,0.0284,0.0025,0.005,7,Senior Secured,1.49
RV00455,R006,Revolver,ABL Revolver,749000.0,0.757,567300.0,2.0,Floating,0.0161,0.0015,0.005,4,Unsecured,0.81
RV00456,R005,Revolver,Corporate RCF,22683000.0,0.13,2946100.0,5.0,Floating,0.0209,0.0015,0.0025,5,Unsecured,4.42
RV00457,R314,Revolver,Corporate RCF,1192000.0,0.263,313600.0,3.0,Floating,0.0262,0.002,0.0025,6,Unsecured,1.27
RV00458,R183,Revolver,Working Capital Line,659000.0,0.284,187300.0,5.0,Floating,0.0224,0.0025,0.001,6,Unsecured,3.9
RV00459,R007,Revolver,Corporate RCF,14085000.0,0.562,7912500.0,3.0,Floating,0.0272,0.002,0.005,7,Unsecured,0.87
RV00460,R007,Revolver,Corporate RCF,8555000.0,0.363,3108700.0,3.0,Floating,0.0216,0.0035,0.005,7,Senior Secured,1.91
RV00461,R052,Revolver,Working Capital Line,1242000.0,0.283,351700.0,3.0,Floating,0.0147,0.0025,0.005,3,Senior Secured,1.37
RV00462,R220,Revolver,Working Capital Line,2166000.0,0.393,851700.0,2.0,Floating,0.0087,0.0035,0.0025,2,Senior Secured,1.53
RV00463,R325,Revolver,Corporate RCF,3894000.0,0.305,1186700.0,1.0,Floating,0.021,0.0035,0.005,5,Senior Secured,0.88
RV00464,R197,Revolver,Working Capital Line,234000.0,0.336,78600.0,2.0,Floating,0.0229,0.0015,0.001,6,Unsecured,0.42
RV00465,R419,Revolver,ABL Revolver,775000.0,0.217,168500.0,1.0,Floating,0.0142,0.0035,0.0025,3,Senior Secured,0.29
RV00466,R216,Revolver,Working Capital Line,617000.0,0.572,353100.0,3.0,Floating,0.012,0.0015,0.001,2,Senior Secured,2.82
RV00467,R277,Revolver,Corporate RCF,1581000.0,0.146,230600.0,3.0,Floating,0.0251,0.0015,0.0025,7,Senior Secured,1.17
RV00468,R372,Revolver,Working Capital Line,9304000.0,0.421,3914300.0,5.0,Floating,0.0236,0.0025,0.001,6,Senior Secured,3.92
RV00469,R404,Revolver,ABL Revolver,288000.0,0.157,45300.0,1.0,Floating,0.0261,0.0025,0.001,6,Senior Secured,0.85
RV00470,R459,Revolver,ABL Revolver,1445000.0,0.818,1181500.0,2.0,Floating,0.013,0.0025,0.0025,3,Senior Secured,1.58
RV00471,R400,Revolver,Corporate RCF,398000.0,0.343,136300.0,2.0,Floating,0.014,0.0015,0.001,2,Senior Secured,0.45
RV00472,R071,Revolver,Working Capital Line,586000.0,0.478,280300.0,3.0,Floating,0.0239,0.0015,0.001,6,Senior Secured,2.37
RV00473,R093,Revolver,Corporate RCF,1277000.0,0.114,145900.0,1.0,Floating,0.0214,0.0035,0.005,5,Unsecured,0.97
RV00474,R260,Revolver,Working Capital Line,1774000.0,0.129,229000.0,2.0,Floating,0.0234,0.0025,0.001,6,Unsecured,0.99
RV00475,R018,Revolver,Corporate RCF,1586000.0,0.498,789800.0,3.0,Floating,0.0165,0.002,0.005,4,Senior Secured,2.3
RV00476,R016,Revolver,ABL Revolver,6897000.0,0.218,1502100.0,2.0,Floating,0.0216,0.0015,0.0025,5,Unsecured,0.84
RV00477,R003,Revolver,Corporate RCF,19797000.0,0.569,11267800.0,3.0,Floating,0.0226,0.0015,0.001,6,Senior Secured,2.99
RV00478,R002,Revolver,Corporate RCF,2685000.0,0.288,772900.0,1.0,Floating,0.0133,0.002,0.001,4,Unsecured,0.37
RV00479,R476,Revolver,Working Capital Line,3068000.0,0.161,492900.0,2.0,Floating,0.032,0.002,0.005,10,Unsecured,0.89
RV00480,R132,Revolver,Working Capital Line,3297000.0,0.573,1887500.0,5.0,Floating,0.0265,0.0035,0.001,7,Unsecured,1.67
RV00481,R136,Revolver,Corporate RCF,3565000.0,0.566,2018800.0,1.0,Floating,0.0222,0.002,0.005,5,Senior Secured,0.96
RV00482,R441,Revolver,Corporate RCF,765000.0,0.473,361800.0,1.0,Floating,0.0255,0.002,0.001,6,Senior Secured,0.66
RV00483,R011,Revolver,Working Capital Line,448000.0,0.518,232300.0,5.0,Floating,0.0287,0.0035,0.0025,7,Unsecured,1.99
RV00484,R211,Revolver,Working Capital Line,1090000.0,0.24,261500.0,1.0,Floating,0.0242,0.0015,0.0025,6,Unsecured,0.31
RV00485,R202,Revolver,Corporate RCF,981000.0,0.179,175400.0,2.0,Floating,0.0146,0.0015,0.001,3,Unsecured,1.8
RV00486,R029,Revolver,Working Capital Line,891000.0,0.216,192900.0,2.0,Floating,0.0179,0.0035,0.005,4,Senior Secured,0.5
RV00487,R235,Revolver,Working Capital Line,1890000.0,0.291,550100.0,3.0,Floating,0.021,0.0035,0.001,6,Unsecured,2.14
RV00488,R337,Revolver,Working Capital Line,2856000.0,0.663,1893800.0,3.0,Floating,0.0277,0.002,0.005,8,Unsecured,2.06
RV00489,R037,Revolver,ABL Revolver,1708000.0,0.352,601700.0,3.0,Floating,0.0178,0.0015,0.0025,4,Unsecured,2.45
RV00490,R009,Revolver,Corporate RCF,7093000.0,0.47,3332700.0,5.0,Floating,0.0152,0.0015,0.001,4,Unsecured,3.73
RV00491,R087,Revolver,Corporate RCF,2407000.0,0.489,1176500.0,2.0,Floating,0.0209,0.0015,0.005,5,Senior Secured,1.74
RV00492,R037,Revolver,Working Capital Line,1493000.0,0.12,179600.0,2.0,Floating,0.0152,0.0035,0.001,4,Senior Secured,0.46
RV00493,R431,Revolver,Working Capital Line,5127000.0,0.394,2019600.0,5.0,Floating,0.0184,0.0025,0.001,5,Unsecured,2.72
RV00494,R454,Revolver,Working Capital Line,3665000.0,0.075,275800.0,1.0,Floating,0.0251,0.0035,0.0025,6,Unsecured,0.26
RV00495,R398,Revolver,ABL Revolver,1001000.0,0.403,403700.0,5.0,Floating,0.0078,0.0025,0.0025,1,Senior Secured,2.62
RV00496,R406,Revolver,Corporate RCF,1217000.0,0.45,547600.0,5.0,Floating,0.0221,0.0025,0.0025,6,Senior Secured,3.24
RV00497,R494,Revolver,Corporate RCF,1534000.0,0.286,439000.0,5.0,Floating,0.0209,0.0035,0.005,5,Unsecured,3.38
RV00498,R211,Revolver,Working Capital Line,4559000.0,0.09,409500.0,1.0,Floating,0.0244,0.002,0.005,7,Senior Secured,0.94
RV00499,R338,Revolver,ABL Revolver,1243000.0,0.273,338900.0,3.0,Floating,0.0229,0.0025,0.005,5,Unsecured,2.81
RV00500,R338,Revolver,ABL Revolver,5924000.0,0.487,2883900.0,5.0,Floating,0.021,0.002,0.001,6,Unsecured,2.24
RV00501,R053,Revolver,Working Capital Line,3327000.0,0.233,776400.0,2.0,Floating,0.0235,0.0025,0.005,6,Senior Secured,1.52
RV00502,R496,Revolver,ABL Revolver,1788000.0,0.031,56300.0,3.0,Floating,0.0136,0.0015,0.0025,3,Unsecured,2.31
RV00503,R385,Revolver,Working Capital Line,3264000.0,0.423,1380900.0,1.0,Floating,0.0182,0.0015,0.005,4,Senior Secured,0.97
RV00504,R362,Revolver,Corporate RCF,1202000.0,0.541,650800.0,1.0,Floating,0.0225,0.002,0.001,6,Senior Secured,0.27
RV00505,R318,Revolver,Working Capital Line,2333000.0,0.165,385800.0,5.0,Floating,0.0179,0.0035,0.0025,4,Unsecured,3.47
RV00506,R498,Revolver,Corporate RCF,344000.0,0.601,206600.0,5.0,Floating,0.0147,0.002,0.005,2,Senior Secured,2.63
RV00507,R464,Revolver,ABL Revolver,8713000.0,0.287,2497200.0,1.0,Floating,0.0221,0.0025,0.005,6,Senior Secured,0.48
RV00508,R264,Revolver,Working Capital Line,900000.0,0.66,594200.0,1.0,Floating,0.0193,0.0025,0.0025,5,Unsecured,0.69
RV00509,R214,Revolver,Corporate RCF,559000.0,0.547,305800.0,3.0,Floating,0.0173,0.0025,0.0025,4,Senior Secured,1.27
RV00510,R165,Revolver,Corporate RCF,544000.0,0.526,286300.0,1.0,Floating,0.0264,0.0015,0.001,6,Senior Secured,0.23
RV00511,R078,Revolver,Working Capital Line,358000.0,0.335,119800.0,3.0,Floating,0.0205,0.0035,0.0025,5,Senior Secured,2.47
RV00512,R451,Revolver,Working Capital Line,184000.0,0.381,70200.0,3.0,Floating,0.0232,0.0035,0.0025,5,Senior Secured,0.81
RV00513,R207,Revolver,Working Capital Line,1621000.0,0.491,795200.0,2.0,Floating,0.0203,0.0015,0.001,5,Senior Secured,0.93
RV00514,R483,Revolver,Working Capital Line,5241000.0,0.346,1811600.0,3.0,Floating,0.0147,0.002,0.005,2,Unsecured,2.03
RV00515,R364,Revolver,ABL Revolver,206000.0,0.222,45800.0,1.0,Floating,0.0355,0.0035,0.0025,10,Senior Secured,0.7
RV00516,R103,Revolver,ABL Revolver,1124000.0,0.54,606800.0,2.0,Floating,0.0218,0.0015,0.005,5,Senior Secured,1.47
RV00517,R209,Revolver,Working Capital Line,1733000.0,0.564,977000.0,5.0,Floating,0.015,0.0025,0.001,4,Unsecured,4.98
RV00518,R009,Revolver,ABL Revolver,7049000.0,0.087,612900.0,1.0,Floating,0.0145,0.0035,0.001,5,Senior Secured,0.52
RV00519,R038,Revolver,ABL Revolver,5603000.0,0.411,2305000.0,1.0,Floating,0.0172,0.0035,0.005,3,Senior Secured,0.31
RV00520,R392,Revolver,ABL Revolver,2413000.0,0.558,1347600.0,3.0,Floating,0.0312,0.002,0.005,8,Unsecured,0.93
RV00521,R465,Revolver,Working Capital Line,523000.0,0.442,231400.0,1.0,Floating,0.0227,0.0025,0.001,4,Unsecured,0.61
RV00522,R154,Revolver,Corporate RCF,719000.0,0.364,261500.0,2.0,Floating,0.0121,0.0035,0.005,3,Senior Secured,1.01
RV00523,R006,Revolver,Corporate RCF,861000.0,0.453,389700.0,5.0,Floating,0.0158,0.002,0.001,4,Senior Secured,4.65
RV00524,R003,Revolver,ABL Revolver,2624000.0,0.213,557600.0,1.0,Floating,0.0198,0.0035,0.001,6,Unsecured,0.61
RV00525,R153,Revolver,ABL Revolver,2069000.0,0.837,1732300.0,2.0,Floating,0.0276,0.0035,0.005,8,Unsecured,1.12
RV00526,R111,Revolver,Corporate RCF,2576000.0,0.15,385100.0,1.0,Floating,0.0253,0.0025,0.0025,7,Senior Secured,0.89
RV00527,R481,Revolver,ABL Revolver,9373000.0,0.298,2789800.0,3.0,Floating,0.0187,0.0025,0.005,4,Senior Secured,2.51
RV00528,R361,Revolver,Working Capital Line,1311000.0,0.43,564100.0,2.0,Floating,0.0194,0.0015,0.001,5,Senior Secured,1.54
RV00529,R358,Revolver,ABL Revolver,116000.0,0.406,47000.0,5.0,Floating,0.018,0.0015,0.005,4,Unsecured,3.11
RV00530,R389,Revolver,Working Capital Line,498000.0,0.742,369500.0,1.0,Floating,0.0196,0.0035,0.0025,4,Unsecured,0.39
RV00531,R260,Revolver,Working Capital Line,8710000.0,0.257,2239100.0,3.0,Floating,0.023,0.0025,0.005,5,Senior Secured,1.96
RV00532,R431,Revolver,Working Capital Line,11393000.0,0.214,2440200.0,5.0,Floating,0.0249,0.0035,0.0025,6,Senior Secured,1.46
RV00533,R004,Revolver,Working Capital Line,25036000.0,0.169,4225300.0,3.0,Floating,0.0156,0.0025,0.001,4,Unsecured,1.89
RV00534,R363,Revolver,ABL Revolver,713000.0,0.706,503300.0,3.0,Floating,0.0204,0.002,0.005,5,Senior Secured,2.64
RV00535,R077,Revolver,Working Capital Line,272000.0,0.183,49800.0,1.0,Floating,0.0196,0.0035,0.001,5,Unsecured,0.61
RV00536,R461,Revolver,Working Capital Line,850000.0,0.627,533100.0,2.0,Floating,0.0246,0.0035,0.0025,6,Unsecured,0.51
RV00537,R291,Revolver,Corporate RCF,2679000.0,0.506,1356900.0,2.0,Floating,0.0186,0.0035,0.005,5,Unsecured,0.45
RV00538,R040,Revolver,Working Capital Line,3606000.0,0.286,1030800.0,1.0,Floating,0.0265,0.0035,0.005,7,Senior Secured,0.89
RV00539,R186,Revolver,ABL Revolver,1082000.0,0.305,329900.0,2.0,Floating,0.0185,0.0015,0.005,5,Unsecured,0.76
RV00540,R040,Revolver,Working Capital Line,895000.0,0.331,296000.0,3.0,Floating,0.0234,0.0035,0.0025,6,Senior Secured,1.86
RV00541,R069,Revolver,ABL Revolver,2825000.0,0.475,1340700.0,2.0,Floating,0.0186,0.0015,0.0025,5,Unsecured,1.64
RV00542,R258,Revolver,Corporate RCF,1263000.0,0.594,750500.0,5.0,Floating,0.0227,0.0035,0.005,6,Senior Secured,2.01
RV00543,R325,Revolver,Corporate RCF,4646000.0,0.617,2864500.0,3.0,Floating,0.0165,0.0015,0.001,4,Senior Secured,2.37
RV00544,R158,Revolver,ABL Revolver,459000.0,0.235,108000.0,2.0,Floating,0.0191,0.0015,0.0025,5,Senior Secured,0.52
RV00545,R328,Revolver,Working Capital Line,1021000.0,0.765,780900.0,2.0,Floating,0.0261,0.0025,0.001,7,Unsecured,1.6
RV00546,R377,Revolver,Working Capital Line,3026000.0,0.307,930400.0,3.0,Floating,0.0159,0.002,0.001,5,Senior Secured,0.75
RV00547,R361,Revolver,Working Capital Line,201000.0,0.611,122900.0,2.0,Floating,0.0143,0.0035,0.0025,4,Senior Secured,0.84
RV00548,R450,Revolver,Working Capital Line,3848000.0,0.28,1076600.0,1.0,Floating,0.0251,0.002,0.005,6,Unsecured,0.41
RV00549,R161,Revolver,Working Capital Line,158000.0,0.504,79600.0,3.0,Floating,0.0238,0.0025,0.001,6,Senior Secured,2.74
RV00550,R110,Revolver,Working Capital Line,521000.0,0.686,357600.0,3.0,Floating,0.0221,0.0025,0.005,6,Senior Secured,1.88
RV00551,R066,Revolver,Working Capital Line,6340000.0,0.477,3024800.0,2.0,Floating,0.0254,0.0035,0.001,6,Senior Secured,1.75
RV00552,R282,Revolver,Working Capital Line,882000.0,0.738,650600.0,1.0,Floating,0.0166,0.0035,0.005,4,Unsecured,0.67
RV00553,R279,Revolver,Working Capital Line,809000.0,0.124,100000.0,1.0,Floating,0.0167,0.0025,0.0025,4,Unsecured,0.85
RV00554,R403,Revolver,Working Capital Line,1294000.0,0.295,381200.0,2.0,Floating,0.0219,0.002,0.001,6,Unsecured,1.28
RV00555,R215,Revolver,Working Capital Line,2808000.0,0.307,861900.0,1.0,Floating,0.0301,0.0025,0.0025,7,Unsecured,0.56
RV00556,R177,Revolver,Working Capital Line,2177000.0,0.656,1427500.0,3.0,Floating,0.024,0.0025,0.001,6,Unsecured,2.18
RV00557,R425,Revolver,Working Capital Line,503000.0,0.472,237400.0,3.0,Floating,0.0211,0.0035,0.0025,5,Senior Secured,1.29
RV00558,R461,Revolver,Working Capital Line,854000.0,0.276,235700.0,1.0,Floating,0.0188,0.0015,0.001,4,Senior Secured,0.93
RV00559,R180,Revolver,Working Capital Line,522000.0,0.291,152100.0,5.0,Floating,0.0114,0.0015,0.0025,3,Unsecured,4.63
RV00560,R061,Revolver,Working Capital Line,7883000.0,0.818,6449600.0,3.0,Floating,0.0251,0.002,0.001,7,Unsecured,0.77
RV00561,R083,Revolver,Working Capital Line,2130000.0,0.318,678200.0,1.0,Floating,0.0216,0.002,0.001,5,Senior Secured,0.93
RV00562,R195,Revolver,ABL Revolver,630000.0,0.336,211900.0,5.0,Floating,0.0235,0.0035,0.001,6,Unsecured,1.73
RV00563,R004,Revolver,Working Capital Line,4511000.0,0.11,498200.0,3.0,Floating,0.0203,0.002,0.001,4,Senior Secured,2.24
RV00564,R083,Revolver,ABL Revolver,13086000.0,0.391,5121200.0,3.0,Floating,0.0252,0.0015,0.001,7,Senior Secured,2.58
RV00565,R215,Revolver,Working Capital Line,605000.0,0.3,181700.0,1.0,Floating,0.0226,0.0015,0.0025,5,Senior Secured,0.39
RV00566,R052,Revolver,Working Capital Line,1218000.0,0.481,586100.0,5.0,Floating,0.0139,0.0035,0.0025,2,Unsecured,1.45
RV00567,R022,Revolver,Working Capital Line,711000.0,0.46,327300.0,1.0,Floating,0.0266,0.0025,0.001,7,Senior Secured,0.8
RV00568,R471,Revolver,Corporate RCF,734000.0,0.263,193200.0,2.0,Floating,0.0213,0.0035,0.0025,5,Senior Secured,1.11
RV00569,R463,Revolver,Corporate RCF,422000.0,0.779,328500.0,5.0,Floating,0.0257,0.002,0.005,7,Senior Secured,2.95
RV00570,R274,Revolver,Corporate RCF,1172000.0,0.415,486000.0,5.0,Floating,0.0196,0.0015,0.0025,6,Unsecured,4.05
RV00571,R274,Revolver,Corporate RCF,405000.0,0.513,207600.0,3.0,Floating,0.0214,0.002,0.001,5,Senior Secured,1.21
RV00572,R380,Revolver,ABL Revolver,3340000.0,0.404,1347900.0,1.0,Floating,0.0188,0.0015,0.0025,4,Senior Secured,0.28
RV00573,R328,Revolver,Working Capital Line,12535000.0,0.116,1449000.0,2.0,Floating,0.0275,0.0015,0.005,7,Unsecured,1.93
RV00574,R036,Revolver,Working Capital Line,1028000.0,0.138,141600.0,5.0,Floating,0.0152,0.0035,0.001,3,Unsecured,3.8
RV00575,R269,Revolver,ABL Revolver,715000.0,0.543,388000.0,3.0,Floating,0.0226,0.002,0.001,5,Senior Secured,2.17
RV00576,R101,Revolver,Corporate RCF,1234000.0,0.217,267400.0,5.0,Floating,0.0218,0.0015,0.0025,6,Senior Secured,2.33
RV00577,R008,Revolver,Corporate RCF,5681000.0,0.273,1550100.0,1.0,Floating,0.0258,0.0015,0.0025,7,Unsecured,1.0
RV00578,R215,Revolver,Working Capital Line,1926000.0,0.484,932300.0,5.0,Floating,0.0215,0.002,0.0025,6,Senior Secured,1.89
RV00579,R169,Revolver,Corporate RCF,3032000.0,0.567,1718200.0,1.0,Floating,0.0149,0.0035,0.005,3,Senior Secured,0.34
RV00580,R040,Revolver,Working Capital Line,1167000.0,0.474,553700.0,2.0,Floating,0.0277,0.0025,0.005,7,Senior Secured,0.91
RV00581,R232,Revolver,Working Capital Line,4183000.0,0.638,2666700.0,5.0,Floating,0.0225,0.0025,0.001,6,Unsecured,3.96
RV00582,R365,Revolver,ABL Revolver,878000.0,0.242,212700.0,2.0,Floating,0.0222,0.0025,0.0025,5,Unsecured,0.78
RV00583,R359,Revolver,Corporate RCF,312000.0,0.289,90100.0,3.0,Floating,0.0256,0.0035,0.0025,7,Senior Secured,1.35
RV00584,R005,Revolver,Working Capital Line,20746000.0,0.31,6423300.0,3.0,Floating,0.0214,0.0015,0.001,6,Senior Secured,1.87
RV00585,R080,Revolver,Working Capital Line,8240000.0,0.281,2314700.0,5.0,Floating,0.0203,0.002,0.001,5,Senior Secured,3.6
RV00586,R063,Revolver,ABL Revolver,1086000.0,0.113,122700.0,1.0,Floating,0.0279,0.002,0.0025,8,Unsecured,0.32
RV00587,R056,Revolver,Corporate RCF,2118000.0,0.061,129500.0,1.0,Floating,0.0308,0.0015,0.0025,7,Unsecured,0.72
RV00588,R380,Revolver,Corporate RCF,4630000.0,0.633,2930000.0,3.0,Floating,0.0162,0.0025,0.001,4,Senior Secured,1.51
RV00589,R087,Revolver,Working Capital Line,2187000.0,0.443,969600.0,5.0,Floating,0.0133,0.0025,0.005,4,Unsecured,2.38
RV00590,R010,Revolver,Corporate RCF,1155000.0,0.334,386000.0,5.0,Floating,0.0173,0.0025,0.001,5,Senior Secured,1.32
RV00591,R264,Revolver,Working Capital Line,1463000.0,0.706,1032700.0,2.0,Floating,0.0182,0.0015,0.0025,4,Senior Secured,1.96
RV00592,R003,Revolver,Corporate RCF,16395000.0,0.205,3365600.0,3.0,Floating,0.0154,0.002,0.005,4,Senior Secured,2.26
RV00593,R115,Revolver,Working Capital Line,3224000.0,0.471,1520000.0,2.0,Floating,0.0199,0.002,0.005,4,Unsecured,0.56
RV00594,R331,Revolver,Working Capital Line,457000.0,0.454,207500.0,2.0,Floating,0.0227,0.0015,0.005,5,Unsecured,0.99
RV00595,R041,Revolver,Corporate RCF,3241000.0,0.258,837800.0,1.0,Floating,0.0201,0.0025,0.001,5,Senior Secured,0.26
RV00596,R429,Revolver,Corporate RCF,3305000.0,0.454,1502100.0,1.0,Floating,0.0145,0.0025,0.005,4,Senior Secured,0.63
RV00597,R222,Revolver,Working Capital Line,952000.0,0.695,661700.0,1.0,Floating,0.0321,0.0035,0.0025,10,Unsecured,0.76
RV00598,R009,Revolver,Corporate RCF,8144000.0,0.143,1162200.0,1.0,Floating,0.0161,0.0035,0.001,4,Senior Secured,0.25
RV00599,R026,Revolver,Working Capital Line,2734000.0,0.12,329000.0,1.0,Floating,0.012,0.0035,0.005,3,Senior Secured,0.94
RV00600,R141,Revolver,ABL Revolver,1066000.0,0.144,153700.0,5.0,Floating,0.0172,0.002,0.0025,4,Unsecured,2.5
RV00601,R275,Revolver,Working Capital Line,5149000.0,0.416,2140200.0,1.0,Floating,0.0179,0.0015,0.001,3,Unsecured,0.39
RV00602,R135,Revolver,Working Capital Line,2643000.0,0.274,723500.0,5.0,Floating,0.027,0.0025,0.001,7,Senior Secured,1.52
RV00603,R479,Revolver,Working Capital Line,446000.0,0.591,263700.0,5.0,Floating,0.0264,0.0025,0.001,7,Senior Secured,1.58
RV00604,R007,Revolver,Working Capital Line,6289000.0,0.482,3028400.0,2.0,Floating,0.0259,0.002,0.001,8,Unsecured,1.76
RV00605,R468,Revolver,ABL Revolver,602000.0,0.577,347600.0,3.0,Floating,0.0183,0.002,0.001,4,Senior Secured,1.75
RV00606,R081,Revolver,ABL Revolver,1589000.0,0.304,482600.0,2.0,Floating,0.0174,0.0035,0.0025,4,Unsecured,1.68
RV00607,R118,Revolver,Corporate RCF,206000.0,0.496,102100.0,1.0,Floating,0.0212,0.0035,0.001,5,Unsecured,0.38
RV00608,R222,Revolver,ABL Revolver,901000.0,0.362,326600.0,3.0,Floating,0.0306,0.0025,0.005,8,Unsecured,1.36
RV00609,R389,Revolver,Working Capital Line,1357000.0,0.695,943200.0,3.0,Floating,0.0225,0.0035,0.005,5,Senior Secured,1.59
RV00610,R258,Revolver,Working Capital Line,766000.0,0.583,446600.0,2.0,Floating,0.0266,0.0015,0.005,7,Unsecured,1.13
RV00611,R214,Revolver,ABL Revolver,874000.0,0.325,283900.0,5.0,Floating,0.0161,0.0025,0.001,3,Unsecured,1.39
RV00612,R030,Revolver,Working Capital Line,1284000.0,0.702,901100.0,3.0,Floating,0.0309,0.002,0.0025,9,Unsecured,0.71
