account_id,relationship_id,product,sub_type,deposit_type,balance,rate_paid,tenor_yrs
DP00334,R026,Deposit,Analyzed DDA,Operating,3046100.0,0.0098,0.0
DP00335,R455,Deposit,Analyzed DDA,Operating,1501900.0,0.0049,0.0
DP00336,R306,Deposit,Analyzed DDA,Operating,252600.0,0.0,0.0
DP00337,R004,Deposit,Money Market / Sweep,Non-Operating,5777900.0,0.0321,0.0
DP00338,R445,Deposit,Analyzed DDA,Operating,1779600.0,0.0068,0.0
DP00339,R248,Deposit,Money Market / Sweep,Non-Operating,971500.0,0.0285,0.0
DP00340,R005,Deposit,Money Market / Sweep,Non-Operating,5951300.0,0.0262,0.0
DP00341,R479,Deposit,Analyzed DDA,Operating,807400.0,0.0107,0.0
DP00342,R067,Deposit,Commercial CD,Time Deposit,961800.0,0.0365,2.0
DP00343,R068,Deposit,Analyzed DDA,Operating,199000.0,0.0047,0.0
DP00344,R010,Deposit,Money Market / Sweep,Non-Operating,6204000.0,0.0259,0.0
DP00345,R441,Deposit,Analyzed DDA,Operating,1570200.0,0.0107,0.0
DP00346,R002,Deposit,Money Market / Sweep,Non-Operating,5421100.0,0.0317,0.0
DP00347,R198,Deposit,Commercial CD,Time Deposit,4401200.0,0.0409,2.0
DP00348,R454,Deposit,Analyzed DDA,Operating,1211500.0,0.0008,0.0
DP00349,R064,Deposit,Commercial CD,Time Deposit,86800.0,0.0382,0.5
DP00350,R008,Deposit,Analyzed DDA,Operating,1724700.0,0.0058,0.0
DP00351,R005,Deposit,Money Market / Sweep,Non-Operating,2064000.0,0.0312,0.0
DP00352,R295,Deposit,Analyzed DDA,Operating,845600.0,0.0012,0.0
DP00353,R157,Deposit,Analyzed DDA,Operating,1111300.0,0.0086,0.0
DP00354,R203,Deposit,Money Market / Sweep,Non-Operating,554200.0,0.0301,0.0
DP00355,R302,Deposit,Analyzed DDA,Operating,648100.0,0.0004,0.0
DP00356,R346,Deposit,Commercial CD,Time Deposit,3282900.0,0.0378,1.0
DP00357,R413,Deposit,Money Market / Sweep,Non-Operating,210700.0,0.0243,0.0
DP00358,R334,Deposit,Money Market / Sweep,Non-Operating,449700.0,0.0262,0.0
DP00359,R437,Deposit,Analyzed DDA,Operating,307700.0,0.004,0.0
DP00360,R044,Deposit,Commercial CD,Time Deposit,448600.0,0.0401,2.0
DP00361,R048,Deposit,Commercial CD,Time Deposit,63800.0,0.0395,0.5
DP00362,R149,Deposit,Money Market / Sweep,Non-Operating,1768600.0,0.0295,0.0
DP00363,R156,Deposit,Analyzed DDA,Operating,225300.0,0.0066,0.0
DP00364,R381,Deposit,Analyzed DDA,Operating,376500.0,0.012,0.0
DP00365,R225,Deposit,Analyzed DDA,Operating,744000.0,0.0073,0.0
DP00366,R011,Deposit,Money Market / Sweep,Non-Operating,147100.0,0.035,0.0
DP00367,R015,Deposit,Analyzed DDA,Operating,210000.0,0.0061,0.0
DP00368,R002,Deposit,Analyzed DDA,Operating,3943900.0,0.0112,0.0
DP00369,R116,Deposit,Analyzed DDA,Operating,936100.0,0.0083,0.0
DP00370,R269,Deposit,Analyzed DDA,Operating,405100.0,0.0119,0.0
DP00371,R147,Deposit,Money Market / Sweep,Non-Operating,2663000.0,0.0256,0.0
DP00372,R183,Deposit,Money Market / Sweep,Non-Operating,912100.0,0.0301,0.0
DP00373,R124,Deposit,Commercial CD,Time Deposit,1663700.0,0.0408,1.0
DP00374,R079,Deposit,Analyzed DDA,Operating,512000.0,0.0103,0.0
DP00375,R340,Deposit,Analyzed DDA,Operating,1275400.0,0.0124,0.0
DP00376,R377,Deposit,Analyzed DDA,Operating,688500.0,0.0038,0.0
DP00377,R218,Deposit,Money Market / Sweep,Non-Operating,612400.0,0.031,0.0
DP00378,R002,Deposit,Commercial CD,Time Deposit,12885900.0,0.0333,1.0
DP00379,R151,Deposit,Analyzed DDA,Operating,301300.0,0.0107,0.0
DP00380,R053,Deposit,Analyzed DDA,Operating,643000.0,0.0073,0.0
DP00381,R004,Deposit,Commercial CD,Time Deposit,1540200.0,0.0394,1.0
DP00382,R002,Deposit,Money Market / Sweep,Non-Operating,386900.0,0.0335,0.0
DP00383,R347,Deposit,Analyzed DDA,Operating,263200.0,0.0023,0.0
DP00384,R082,Deposit,Analyzed DDA,Operating,719200.0,0.0057,0.0
DP00385,R008,Deposit,Analyzed DDA,Operating,1032600.0,0.001,0.0
DP00386,R292,Deposit,Analyzed DDA,Operating,2670500.0,0.0121,0.0
DP00387,R166,Deposit,Money Market / Sweep,Non-Operating,51500.0,0.0314,0.0
DP00388,R441,Deposit,Money Market / Sweep,Non-Operating,221000.0,0.0278,0.0
DP00389,R047,Deposit,Analyzed DDA,Operating,109300.0,0.0022,0.0
DP00390,R151,Deposit,Money Market / Sweep,Non-Operating,1211400.0,0.0346,0.0
DP00391,R176,Deposit,Analyzed DDA,Operating,928800.0,0.0116,0.0
DP00392,R403,Deposit,Analyzed DDA,Operating,370700.0,0.0086,0.0
DP00393,R137,Deposit,Analyzed DDA,Operating,116700.0,0.0009,0.0
DP00394,R375,Deposit,Analyzed DDA,Operating,437700.0,0.011,0.0
DP00395,R006,Deposit,Commercial CD,Time Deposit,5175400.0,0.0388,0.5
DP00396,R055,Deposit,Analyzed DDA,Operating,246000.0,0.0033,0.0
DP00397,R481,Deposit,Analyzed DDA,Operating,827200.0,0.0091,0.0
DP00398,R367,Deposit,Money Market / Sweep,Non-Operating,449300.0,0.0312,0.0
DP00399,R263,Deposit,Analyzed DDA,Operating,960500.0,0.0083,0.0
DP00400,R354,Deposit,Analyzed DDA,Operating,84100.0,0.0001,0.0
DP00401,R181,Deposit,Analyzed DDA,Operating,127800.0,0.0031,0.0
DP00402,R045,Deposit,Analyzed DDA,Operating,130900.0,0.0043,0.0
DP00403,R268,Deposit,Analyzed DDA,Operating,233700.0,0.005,0.0
DP00404,R306,Deposit,Money Market / Sweep,Non-Operating,529300.0,0.0274,0.0
DP00405,R192,Deposit,Analyzed DDA,Operating,1523800.0,0.0084,0.0
DP00406,R175,Deposit,Analyzed DDA,Operating,1584500.0,0.0111,0.0
DP00407,R262,Deposit,Money Market / Sweep,Non-Operating,118400.0,0.0259,0.0
DP00408,R354,Deposit,Analyzed DDA,Operating,657100.0,0.01,0.0
DP00409,R110,Deposit,Analyzed DDA,Operating,220300.0,0.0025,0.0
DP00410,R446,Deposit,Analyzed DDA,Operating,3487500.0,0.0064,0.0
DP00411,R284,Deposit,Analyzed DDA,Operating,435100.0,0.0114,0.0
DP00412,R444,Deposit,Money Market / Sweep,Non-Operating,275800.0,0.0274,0.0
DP00413,R001,Deposit,Analyzed DDA,Operating,5302800.0,0.0029,0.0
DP00414,R372,Deposit,Analyzed DDA,Operating,1767100.0,0.0033,0.0
DP00415,R416,Deposit,Analyzed DDA,Operating,330800.0,0.0076,0.0
DP00416,R452,Deposit,Money Market / Sweep,Non-Operating,876000.0,0.0257,0.0
DP00417,R225,Deposit,Analyzed DDA,Operating,2190300.0,0.006,0.0
DP00418,R018,Deposit,Analyzed DDA,Operating,1211500.0,0.007,0.0
DP00419,R321,Deposit,Analyzed DDA,Operating,416800.0,0.008,0.0
DP00420,R190,Deposit,Analyzed DDA,Operating,2858600.0,0.0106,0.0
DP00421,R109,Deposit,Analyzed DDA,Operating,783300.0,0.0036,0.0
DP00422,R424,Deposit,Analyzed DDA,Operating,161400.0,0.0078,0.0
DP00423,R169,Deposit,Analyzed DDA,Operating,1532900.0,0.0116,0.0
DP00424,R228,Deposit,Commercial CD,Time Deposit,1168300.0,0.0333,0.5
DP00425,R347,Deposit,Money Market / Sweep,Non-Operating,281500.0,0.0355,0.0
DP00426,R213,Deposit,Analyzed DDA,Operating,1987000.0,0.0014,0.0
DP00427,R105,Deposit,Money Market / Sweep,Non-Operating,221600.0,0.0236,0.0
DP00428,R005,Deposit,Analyzed DDA,Operating,20026300.0,0.0115,0.0
DP00429,R472,Deposit,Money Market / Sweep,Non-Operating,2675700.0,0.0299,0.0
DP00430,R331,Deposit,Money Market / Sweep,Non-Operating,76700.0,0.0342,0.0
DP00431,R246,Deposit,Money Market / Sweep,Non-Operating,2644200.0,0.0273,0.0
DP00432,R390,Deposit,Analyzed DDA,Operating,753500.0,0.0081,0.0
DP00433,R002,Deposit,Money Market / Sweep,Non-Operating,17448000.0,0.0271,0.0
DP00434,R293,Deposit,Money Market / Sweep,Non-Operating,2712100.0,0.0339,0.0
DP00435,R406,Deposit,Money Market / Sweep,Non-Operating,3209800.0,0.0288,0.0
DP00436,R447,Deposit,Analyzed DDA,Operating,366400.0,0.003,0.0
DP00437,R491,Deposit,Analyzed DDA,Operating,830700.0,0.012,0.0
DP00438,R443,Deposit,Analyzed DDA,Operating,299200.0,0.0055,0.0
DP00439,R019,Deposit,Analyzed DDA,Operating,3860100.0,0.0053,0.0
DP00440,R331,Deposit,Analyzed DDA,Operating,55700.0,0.0118,0.0
DP00441,R219,Deposit,Analyzed DDA,Operating,135100.0,0.0015,0.0
DP00442,R221,Deposit,Analyzed DDA,Operating,940300.0,0.0014,0.0
DP00443,R365,Deposit,Analyzed DDA,Operating,455400.0,0.0054,0.0
DP00444,R268,Deposit,Analyzed DDA,Operating,569600.0,0.0073,0.0
DP00445,R315,Deposit,Analyzed DDA,Operating,5189500.0,0.0064,0.0
DP00446,R283,Deposit,Commercial CD,Time Deposit,252500.0,0.0368,0.5
DP00447,R030,Deposit,Analyzed DDA,Operating,132900.0,0.0124,0.0
DP00448,R006,Deposit,Money Market / Sweep,Non-Operating,2735700.0,0.0269,0.0
DP00449,R280,Deposit,Analyzed DDA,Operating,263800.0,0.0021,0.0
DP00450,R358,Deposit,Analyzed DDA,Operating,841000.0,0.0069,0.0
DP00451,R319,Deposit,Analyzed DDA,Operating,2222600.0,0.0119,0.0
DP00452,R177,Deposit,Analyzed DDA,Operating,6093900.0,0.0035,0.0
DP00453,R491,Deposit,Commercial CD,Time Deposit,1437800.0,0.0347,0.5
DP00454,R214,Deposit,Analyzed DDA,Operating,273700.0,0.0029,0.0
DP00455,R310,Deposit,Analyzed DDA,Operating,411400.0,0.0121,0.0
DP00456,R253,Deposit,Money Market / Sweep,Non-Operating,739500.0,0.0244,0.0
DP00457,R399,Deposit,Money Market / Sweep,Non-Operating,671400.0,0.0314,0.0
DP00458,R295,Deposit,Money Market / Sweep,Non-Operating,245700.0,0.0267,0.0
DP00459,R490,Deposit,Analyzed DDA,Operating,2110100.0,0.0075,0.0
DP00460,R096,Deposit,Commercial CD,Time Deposit,370800.0,0.041,2.0
DP00461,R427,Deposit,Analyzed DDA,Operating,1442300.0,0.0071,0.0
DP00462,R471,Deposit,Analyzed DDA,Operating,971200.0,0.001,0.0
DP00463,R261,Deposit,Money Market / Sweep,Non-Operating,830500.0,0.027,0.0
DP00464,R479,Deposit,Commercial CD,Time Deposit,594800.0,0.036,2.0
DP00465,R475,Deposit,Commercial CD,Time Deposit,1695300.0,0.0408,2.0
DP00466,R268,Deposit,Analyzed DDA,Operating,57600.0,0.0091,0.0
DP00467,R048,Deposit,Commercial CD,Time Deposit,1705900.0,0.0396,1.0
DP00468,R217,Deposit,Analyzed DDA,Operating,1668200.0,0.004,0.0
DP00469,R396,Deposit,Commercial CD,Time Deposit,640800.0,0.0354,0.5
DP00470,R061,Deposit,Money Market / Sweep,Non-Operating,814600.0,0.0283,0.0
DP00471,R004,Deposit,Analyzed DDA,Operating,7317800.0,0.0105,0.0
DP00472,R004,Deposit,Analyzed DDA,Operating,1637000.0,0.0045,0.0
DP00473,R004,Deposit,Money Market / Sweep,Non-Operating,4254900.0,0.032,0.0
DP00474,R296,Deposit,Analyzed DDA,Operating,1177800.0,0.008,0.0
DP00475,R063,Deposit,Commercial CD,Time Deposit,80900.0,0.0374,2.0
DP00476,R297,Deposit,Commercial CD,Time Deposit,774700.0,0.0408,0.5
DP00477,R495,Deposit,Money Market / Sweep,Non-Operating,1583000.0,0.0358,0.0
DP00478,R190,Deposit,Analyzed DDA,Operating,905800.0,0.0019,0.0
DP00479,R065,Deposit,Money Market / Sweep,Non-Operating,135600.0,0.0311,0.0
DP00480,R195,Deposit,Money Market / Sweep,Non-Operating,229900.0,0.0284,0.0
DP00481,R430,Deposit,Analyzed DDA,Operating,119700.0,0.0049,0.0
DP00482,R123,Deposit,Analyzed DDA,Operating,118500.0,0.0122,0.0
DP00483,R177,Deposit,Money Market / Sweep,Non-Operating,3330700.0,0.0256,0.0
DP00484,R304,Deposit,Analyzed DDA,Operating,268400.0,0.0088,0.0
DP00485,R369,Deposit,Analyzed DDA,Operating,748200.0,0.0032,0.0
DP00486,R473,Deposit,Analyzed DDA,Operating,1439500.0,0.0004,0.0
DP00487,R025,Deposit,Analyzed DDA,Operating,343100.0,0.0012,0.0
DP00488,R128,Deposit,Analyzed DDA,Operating,1267900.0,0.0013,0.0
DP00489,R077,Deposit,Analyzed DDA,Operating,169400.0,0.0037,0.0
DP00490,R152,Deposit,Money Market / Sweep,Non-Operating,342100.0,0.0304,0.0
DP00491,R435,Deposit,Commercial CD,Time Deposit,195500.0,0.0349,1.0
DP00492,R245,Deposit,Money Market / Sweep,Non-Operating,2509700.0,0.0293,0.0
DP00493,R443,Deposit,Analyzed DDA,Operating,393300.0,0.0009,0.0
DP00494,R051,Deposit,Analyzed DDA,Operating,1004800.0,0.0121,0.0
DP00495,R184,Deposit,Analyzed DDA,Operating,1690700.0,0.0021,0.0
DP00496,R277,Deposit,Money Market / Sweep,Non-Operating,69100.0,0.0232,0.0
DP00497,R304,Deposit,Commercial CD,Time Deposit,371400.0,0.0395,1.0
DP00498,R094,Deposit,Commercial CD,Time Deposit,104200.0,0.0337,0.5
DP00499,R183,Deposit,Analyzed DDA,Operating,2051900.0,0.0028,0.0
DP00500,R340,Deposit,Analyzed DDA,Operating,842700.0,0.0083,0.0
DP00501,R345,Deposit,Money Market / Sweep,Non-Operating,934800.0,0.023,0.0
DP00502,R421,Deposit,Commercial CD,Time Deposit,427800.0,0.0355,0.5
DP00503,R389,Deposit,Commercial CD,Time Deposit,94600.0,0.0385,2.0
DP00504,R287,Deposit,Commercial CD,Time Deposit,596500.0,0.0354,2.0
DP00505,R356,Deposit,Analyzed DDA,Operating,2180200.0,0.0074,0.0
DP00506,R247,Deposit,Money Market / Sweep,Non-Operating,1208900.0,0.0353,0.0
DP00507,R052,Deposit,Analyzed DDA,Operating,526800.0,0.007,0.0
DP00508,R402,Deposit,Analyzed DDA,Operating,73200.0,0.0045,0.0
DP00509,R345,Deposit,Money Market / Sweep,Non-Operating,516800.0,0.0251,0.0
DP00510,R379,Deposit,Analyzed DDA,Operating,434000.0,0.0017,0.0
DP00511,R095,Deposit,Analyzed DDA,Operating,431500.0,0.0042,0.0
DP00512,R494,Deposit,Analyzed DDA,Operating,820300.0,0.0096,0.0
DP00513,R008,Deposit,Analyzed DDA,Operating,2458800.0,0.0028,0.0
DP00514,R213,Deposit,Analyzed DDA,Operating,1824700.0,0.0039,0.0
DP00515,R078,Deposit,Money Market / Sweep,Non-Operating,788000.0,0.0356,0.0
DP00516,R135,Deposit,Analyzed DDA,Operating,672000.0,0.0089,0.0
DP00517,R119,Deposit,Money Market / Sweep,Non-Operating,126500.0,0.0258,0.0
DP00518,R188,Deposit,Money Market / Sweep,Non-Operating,329400.0,0.023,0.0
DP00519,R207,Deposit,Analyzed DDA,Operating,4067900.0,0.0069,0.0
DP00520,R184,Deposit,Money Market / Sweep,Non-Operating,5858000.0,0.033,0.0
DP00521,R366,Deposit,Analyzed DDA,Operating,3342800.0,0.0083,0.0
DP00522,R477,Deposit,Commercial CD,Time Deposit,636300.0,0.0358,2.0
DP00523,R084,Deposit,Commercial CD,Time Deposit,180100.0,0.0369,2.0
DP00524,R484,Deposit,Commercial CD,Time Deposit,1233700.0,0.0383,2.0
DP00525,R004,Deposit,Analyzed DDA,Operating,2641900.0,0.0055,0.0
DP00526,R322,Deposit,Money Market / Sweep,Non-Operating,1333200.0,0.0335,0.0
DP00527,R325,Deposit,Analyzed DDA,Operating,341600.0,0.005,0.0
DP00528,R016,Deposit,Commercial CD,Time Deposit,3768900.0,0.0376,1.0
DP00529,R404,Deposit,Analyzed DDA,Operating,32900.0,0.002,0.0
DP00530,R397,Deposit,Money Market / Sweep,Non-Operating,3419100.0,0.0242,0.0
DP00531,R002,Deposit,Analyzed DDA,Operating,9680900.0,0.008,0.0
DP00532,R099,Deposit,Money Market / Sweep,Non-Operating,4955500.0,0.0354,0.0
DP00533,R247,Deposit,Money Market / Sweep,Non-Operating,1130300.0,0.0314,0.0
DP00534,R272,Deposit,Analyzed DDA,Operating,287600.0,0.0112,0.0
DP00535,R257,Deposit,Analyzed DDA,Operating,545500.0,0.0011,0.0
DP00536,R001,Deposit,Money Market / Sweep,Non-Operating,7055100.0,0.0311,0.0
DP00537,R363,Deposit,Commercial CD,Time Deposit,441900.0,0.0378,0.5
DP00538,R278,Deposit,Analyzed DDA,Operating,444500.0,0.0051,0.0
DP00539,R003,Deposit,Money Market / Sweep,Non-Operating,7046000.0,0.034,0.0
DP00540,R037,Deposit,Analyzed DDA,Operating,1450100.0,0.0057,0.0
DP00541,R448,Deposit,Analyzed DDA,Operating,529500.0,0.0003,0.0
DP00542,R268,Deposit,Analyzed DDA,Operating,95300.0,0.0065,0.0
DP00543,R482,Deposit,Money Market / Sweep,Non-Operating,5712100.0,0.025,0.0
DP00544,R470,Deposit,Analyzed DDA,Operating,1111500.0,0.0093,0.0
DP00545,R241,Deposit,Commercial CD,Time Deposit,846200.0,0.0344,0.5
DP00546,R393,Deposit,Analyzed DDA,Operating,431100.0,0.0009,0.0
DP00547,R305,Deposit,Money Market / Sweep,Non-Operating,964300.0,0.0332,0.0
DP00548,R002,Deposit,Analyzed DDA,Operating,1407300.0,0.0075,0.0
DP00549,R420,Deposit,Money Market / Sweep,Non-Operating,590400.0,0.029,0.0
DP00550,R258,Deposit,Analyzed DDA,Operating,616700.0,0.0106,0.0
DP00551,R172,Deposit,Analyzed DDA,Operating,519300.0,0.0034,0.0
DP00552,R374,Deposit,Analyzed DDA,Operating,435700.0,0.0071,0.0
DP00553,R100,Deposit,Money Market / Sweep,Non-Operating,320100.0,0.023,0.0
DP00554,R261,Deposit,Money Market / Sweep,Non-Operating,225300.0,0.0281,0.0
DP00555,R383,Deposit,Analyzed DDA,Operating,282200.0,0.0055,0.0
DP00556,R431,Deposit,Analyzed DDA,Operating,263300.0,0.0124,0.0
DP00557,R250,Deposit,Analyzed DDA,Operating,1400000.0,0.0018,0.0
DP00558,R249,Deposit,Analyzed DDA,Operating,2307100.0,0.0072,0.0
DP00559,R010,Deposit,Analyzed DDA,Operating,1596200.0,0.0046,0.0
DP00560,R038,Deposit,Analyzed DDA,Operating,4402900.0,0.0006,0.0
DP00561,R349,Deposit,Analyzed DDA,Operating,468400.0,0.0095,0.0
DP00562,R249,Deposit,Analyzed DDA,Operating,478800.0,0.0025,0.0
DP00563,R347,Deposit,Analyzed DDA,Operating,132400.0,0.0112,0.0
DP00564,R500,Deposit,Money Market / Sweep,Non-Operating,830700.0,0.0282,0.0
DP00565,R090,Deposit,Money Market / Sweep,Non-Operating,2472100.0,0.0304,0.0
DP00566,R476,Deposit,Money Market / Sweep,Non-Operating,182400.0,0.0273,0.0
DP00567,R481,Deposit,Analyzed DDA,Operating,691100.0,0.0104,0.0
DP00568,R370,Deposit,Analyzed DDA,Operating,291000.0,0.0047,0.0
DP00569,R309,Deposit,Analyzed DDA,Operating,16000.0,0.0032,0.0
DP00570,R083,Deposit,Money Market / Sweep,Non-Operating,2014900.0,0.0257,0.0
DP00571,R350,Deposit,Commercial CD,Time Deposit,914500.0,0.0404,2.0
DP00572,R484,Deposit,Money Market / Sweep,Non-Operating,2089400.0,0.026,0.0
DP00573,R131,Deposit,Commercial CD,Time Deposit,1241700.0,0.0389,1.0
DP00574,R355,Deposit,Analyzed DDA,Operating,310300.0,0.0006,0.0
DP00575,R009,Deposit,Analyzed DDA,Operating,24658300.0,0.0019,0.0
DP00576,R036,Deposit,Analyzed DDA,Operating,207800.0,0.0054,0.0
DP00577,R001,Deposit,Analyzed DDA,Operating,3220200.0,0.0026,0.0
DP00578,R208,Deposit,Analyzed DDA,Operating,350100.0,0.0097,0.0
DP00579,R460,Deposit,Commercial CD,Time Deposit,1748200.0,0.0356,1.0
DP00580,R023,Deposit,Analyzed DDA,Operating,380600.0,0.0075,0.0
DP00581,R122,Deposit,Commercial CD,Time Deposit,436400.0,0.0344,2.0
DP00582,R035,Deposit,Commercial CD,Time Deposit,245400.0,0.0348,2.0
DP00583,R057,Deposit,Money Market / Sweep,Non-Operating,312000.0,0.0246,0.0
DP00584,R039,Deposit,Commercial CD,Time Deposit,155400.0,0.0392,1.0
DP00585,R108,Deposit,Analyzed DDA,Operating,1079100.0,0.0079,0.0
DP00586,R217,Deposit,Commercial CD,Time Deposit,174100.0,0.0389,2.0
DP00587,R429,Deposit,Money Market / Sweep,Non-Operating,888400.0,0.0262,0.0
DP00588,R219,Deposit,Money Market / Sweep,Non-Operating,167600.0,0.0259,0.0
DP00589,R006,Deposit,Money Market / Sweep,Non-Operating,7125000.0,0.0299,0.0
DP00590,R010,Deposit,Commercial CD,Time Deposit,2341000.0,0.0365,0.5
DP00591,R353,Deposit,Commercial CD,Time Deposit,42000.0,0.0379,0.5
DP00592,R393,Deposit,Analyzed DDA,Operating,640500.0,0.0117,0.0
DP00593,R084,Deposit,Analyzed DDA,Operating,229100.0,0.0089,0.0
DP00594,R167,Deposit,Analyzed DDA,Operating,472500.0,0.0013,0.0
DP00595,R001,Deposit,Money Market / Sweep,Non-Operating,9263800.0,0.0284,0.0
DP00596,R370,Deposit,Analyzed DDA,Operating,180200.0,0.005,0.0
DP00597,R162,Deposit,Money Market / Sweep,Non-Operating,459700.0,0.0266,0.0
DP00598,R074,Deposit,Analyzed DDA,Operating,223600.0,0.0079,0.0
DP00599,R405,Deposit,Commercial CD,Time Deposit,1297400.0,0.0335,2.0
DP00600,R478,Deposit,Money Market / Sweep,Non-Operating,523400.0,0.0303,0.0
DP00601,R075,Deposit,Analyzed DDA,Operating,472600.0,0.0003,0.0
DP00602,R349,Deposit,Analyzed DDA,Operating,139800.0,0.0018,0.0
DP00603,R281,Deposit,Money Market / Sweep,Non-Operating,1024100.0,0.0354,0.0
DP00604,R419,Deposit,Analyzed DDA,Operating,1162700.0,0.0086,0.0
DP00605,R009,Deposit,Analyzed DDA,Operating,1873500.0,0.0079,0.0
DP00606,R264,Deposit,Commercial CD,Time Deposit,564100.0,0.0371,1.0
DP00607,R001,Deposit,Money Market / Sweep,Non-Operating,7256700.0,0.0241,0.0
DP00608,R364,Deposit,Commercial CD,Time Deposit,4444400.0,0.0399,2.0
DP00609,R114,Deposit,Analyzed DDA,Operating,715200.0,0.0012,0.0
DP00610,R135,Deposit,Money Market / Sweep,Non-Operating,483500.0,0.0273,0.0
DP00611,R376,Deposit,Commercial CD,Time Deposit,1241900.0,0.0355,2.0
DP00612,R212,Deposit,Money Market / Sweep,Non-Operating,439300.0,0.0304,0.0
DP00613,R187,Deposit,Commercial CD,Time Deposit,1041800.0,0.0379,2.0
DP00614,R090,Deposit,Money Market / Sweep,Non-Operating,600600.0,0.0302,0.0
DP00615,R480,Deposit,Analyzed DDA,Operating,3687500.0,0.0022,0.0
DP00616,R459,Deposit,Analyzed DDA,Operating,310700.0,0.0061,0.0
DP00617,R332,Deposit,Money Market / Sweep,Non-Operating,941800.0,0.0253,0.0
DP00618,R016,Deposit,Commercial CD,Time Deposit,3732500.0,0.0358,0.5
DP00619,R254,Deposit,Money Market / Sweep,Non-Operating,1083100.0,0.0313,0.0
DP00620,R485,Deposit,Analyzed DDA,Operating,633800.0,0.0024,0.0
DP00621,R077,Deposit,Money Market / Sweep,Non-Operating,717900.0,0.0228,0.0
DP00622,R096,Deposit,Money Market / Sweep,Non-Operating,972500.0,0.0315,0.0
DP00623,R169,Deposit,Analyzed DDA,Operating,471100.0,0.0089,0.0
DP00624,R410,Deposit,Money Market / Sweep,Non-Operating,620900.0,0.0281,0.0
DP00625,R393,Deposit,Commercial CD,Time Deposit,518200.0,0.0395,0.5
DP00626,R025,Deposit,Analyzed DDA,Operating,1218200.0,0.0116,0.0
DP00627,R076,Deposit,Analyzed DDA,Operating,420000.0,0.0091,0.0
DP00628,R443,Deposit,Analyzed DDA,Operating,567000.0,0.0121,0.0
DP00629,R006,Deposit,Analyzed DDA,Operating,5372800.0,0.0084,0.0
DP00630,R421,Deposit,Money Market / Sweep,Non-Operating,857300.0,0.0255,0.0
DP00631,R325,Deposit,Commercial CD,Time Deposit,3746700.0,0.035,0.5
DP00632,R004,Deposit,Money Market / Sweep,Non-Operating,1553000.0,0.0326,0.0
DP00633,R439,Deposit,Commercial CD,Time Deposit,2927000.0,0.0402,2.0
DP00634,R004,Deposit,Money Market / Sweep,Non-Operating,3364800.0,0.0332,0.0
DP00635,R330,Deposit,Analyzed DDA,Operating,2759100.0,0.0021,0.0
DP00636,R365,Deposit,Analyzed DDA,Operating,2121500.0,0.008,0.0
DP00637,R392,Deposit,Analyzed DDA,Operating,176200.0,0.0032,0.0
DP00638,R310,Deposit,Analyzed DDA,Operating,1629200.0,0.0054,0.0
DP00639,R356,Deposit,Analyzed DDA,Operating,1289000.0,0.0107,0.0
DP00640,R043,Deposit,Money Market / Sweep,Non-Operating,616800.0,0.0357,0.0
DP00641,R037,Deposit,Analyzed DDA,Operating,936800.0,0.0118,0.0
DP00642,R077,Deposit,Analyzed DDA,Operating,172400.0,0.0044,0.0
DP00643,R476,Deposit,Analyzed DDA,Operating,803500.0,0.0035,0.0
DP00644,R428,Deposit,Commercial CD,Time Deposit,515500.0,0.0345,0.5
DP00645,R171,Deposit,Analyzed DDA,Operating,1612800.0,0.0122,0.0
DP00646,R003,Deposit,Money Market / Sweep,Non-Operating,8051400.0,0.0244,0.0
DP00647,R026,Deposit,Analyzed DDA,Operating,1821100.0,0.0115,0.0
DP00648,R145,Deposit,Analyzed DDA,Operating,189400.0,0.0043,0.0
DP00649,R019,Deposit,Analyzed DDA,Operating,386600.0,0.0036,0.0
DP00650,R067,Deposit,Analyzed DDA,Operating,446400.0,0.0096,0.0
DP00651,R029,Deposit,Analyzed DDA,Operating,471400.0,0.0077,0.0
DP00652,R236,Deposit,Analyzed DDA,Operating,1238000.0,0.0066,0.0
DP00653,R241,Deposit,Money Market / Sweep,Non-Operating,26300.0,0.0346,0.0
DP00654,R436,Deposit,Analyzed DDA,Operating,679200.0,0.0058,0.0
DP00655,R133,Deposit,Analyzed DDA,Operating,1117100.0,0.0104,0.0
DP00656,R005,Deposit,Analyzed DDA,Operating,2876900.0,0.0019,0.0
DP00657,R159,Deposit,Commercial CD,Time Deposit,303100.0,0.0399,1.0
DP00658,R394,Deposit,Analyzed DDA,Operating,289400.0,0.0001,0.0
DP00659,R102,Deposit,Money Market / Sweep,Non-Operating,1394000.0,0.0348,0.0
DP00660,R005,Deposit,Money Market / Sweep,Non-Operating,2481700.0,0.0342,0.0
DP00661,R009,Deposit,Analyzed DDA,Operating,12032700.0,0.0084,0.0
DP00662,R002,Deposit,Analyzed DDA,Operating,17456000.0,0.0124,0.0
DP00663,R050,Deposit,Money Market / Sweep,Non-Operating,5416300.0,0.0227,0.0
DP00664,R143,Deposit,Commercial CD,Time Deposit,468200.0,0.0334,0.5
DP00665,R184,Deposit,Commercial CD,Time Deposit,894100.0,0.0377,2.0
DP00666,R400,Deposit,Analyzed DDA,Operating,278400.0,0.011,0.0
DP00667,R042,Deposit,Analyzed DDA,Operating,10387700.0,0.0002,0.0
DP00668,R048,Deposit,Analyzed DDA,Operating,391300.0,0.0058,0.0
