account_id,relationship_id,product,sub_type,exposure,ead,pd_ttc,pd_pit,lgd,nii,fee_revenue,total_revenue,opex,expected_loss,el_lifetime,credit_capital,op_capital,economic_capital,rwa,reg_capital,capital,net_income,raroc,eva,all_in_rate
RV00856,R092,Revolver,Working Capital Line,1396000.0,1259275.0,0.009,0.007977393197169237,0.3,18600.305,1518.35,20118.655,4886.0,3400.0424999999996,12994.037721500552,80001.73411481564,3017.79825,83019.53236481565,1149699.1045469483,120718.40597742957,83019.53236481565,11421.937016994505,0.13758132202916643,1459.5931332166274,0.0653
RV00857,R104,Revolver,ABL Revolver,469000.0,411500.0,0.0012,0.0026004821141119615,0.3,1574.45,579.5,2153.95,1641.5,148.14,554.8537865473181,6267.2294240175415,323.0925,6590.321924017541,90932.72039898763,9547.9356418937,6590.321924017541,469.7084194967531,0.07127245450407574,-321.1302113853518,0.050300000000000004
RV00858,R009,Revolver,Working Capital Line,21475000.0,17581250.0,0.005,0.00381258013092971,0.3,85609.99999999999,60412.5,146022.5,75162.5,26371.875,38541.51720696036,624838.5795236013,21903.375,646741.9545236013,8962844.06094348,941098.6263990655,646741.9545236013,52734.64458936058,0.08153892633763897,-24874.389953471582,0.0599
RV00859,R091,Revolver,ABL Revolver,252000.0,212150.0,0.009,0.007058385323171436,0.3,2030.5899999999997,1187.9,3218.49,882.0,572.805,449.23093389324947,8387.165013306616,482.77349999999996,8869.938513306615,122195.29572080013,12830.506050684013,8869.938513306615,1599.9350008993515,0.1803772369446689,535.5423793025577,0.0664
RV00860,R010,Revolver,Working Capital Line,1690000.0,1507825.0,0.005,0.005709175920999094,0.45,14988.554999999998,1656.3833333333332,16644.93833333333,5915.0,3392.6062500000003,4800.212845458961,70269.30093098142,2496.7407499999995,72766.04168098142,934638.1270991832,98137.00334541422,72766.04168098142,7705.506762918848,0.10589426860266891,-1026.4182387989213,0.0591
RV00861,R429,Revolver,Working Capital Line,2341000.0,2091175.0,0.0012,0.0007351406159935345,0.3,14497.335000000003,3169.1000000000004,17666.435000000005,8193.5,752.823,650.1831336162501,28892.730755665747,2649.9652500000007,31542.696005665748,430816.1677915491,45235.69761811265,31542.696005665748,7550.224405125784,0.23936522115197764,3765.1008844458943,0.0543
RV00862,R338,Revolver,ABL Revolver,1239000.0,1078600.0,0.005,0.005000000000000014,0.3,13307.689999999999,2522.2,15829.89,4336.5,1617.9,1617.9000000000015,31808.57096563617,2374.4835,34183.05446563617,468864.7746134622,49230.80133441353,34183.05446563617,8505.568573664514,0.24882412372525295,4403.602037788174,0.0661
RV00863,R032,Revolver,ABL Revolver,284000.0,227100.0,0.0025,0.0050938972184401245,0.45,841.18,1080.6,1921.7799999999997,994.0,255.48750000000004,520.5708262384874,6675.249222409668,288.26699999999994,6963.5162224096675,89297.05982888823,9376.191282033264,6963.5162224096675,714.6947846677067,0.10263418104315013,-120.92716202145334,0.061700000000000005
RV00864,R440,Revolver,Working Capital Line,1490000.0,1322700.0,0.005,0.00381258013092971,0.45,14392.479999999998,9792.2,24184.68,5215.0,2976.0750000000003,2269.304882631301,58510.84296715228,3627.7019999999998,62138.54496715228,793728.7083064262,83341.51437217474,62138.54496715228,13973.313625738876,0.22487352468786417,6516.6882296806025,0.0611
RV00865,R006,Revolver,ABL Revolver,3701000.0,2888500.0,0.005,0.0043703789701325865,0.45,3988.5499999999993,15076.0,19064.55,12953.5,6499.125000000001,5680.7278448525985,127775.43653936597,2859.6825,130635.11903936596,1682712.801164748,176684.84412229853,130635.11903936596,3527.446583091847,0.027002283987882892,-12148.767701632069,0.058800000000000005
RV00866,R072,Revolver,Working Capital Line,2668000.0,2044750.0,0.0025,0.0018534008697329086,0.45,-279.25,6766.1,6486.85,9338.0,2300.3437500000005,7615.517691216101,119677.57892730065,973.0275,120650.60642730065,1559015.4948659986,163696.62696092986,120650.60642730065,-384.8985059371829,-0.003190191225181348,-14862.97127721326,0.055400000000000005
RV00867,R496,Revolver,Corporate RCF,1513000.0,1233550.0,0.0025,0.003344172069022829,0.45,5817.96,1979.3000000000002,7797.26,5295.5,1387.74375,7314.808576722165,66828.28532403239,1169.589,67997.8743240324,876820.9673079663,92066.20156733647,67997.8743240324,2836.270152721188,0.041711159075435524,-5323.474766162699,0.060300000000000006
RV00868,R128,Revolver,Working Capital Line,543000.0,425300.0,0.0025,0.0018534008697329086,0.3,536.3900000000001,2190.8,2727.1900000000005,1900.5,318.975,769.2965663252378,13698.895104385763,409.0785000000001,14107.973604385763,195789.15988841717,20557.8617882838,14107.973604385763,798.6627076643277,0.05661073163732363,-894.2941248619637,0.0567
RV00869,R179,Revolver,ABL Revolver,877000.0,761800.0,0.03,0.045587003196247276,0.45,11671.43,2051.3,13722.73,3069.5,10284.3,46165.60232482597,87774.57182230805,2058.4094999999998,89832.98132230804,1156869.1704774683,121471.26290013417,89832.98132230804,2908.8998334907337,0.03238120109867012,-7871.057925186231,0.0719
RV00870,R007,Revolver,Working Capital Line,18297000.0,15793800.0,0.009,0.01788035763596777,0.3,174310.65,43329.0,217639.65,64039.5,42643.259999999995,190954.05321276953,768341.2739908007,32645.9475,800987.2214908007,11078404.975814663,1163232.5224605396,800987.2214908007,107764.12250082083,0.13453912822760117,11645.655921924743,0.065
RV00871,R405,Revolver,ABL Revolver,3311000.0,2837300.0,0.03,0.025149276466205284,0.3,37404.75,5445.1,42849.85,11588.5,25535.699999999997,38351.04843634973,192302.2356947376,6427.4775,198729.71319473762,2755296.6267030886,289306.1458038243,198729.71319473762,10166.325408078024,0.05115654445752619,-13681.240175290488,0.07050000000000001
RV00872,R149,Revolver,Corporate RCF,1007000.0,786450.0,0.005,0.009518063206933724,0.3,1283.0799999999997,8122.700000000001,9405.78,3524.5,1179.675,2245.6442427279057,23192.889519677883,1410.867,24603.75651967788,338663.25604580686,35559.64188480972,24603.75651967788,4293.125715765776,0.1744906600881117,1340.6749334044298,0.0601
RV00873,R179,Revolver,Corporate RCF,1080000.0,883900.0,0.009,0.01601773139454083,0.3,6531.7,4268.8,10800.5,3780.0,2386.5299999999997,4247.421833890405,34944.21473137741,1620.075,36564.28973137741,505199.98130386625,53045.998036905956,36564.28973137741,4591.6883175401035,0.12557849068786303,203.97354977481427,0.0675
RV00874,R370,Revolver,Working Capital Line,747000.0,599475.0,0.03,0.025149276466205284,0.45,3779.565,1553.7,5333.265,2614.5,8092.912499999999,12678.811567412438,61449.406637139546,799.9897500000001,62249.396387139546,803492.7402344586,84366.73772461814,62249.396387139546,-2262.934761712296,-0.03635271814747763,-9732.862328169042,0.0706
RV00875,R010,Revolver,Working Capital Line,11325000.0,9186225.0,0.005,0.005709175920999094,0.45,43103.535,45422.7,88526.235,39637.5,20669.006250000002,28069.456390166702,423576.1600416276,13278.93525,436855.0952916276,5616191.424317717,589700.0995533603,436855.0952916276,34229.373938233024,0.07835406821885142,-18193.23749676228,0.0614
RV00876,R009,Revolver,Working Capital Line,10435000.0,8242000.0,0.0025,0.0018534008697329086,0.3,12264.95,30625.833333333336,42890.78333333334,36522.5,6181.5,12536.412211191107,241552.7837845583,6433.617500000001,247986.4012845583,3444555.9480858003,361678.374549009,247986.4012845583,7398.037434919514,0.02983243192609763,-22360.330719227477,0.055400000000000005
RV00877,R143,Revolver,Working Capital Line,2906000.0,2316475.0,0.005,0.00381258013092971,0.45,8517.715,8316.916666666666,16834.631666666668,10171.0,5212.06875,8762.918002770832,130117.36658311752,2525.19475,132642.5613331175,1709685.3618621607,179516.96299552688,132642.5613331175,4984.309161273686,0.03757699724115045,-10932.798198700415,0.0626
RV00878,R005,Revolver,ABL Revolver,1342000.0,1218425.0,0.005,0.009518063206933724,0.45,12772.204999999998,4096.45,16868.655,4697.0,2741.45625,5218.670773308695,53898.143072694125,2530.29825,56428.441322694125,723040.9981685246,75919.30480769508,56428.441322694125,8818.04724310203,0.15626955195651718,2046.6342843787352,0.0584
RV00879,R387,Revolver,Corporate RCF,714000.0,606750.0,0.0025,0.0018534008697329086,0.3,3546.75,2643.0,6189.75,2499.0,455.0625,337.3652933131416,11889.644696013695,928.4625,12818.107196013694,175664.87310459418,18444.81167598239,12818.107196013694,2834.1803165553606,0.2211075530275455,1296.0074530337174,0.0567
RV00880,R146,Revolver,Working Capital Line,1196000.0,1018325.0,0.005,0.003319464097498704,0.45,10038.695,3059.383333333333,13098.078333333333,4186.0,2291.2312500000003,1703.328164891447,46251.81309225295,1964.71175,48216.524842252955,618399.6245118701,64931.96057374636,48216.524842252955,6442.659300217654,0.13361932078878988,656.6763191473001,0.0649
RV00881,R320,Revolver,Corporate RCF,2582000.0,2081875.0,0.0012,0.0008674640378021729,0.3,8088.524999999998,7152.916666666666,15241.441666666664,9037.0,749.4749999999999,1337.357096817491,38513.40876367714,2286.2162499999995,40799.625013677134,561807.662494853,58989.804561959565,40799.625013677134,5339.571694566857,0.130873058092492,443.61669292560146,0.0601
RV00882,R240,Revolver,Corporate RCF,378000.0,326925.0,0.0012,0.001645676083919538,0.3,2548.845,1353.6,3902.4449999999997,1323.0,117.69299999999998,161.403796120617,3924.800880634878,585.3667499999999,4510.167630634878,60776.19554662016,6381.500532395116,4510.167630634878,2002.899024872376,0.4440852732984641,1461.6789091961905,0.0586
RV00883,R448,Revolver,Working Capital Line,821000.0,763900.0,0.0006,0.0004247624344916766,0.3,7327.250000000001,1483.5666666666666,8810.816666666668,2873.5,137.50199999999998,97.34280711244737,5554.2872277389815,1321.6225000000002,6875.909727738982,90941.31356427191,9548.83792424855,6875.909727738982,4609.048265300309,0.6703183211824846,3783.9390979716313,0.0555
RV00884,R024,Revolver,Working Capital Line,1821000.0,1416875.0,0.0025,0.0038557500454607127,0.45,2504.1749999999993,6977.25,9481.425,6373.5,1593.9843750000002,4638.40659882422,52204.50896691401,1422.21375,53626.72271691401,690035.2252792326,72453.69865431942,53626.72271691401,2719.712781696903,0.050715625417831076,-3715.4939443327776,0.0629
RV00885,R005,Revolver,Working Capital Line,3716000.0,3172500.0,0.005,0.009518063206933724,0.3,20878.899999999998,6206.0,27084.899999999998,13006.0,4758.75,9058.816657199162,93558.95734144331,4062.7349999999997,97621.69234144331,1349864.3316648514,141735.75482480938,97621.69234144331,9939.724717910629,0.10181881177746106,-1774.8783630625676,0.0577
RV00886,R086,Revolver,Corporate RCF,545000.0,489050.0,0.03,0.02748552882377894,0.3,8047.099999999999,789.8666666666667,8836.966666666665,1907.5,4401.45,4032.539361380732,30371.084168630427,1325.5449999999998,31696.629168630425,438259.6152528472,46017.259601548954,31696.629168630425,2848.736036140792,0.08987504699585323,-954.859464094859,0.0685
RV00887,R258,Revolver,ABL Revolver,1905000.0,1557800.0,0.009,0.01601773139454083,0.3,9683.69,6845.7,16529.39,6667.5,4206.0599999999995,7485.726589924735,61586.26282219678,2479.4085,64065.67132219678,886614.4295244517,93094.51510006742,64065.67132219678,6172.992342887478,0.09635413499130425,-1514.8882157761354,0.06420000000000001
RV00888,R491,Revolver,Working Capital Line,1332000.0,1176875.0,0.0025,0.0015908225438521113,0.45,11652.874999999998,1197.15,12850.024999999998,4662.0,1323.9843750000002,2053.3208063924435,48781.01377629158,1927.5037499999996,50708.51752629157,650769.2934090155,68330.77580794663,50708.51752629157,6700.40209781929,0.13213563370976555,615.3799946643021,0.06
RV00889,R310,Revolver,Working Capital Line,794000.0,737325.0,0.0025,0.0025,0.45,8878.464999999998,1332.55,10211.014999999998,2779.0,829.4906250000001,1441.9783328468452,26240.63834602157,1531.6522499999996,27772.29059602157,355014.51366705075,37276.52393504033,27772.29059602157,5830.535747839589,0.20994075831378575,2497.860876317001,0.058800000000000005
RV00890,R222,Revolver,ABL Revolver,387000.0,337150.0,0.15,0.1344207093518332,0.3,5700.62,775.3,6475.92,1354.5,15171.75,20975.632202524346,40365.2181672197,971.3879999999999,41336.606167219696,574573.0650444267,60330.1718296648,41336.606167219696,-6428.741703547152,-0.15552175903219656,-11389.134443613515,0.0742
RV00891,R195,Revolver,ABL Revolver,796000.0,733575.0,0.016,0.014403622938383499,0.45,13435.115,897.4000000000001,14332.515,2786.0,5281.740000000001,5037.8599349151455,55498.48975825553,2149.87725,57648.367008255525,739954.0644438739,77695.17676660676,57648.367008255525,6448.020218661556,0.11185087372445725,-469.78382232910644,0.0678
RV00892,R203,Revolver,Corporate RCF,2632000.0,2146200.0,0.009,0.012786744295018252,0.45,13244.84,6174.0,19418.84,9212.0,8692.109999999999,53872.25450407552,206585.16567811018,2912.826,209497.99167811018,2703475.0064619086,283864.8756785004,209497.99167811018,7281.106036501505,0.03475501592248574,-17858.652964871715,0.0648
RV00893,R162,Revolver,Working Capital Line,206000.0,170975.0,0.016,0.01161831312491299,0.3,1622.7250000000001,662.0166666666667,2284.741666666667,721.0,820.68,785.164509005436,8945.553722095758,342.71125,9288.264972095758,128608.6032651765,13503.903342843532,9288.264972095758,836.5014997501886,0.09006003836704117,-278.0902969013024,0.0695
RV00894,R358,Revolver,Working Capital Line,216000.0,168900.0,0.0025,0.0018534008697329086,0.3,273.9,448.8,722.7,756.0,126.675,93.91182206936895,3309.700847394665,108.405,3418.105847394665,47399.04613492535,4976.899844167162,3418.105847394665,-21.567222905232068,-0.006309700128704601,-431.7399245925919,0.0595
RV00895,R185,Revolver,ABL Revolver,1503000.0,1246100.0,0.03,0.025149276466205284,0.3,10405.769999999999,4560.2,14965.969999999998,5260.5,11214.9,9401.554021361504,77385.55972299432,2244.8954999999996,79630.45522299432,1105360.0894884428,116062.80939628648,79630.45522299432,1182.8203198248123,0.014853868617383687,-8372.834306934506,0.0668
RV00896,R293,Revolver,Working Capital Line,860000.0,683975.0,0.03,0.025149276466205284,0.45,3762.435,3193.583333333333,6956.018333333333,3010.0,9233.6625,20894.43101528631,76363.94232555854,1043.40275,77407.34507555854,999002.8825530905,104895.3026680745,77407.34507555854,-1753.670649755824,-0.02265509362249846,-11042.552058822848,0.0714
RV00897,R287,Revolver,Working Capital Line,564000.0,496925.0,0.009,0.007977393197169237,0.3,7257.265,2080.75,9338.015,1974.0,1341.6974999999998,1189.2498343510033,19645.495989806222,1400.7022499999998,21046.19823980622,288920.4097787349,30336.643026767164,21046.19823980622,5192.773060496729,0.24673211766461725,2667.2292717199825,0.06820000000000001
RV00898,R019,Revolver,Working Capital Line,4715000.0,3792400.0,0.005,0.006506255851150491,0.3,16340.529999999997,17323.1,33663.63,16502.5,5688.6,7402.297406970946,111840.18591700224,5049.544499999999,116889.73041700224,1615554.6504423271,169633.23829644435,116889.73041700224,12139.316312001483,0.10385271887183474,-1887.4513380387853,0.0623
RV00899,R299,Revolver,Corporate RCF,2348000.0,2052150.0,0.009,0.01788035763596777,0.45,27058.149999999994,10011.9,37070.049999999996,8218.0,8311.2075,16511.929165193036,121694.93765300854,5560.507499999999,127255.44515300854,1631005.9974472278,171255.6297319589,127255.44515300854,19334.534625177028,0.15193483156598683,4063.881206816004,0.067
RV00900,R265,Revolver,ABL Revolver,1133000.0,985150.0,0.005,0.007400225765952564,0.45,9401.119999999999,1264.7666666666667,10665.886666666665,3965.5,2216.5875,6050.106434366623,51838.25374114837,1599.8829999999998,53438.13674114837,687070.563441491,72142.40916135655,53438.13674114837,4971.2872477126675,0.09302882830277805,-1441.289161225137,0.061200000000000004
RV00901,R001,Revolver,Working Capital Line,12162000.0,9424225.0,0.0012,0.0012000000000000008,0.3,4487.875,52307.2,56795.075,42567.0,3392.7209999999995,3392.72099999994,113139.73106767985,8519.26125,121658.99231767985,1668437.2768118724,175185.9140652466,121658.99231767985,11794.61115521531,0.09694812467636461,-2804.4679229062713,0.0555
RV00902,R322,Revolver,Corporate RCF,3378000.0,2799550.0,0.0025,0.0018534008697329086,0.45,13808.830000000002,10913.3,24722.13,11823.0,3149.4937500000005,6457.096435554656,123775.06934697149,3708.3195,127483.38884697149,1639412.4470284043,172138.30693798244,127483.38884697149,11139.887507662386,0.08738305130117371,-4158.119153974192,0.05790000000000001
RV00903,R448,Revolver,ABL Revolver,2667000.0,2094225.0,0.0003,0.00020838644936883182,0.45,622.1249999999995,19062.75,19684.875,9334.5,282.720375,196.38365036824217,13459.990791493356,2952.73125,16412.722041493354,287415.04824515455,30178.580065741226,16412.722041493354,8131.653761934095,0.4954482103197926,6162.127116954893,0.0505
RV00904,R444,Revolver,Corporate RCF,275000.0,245150.0,0.0012,0.0008674640378021729,0.3,1957.8600000000001,1673.5,3631.36,962.5,88.25399999999999,63.797642660158,2943.075432859648,544.704,3487.7794328596483,46631.586151652315,4896.316545923492,3487.7794328596483,2063.3129862054734,0.5915835636755712,1644.7794542623155,0.056100000000000004
RV00905,R451,Revolver,Working Capital Line,349000.0,288200.0,0.005,0.00381258013092971,0.45,1920.41,967.5333333333334,2887.9433333333336,1221.5,648.45,494.45351718026836,12748.790310072796,433.1915,13181.981810072797,169371.28641446438,17783.98507351876,13181.981810072797,1159.3797210960636,0.0879518525970156,-422.4580961126719,0.0632
RV00906,R263,Revolver,ABL Revolver,784000.0,639925.0,0.016,0.019651362012927047,0.3,4294.264999999999,1544.6000000000001,5838.865,2744.0,3071.64,10809.480272962897,40901.6913666065,875.82975,41777.5211166065,581124.7332905628,61018.096995509084,41777.5211166065,1240.061267871906,0.02968249993604775,-3773.2412661208737,0.06620000000000001
RV00907,R371,Revolver,ABL Revolver,771000.0,711700.0,0.016,0.016000000000000018,0.45,11586.47,2520.5,14106.97,2698.5,5124.240000000001,6999.358702667062,56241.939452071274,2116.0454999999997,58357.984952071274,749240.0695000842,78670.20729750884,58357.984952071274,6483.569439697604,0.11109995393128264,-519.3887545509488,0.0649
RV00908,R385,Revolver,Working Capital Line,3259000.0,2666425.0,0.0006,0.0006000000000000015,0.3,8249.665,7555.25,15804.915,11406.5,479.95649999999995,863.7143504969483,26671.327110558166,2370.73725,29042.064360558164,396938.2078521505,41678.5118244758,29042.064360558164,3827.799263189933,0.13180190001880313,342.75153992295327,0.0547
RV00909,R027,Revolver,Corporate RCF,239000.0,204600.0,0.016,0.029099983939536025,0.45,2493.73,1401.4,3895.13,836.5,1473.1200000000001,2679.2355213130845,15345.52728309607,584.2695,15929.79678309607,204498.1058451116,21472.301113736718,15929.79678309607,1671.0934538733911,0.10490362662043967,-240.48216009813723,0.0687
RV00910,R353,Revolver,Corporate RCF,941000.0,824100.0,0.005,0.007400225765952564,0.3,8834.71,2111.45,10946.16,3293.5,1236.15,1829.5578161164517,24303.21095195695,1641.924,25945.13495195695,356511.3429440517,37433.69100912543,25945.13495195695,5635.702248694261,0.21721614703989736,2522.286054459427,0.0624
RV00911,R007,Revolver,Working Capital Line,3341000.0,2721600.0,0.009,0.01788035763596777,0.3,16042.33,12012.6,28054.93,11693.5,7348.319999999999,14598.954402614936,107596.07966163228,4208.2395,111804.31916163227,1547750.8053593196,162513.83456272856,111804.31916163227,10121.35797866936,0.09052743270174747,-3295.1603207265107,0.06420000000000001
RV00912,R083,Revolver,ABL Revolver,1010000.0,902175.0,0.009,0.007977393197169237,0.45,12213.295,1367.6,13580.895,3535.0,3653.8087499999997,5554.472049996356,60437.84062687621,2037.13425,62474.974876876215,802768.9648709868,84290.7413114536,62474.974876876215,6686.003314897398,0.10701890361819225,-810.9936703277472,0.0646
RV00913,R137,Revolver,Working Capital Line,502000.0,432925.0,0.0012,0.0012000000000000008,0.3,2985.0649999999996,1469.0500000000002,4454.115,1757.0,155.85299999999998,155.85299999999725,5197.352362923773,668.1172499999999,5865.469612923774,79411.41783022264,8338.198872173376,5865.469612923774,2102.9827608741493,0.35853612748082603,1399.1264073232965,0.0572
RV00914,R121,Revolver,Working Capital Line,321000.0,282250.0,0.005,0.003319464097498704,0.45,2957.5,1345.0,4302.5,1123.5,635.0625000000001,421.6134336835569,12485.58662393493,645.375,13130.96162393493,168085.82002683057,17649.01110281721,13130.96162393493,2317.604437116336,0.17649921639340105,741.8890422441445,0.0615
RV00915,R228,Revolver,ABL Revolver,4564000.0,3859775.0,0.016,0.012946329388128954,0.3,40074.405,17465.816666666666,57540.221666666665,15974.0,18526.92,14990.97555421969,192995.3814568658,8631.033249999999,201626.41470686582,2787031.8654655754,292638.3458738854,201626.41470686582,23409.45816098956,0.11610313160120095,-785.7116038343374,0.0673
RV00916,R249,Revolver,ABL Revolver,758000.0,591175.0,0.0012,0.0007351406159935345,0.3,652.3850000000001,1632.6166666666668,2285.001666666667,2653.0,212.82299999999998,263.2668917074941,9761.109477672284,342.75025000000005,10103.859727672283,140021.64456176624,14702.272678985455,10103.859727672283,-145.7852777016421,-0.014428671975954674,-1358.248445022316,0.057300000000000004
RV00917,R023,Revolver,Working Capital Line,1836000.0,1597475.0,0.0012,0.0008674640378021729,0.45,15228.764999999998,5175.35,20404.114999999998,6426.0,862.6365,623.5884512045844,28767.016686360188,3060.61725,31827.633936360187,403009.375934537,42315.98447312638,31827.633936360187,10899.040228977896,0.3424395370001642,7079.724156614673,0.0611
RV00918,R381,Revolver,Working Capital Line,591000.0,498200.0,0.005,0.009518063206933724,0.3,4233.610000000001,1594.7,5828.31,2068.5,747.3000000000001,2311.8282982739133,16756.04228338694,874.2465000000001,17630.288783386943,243221.67305368523,25538.275670636947,17630.288783386943,2805.369849801902,0.15912217231775624,689.7351957954688,0.0637
RV00919,R005,Revolver,Working Capital Line,5098000.0,4264100.0,0.009,0.01601773139454083,0.45,31824.28,13373.933333333334,45198.21333333333,17843.0,17269.605,52559.83661218228,285657.4347738109,6779.732,292437.1667738109,3765773.545845456,395406.2223137729,292437.1667738109,16221.773833135043,0.05547097180599472,-18870.686179722266,0.0627
RV00920,R117,Revolver,Working Capital Line,4757000.0,3674325.0,0.0025,0.0038557500454607127,0.3,3406.6449999999995,16773.0,20179.645,16649.5,2755.74375,4250.183635736195,72000.69014862878,3026.94675,75027.63689862879,1037826.2950515667,108971.7609804145,75027.63689862879,2783.8536056538783,0.03710437541055963,-6219.4628221815765,0.0609
RV00921,R208,Revolver,ABL Revolver,205000.0,171850.0,0.009,0.007058385323171436,0.3,1138.02,434.0,1572.02,717.5,463.99499999999995,367.52100458687295,6806.17616938384,235.803,7041.97916938384,97601.69023194366,10248.177474354085,7041.97916938384,502.8473104961712,0.07140709996450748,-342.1901898298895,0.060300000000000006
RV00922,R491,Revolver,ABL Revolver,2800000.0,2311975.0,0.0012,0.0007351406159935345,0.45,10300.054999999998,6704.200000000001,17004.254999999997,9800.0,1248.4665,764.8320265477668,41633.5926405406,2550.6382499999995,44184.230890540595,564473.7505405413,59269.74380675683,44184.230890540595,5819.229855857216,0.1317037716526838,517.1221489923446,0.0572
RV00923,R010,Revolver,Working Capital Line,32557000.0,26193275.0,0.009,0.010135650788720573,0.3,123334.095,44693.75,168027.845,113949.5,70721.8425,370431.4748891359,1733066.4077287829,25204.17675,1758270.584478783,24504071.686975103,2572927.527132386,1758270.584478783,38797.93920184919,0.022065966151251032,-172194.53093560477,0.0637
RV00924,R261,Revolver,Working Capital Line,1756000.0,1446650.0,0.009,0.0113943664053718,0.3,10405.17,4669.8,15074.970000000001,6146.0,3905.9549999999995,6858.378085567419,61209.34808753441,2261.2455,63470.59358753441,879158.363772101,92311.6281960706,63470.59358753441,5674.640968371258,0.089405827921637,-1941.8302621328703,0.06520000000000001
RV00925,R081,Revolver,ABL Revolver,1964000.0,1705975.0,0.0012,0.0019209553210160647,0.3,11781.525,8522.35,20303.875,6874.0,614.151,983.1305261311346,20480.575613186775,3045.5812499999997,23526.156863186774,317055.0624329596,33290.78155546076,23526.156863186774,10428.325589816845,0.44326515590546217,7605.186766234432,0.0565
RV00926,R362,Revolver,Corporate RCF,3183000.0,2788450.0,0.009,0.009000000000000022,0.45,31079.48,5550.3,36629.78,11140.5,11293.2225,11293.22250000001,165358.4040633149,5494.467,170852.8710633149,2195590.67648002,230537.02103040207,170852.8710633149,15788.158707312596,0.09240792155878842,-4714.185820285191,0.0631
RV00927,R366,Revolver,Working Capital Line,1979000.0,1547475.0,0.005,0.00381258013092971,0.3,2965.1949999999997,12484.15,15449.345,6926.5,2321.2125,1769.9617314331153,45635.980303215125,2317.40175,47953.38205321512,661790.7230009664,69488.02591510146,47953.38205321512,6116.356658877075,0.12754797257239528,361.95081249125997,0.06130000000000001
RV00928,R356,Revolver,ABL Revolver,1401000.0,1173575.0,0.07,0.05690798559337665,0.3,13313.435,3884.4500000000003,17197.885,4903.5,24645.075,25821.09407167414,102651.7880094046,2579.6827499999995,105231.47075940459,1462276.2509020455,153539.00634471478,105231.47075940459,-6307.451565579824,-0.05993883312721945,-18935.228056708373,0.0717
RV00929,R261,Revolver,Working Capital Line,621000.0,545150.0,0.009,0.0113943664053718,0.3,7398.4,1579.4,8977.8,2173.5,1471.9049999999997,3650.7888766066244,25317.28354511504,1346.6699999999998,26663.953545115037,367749.44143321365,38613.69135048743,26663.953545115037,4832.807480730065,0.18124872114531038,1633.133055316261,0.067
RV00930,R297,Revolver,Corporate RCF,528000.0,494000.0,0.009,0.007058385323171436,0.45,9762.0,445.6,10207.6,1848.0,2000.6999999999998,4627.838907255434,39688.986235238575,1531.14,41220.126235238575,529104.8800893044,55556.01240937696,41220.126235238575,6038.864893643082,0.14650282386764094,1092.449745414453,0.068
RV00931,R358,Revolver,Working Capital Line,376000.0,305900.0,0.0025,0.0018534008697329086,0.3,1684.1799999999998,936.8000000000001,2620.98,1316.0,229.425,170.0865978153935,5994.301297916092,393.147,6387.448297916092,87813.98816266232,9220.468757079543,6387.448297916092,1004.3185371970249,0.15723313760906435,237.82474144709386,0.0633
RV00932,R304,Revolver,ABL Revolver,2393000.0,2038200.0,0.0012,0.0007351406159935345,0.3,10412.470000000001,3325.3,13737.77,8375.5,733.752,462.9892467838099,24739.135578588095,2060.6655,26799.801078588094,366798.9610525692,38513.89091051977,26799.801078588094,4301.835859559488,0.16051745484769558,1085.859730128917,0.054900000000000004
RV00933,R470,Revolver,Working Capital Line,439000.0,344575.0,0.005,0.00381258013092971,0.45,734.895,2041.75,2776.645,1536.5,775.29375,591.1739093767903,15242.589941337037,416.49674999999996,15659.086691337037,201487.80374267546,21156.219392980922,15659.086691337037,811.4718265885217,0.05182114657028154,-1067.6185763719227,0.0609
RV00934,R022,Revolver,ABL Revolver,858000.0,745500.0,0.016,0.012946329388128954,0.45,9158.4,1554.0,10712.4,3003.0,5367.6,6193.402815021472,59399.229495651605,1606.86,61006.089495651606,785020.8895925548,82427.19340721825,61006.089495651606,3564.8061786427656,0.05843361225270566,-3755.924560835427,0.0663
RV00935,R256,Revolver,Corporate RCF,240000.0,215500.0,0.009,0.007058385323171436,0.45,2777.4999999999995,423.0,3200.4999999999995,840.0,872.775,1708.9174643418717,16254.944512450213,480.07499999999993,16735.019512450213,215229.01491484288,22599.0465660585,16735.019512450213,1620.3376709342929,0.09682317189584534,-387.86467055973276,0.063
RV00936,R492,Revolver,Corporate RCF,906000.0,810250.0,0.0012,0.0019209553210160647,0.3,5814.55,1219.0,7033.55,3171.0,291.69,1918.0200614801054,20895.354932119557,1055.0325,21950.387432119558,302953.87672305666,31810.157055920947,21950.387432119558,3356.1219362638185,0.15289579496682928,722.0754444094714,0.0546
RV00937,R476,Revolver,Corporate RCF,311000.0,276050.0,0.07,0.061038839254603024,0.3,4936.28,748.4666666666667,5684.746666666666,1088.5,5797.05,6076.618247657062,23980.35375379815,852.7119999999999,24833.06575379815,344101.25271824456,36130.631535415676,24833.06575379815,-185.99502937720018,-0.007489813429449513,-3165.962919832978,0.0724
RV00938,R453,Revolver,Working Capital Line,305000.0,257225.0,0.03,0.025149276466205284,0.3,3174.645,2193.85,5368.495,1067.5,2315.0249999999996,1940.7067917058926,15974.240108937658,805.2742499999999,16779.514358937657,231591.6371062031,24317.121896151326,16779.514358937657,2000.3057901425161,0.11921118498146804,-13.235932930002718,0.0723
