relationship_id,name,industry,segment,rating,total_revenue,opex,expected_loss,el_lifetime,economic_capital,rwa,reg_capital,capital,net_income,eva,raroc,lending_raroc,lending_net_income,lending_capital,n_deposit,n_interest_rate_derivative,n_payments,n_revolver,n_term_loan,exp_deposit,exp_interest_rate_derivative,exp_payments,exp_revolver,exp_term_loan,ancillary_uplift,meets_hurdle
R249,Client 249,Technology,Business Banking,4,247003.02615,51131.863999999994,6691.7589,6222.422031666607,240793.86169252783,2727360.039684389,286372.8041668609,240793.86169252783,150821.9748631234,121926.71146002006,0.6263530714736805,0.21189313537497806,38632.89921007602,182322.56152002784,6,0,6,8,1,8293900.0,0.0,19515.48,5734000.0,1753000.0,0.4144599360987024,True
R419,Client 419,Education,Business Banking,4,356254.97675,114958.91,14300.541375000003,24531.21579565596,557726.4236364957,6959863.77374262,730785.696242975,557726.4236364957,188835.67444060388,121908.50360422437,0.3385811868287589,0.18947041627911076,98224.10759803808,518413.9536239957,4,0,3,6,1,3169600.0,0.0,99268.2,11893000.0,3107000.0,0.1491107705496481,True
R100,Client 100,Construction,Business Banking,3,288842.7575166667,71580.34999999999,9667.37475,30657.18165226016,401318.7301462996,5115897.966905941,537169.2865251238,401318.7301462996,169514.81094674737,121356.56332919149,0.4223944665751116,0.355732535842542,133199.99661507676,374438.6110187996,6,0,5,5,3,4535600.0,0.0,8469.0,5149000.0,9355000.0,0.0666619307325696,True
R112,Client 112,Transportation & Logistics,Business Banking,8,312451.0422857143,39127.49,45386.094000000005,178496.84498422005,579824.4982033991,7242624.535829008,760475.5762620457,579824.4982033991,190198.1331145743,120619.19333016642,0.3280270731987145,0.12633446370054618,66058.43028597083,522885.2709783992,5,0,5,3,3,7620100.0,0.0,4708.8,2329000.0,3768000.0,0.2016926094981683,True
R221,Client 221,Technology,Middle Market,4,251168.598452381,50922.25,5529.889499999999,8128.9102937117,320420.5581277094,3795333.1986166285,398509.985854746,320420.5581277094,157360.01433462632,118909.5473593012,0.4911046134309137,0.2509422929580835,68779.6970370088,274085.71200270933,4,0,1,3,2,6764500.0,0.0,6480.0,3329000.0,5680000.0,0.2401623204728302,True
R383,Client 383,Commercial Real Estate,Business Banking,5,321450.9185833333,72325.08,20573.6955,91565.67957495747,621379.7590375077,8163676.035121441,857185.9836877512,621379.7590375077,191881.2004927708,117315.62940826987,0.30879860134161286,0.1597963630760948,93103.33683297857,582637.3957500078,5,0,3,3,3,4579300.0,0.0,1476.6,11271000.0,5599000.0,0.14900223826551806,True
R487,Client 487,Wholesale Trade,Business Banking,5,345401.0271666667,94659.08,23710.326749999997,53875.92438446547,619988.6966683101,8148060.519617235,855546.3545598096,619988.6966683101,190684.9007811814,116286.2571809842,0.3075618987989334,0.22685007062914248,134192.99480150794,591549.2749433102,3,0,3,3,3,2611100.0,0.0,73692.6,5827000.0,6626000.0,0.08071182816979094,True
R078,Client 078,Commercial Real Estate,Business Banking,4,246089.7257166667,80998.32600000002,1676.7441000000001,3723.7570973040465,88183.97759281215,715771.6589276387,75156.02418740206,88183.97759281215,126775.40145303236,116193.3241418949,1.4376239869607081,0.16408335094000007,4276.684946866901,26064.100485312156,11,0,6,2,0,6624900.0,0.0,123856.32,840000.0,0.0,1.273540636020708,True
R380,Client 380,Construction,Middle Market,4,432827.44008333347,157014.97000000003,19043.787624999997,99550.24823079685,873324.1368909291,10059517.33861477,1056249.3205545505,873324.1368909291,220697.66291376203,115898.76648685057,0.2527099087166594,0.19698304481508763,142722.04803969117,724539.760128429,3,0,3,6,1,31365200.0,0.0,20849.4,21425000.0,5225000.0,0.05572686390157175,True
R136,Client 136,Energy,Business Banking,6,234665.13736190478,31008.278,14423.55855,56049.954481311426,315639.5392774949,3811989.1101450785,400258.8565652332,315639.5392774949,153052.92153630717,115176.17682300773,0.48489781060588394,0.2234294762295937,60862.60293479373,272401.851187495,4,0,1,5,1,5968100.0,0.0,432.96,5335000.0,699000.0,0.26146833437629025,True
R185,Client 185,Professional Services,Middle Market,8,724145.200154762,205852.09000000003,172616.6265,768968.9177487107,1632274.5633763494,21978863.865774803,2307780.705906354,1632274.5633763494,310474.48130201106,114601.53369684912,0.190209716103029,0.11648401607333203,183981.18500591684,1579454.3423888497,1,0,5,3,2,2176700.0,0.0,227782.8,6452000.0,12161000.0,0.07372570002969697,True
R357,Client 357,Education,Business Banking,5,302495.1815,82662.56999999999,14236.178250000003,39359.20633039412,461724.43808371125,5733261.982928153,601992.5082074561,461724.43808371125,169763.34632832938,114356.41375828406,0.3676724304065341,0.20392137387891907,85649.8589701309,420014.13260871125,6,0,6,2,4,4413100.0,0.0,80534.40000000001,2244000.0,5310000.0,0.163751056527615,True
R244,Client 244,Construction,Business Banking,6,331381.9863333333,62362.15,39301.965,100047.7842903906,668763.7685505213,8936307.03435911,938312.2386077065,668763.7685505213,194153.61008112156,113901.95785505901,0.29031717807011304,0.23723619440304625,154512.83309750957,651303.7923505214,3,0,1,5,3,2032100.0,0.0,13830.0,5357000.0,7324000.0,0.05308098366706679,True
R477,Client 477,Healthcare,Business Banking,6,238534.90550000002,29848.04,17571.369,32315.02917841372,347973.0218845744,4218289.785738849,442920.42750257923,347973.0218845744,155429.46796034265,113672.70533419374,0.4466710296061398,0.1632517757626673,48954.110187503145,299868.77605957445,3,0,2,4,1,6433600.0,0.0,2224.8,2914000.0,1950000.0,0.2834192538434725,True
R459,Client 459,Energy,Middle Market,4,210953.35105000003,35093.072,4149.6777,22443.26599301079,199078.21223298725,2457428.714030718,258030.01497322536,199078.21223298725,136325.0855159372,112435.70004797875,0.6847815438305817,0.3044112039430945,50626.39120376376,166309.22432548724,3,0,5,2,1,3609500.0,0.0,9536.04,5446000.0,1194000.0,0.38037033988748714,True
R240,Client 240,Transportation & Logistics,Business Banking,4,256133.4909,55682.742,7153.004325000001,28851.67940356805,387752.39352561766,4966366.405542876,521468.4725820018,387752.39352561766,158251.92091155957,111721.63368848544,0.4081262257923479,0.28982625011879043,105896.39794941446,365378.9051406177,4,0,1,5,5,2842700.0,0.0,1909.44,2304000.0,9401000.0,0.11829997567355749,True
R177,Client 177,Technology,Middle Market,6,900308.0706785715,203102.00400000002,162143.45265,353957.64133406547,3251314.382063839,42224711.557078056,4433594.713493196,3251314.382063839,501781.0454809022,111623.31963324157,0.15433175218275455,0.102696087524039,326215.8886933389,3176517.2029263396,2,0,3,9,3,9424600.0,0.0,9119.28,42801000.0,7588000.0,0.05163566465871555,True
R040,Client 040,Food Distribution,Business Banking,6,352544.9280571429,59166.954,49575.5064,91387.4476118182,823364.4595000616,10770346.66882576,1130886.4002267048,823364.4595000616,209381.5195044004,110577.78436439298,0.25429992403550516,0.18619035918050947,148575.16882059257,797974.5539700615,3,0,3,4,4,3132400.0,0.0,3614.2799999999997,6942000.0,6263000.0,0.0681095648549957,True
R176,Client 176,Construction,Business Banking,6,232451.09831666667,42416.831999999995,13239.173699999998,33908.900810555635,268255.28875747416,3319087.9578888332,348504.2355783275,268255.28875747416,142213.4201377104,110022.78548681349,0.530142092617915,0.19063078436987482,43234.276164553514,226795.87825997415,2,0,3,1,3,4712300.0,0.0,27075.24,2610000.0,2516000.0,0.3395113082480402,True
R398,Client 398,Construction,Business Banking,2,203048.74375,36122.45,1673.58075,7938.741877187004,171878.65615348803,2025914.6438648205,212721.0376058061,171878.65615348803,130621.23135905107,109995.79262063249,0.7599619073260965,0.303284352249398,41662.07270121731,137369.67434098804,4,0,0,2,2,4059300.0,0.0,0.0,2704000.0,4571000.0,0.4566775550766985,True
R360,Client 360,Healthcare,Business Banking,2,226828.35958333334,66287.7,1814.2019999999998,1709.2434510396752,124507.7519714114,1370744.0671478019,143928.12705051922,124507.7519714114,124275.20458601686,109334.27434944747,0.9981322658090563,0.42090568119111194,35344.61134266558,83972.75903391141,6,0,4,3,2,4207500.0,0.0,65349.0,2907000.0,3080000.0,0.5772265846179444,True
R203,Client 203,Retail,Business Banking,5,319991.8701666667,88402.85,23663.368124999994,90936.93244846695,553669.092933037,7134863.706085704,749160.6891389989,553669.092933037,174223.85321088732,107783.56205892291,0.3146714444325298,0.18727130968904332,97180.64711330082,518929.71365803696,4,0,4,4,3,3177200.0,0.0,75801.0,5146000.0,5319000.0,0.1274001347434865,True
R184,Client 184,Professional Services,Middle Market,4,254201.88015000004,75769.35800000001,6494.3418,5319.455677764512,265149.5109394467,3023799.6766547575,317498.96604874945,265149.5109394467,138431.29175608823,106613.35044335463,0.5220876752350577,0.29817125188943916,62028.40323354636,208029.4556919467,5,0,8,3,0,9537400.0,0.0,23449.56,13876000.0,0.0,0.22391642334561856,True
R404,Client 404,Retail,Business Banking,6,359412.3797142857,97656.08000000002,42199.859249999994,87352.0992000277,665265.7394295139,8937048.690434568,938390.1124956297,665265.7394295139,186328.57028856472,106496.68155702305,0.2800814159592034,0.22634175413004132,146727.79017016376,648257.723079514,4,0,3,3,3,833200.0,0.0,69309.6,4948000.0,9104000.0,0.053739661829162066,True
R340,Client 340,Energy,Business Banking,7,243370.1717857143,28175.6,29371.995000000006,81105.93561161711,383188.450785349,4782987.28758598,502213.6651965279,383188.450785349,152437.25242712215,106454.63833288028,0.3978127527452884,0.2019259702204252,70469.30456949466,348985.84116034897,4,0,3,1,3,4267500.0,0.0,2307.0,2080000.0,2939000.0,0.1958867825248632,True
R369,Client 369,Healthcare,Middle Market,6,246087.87840000002,39235.784,21356.834399999996,39836.684274519735,412840.0905689541,5239608.684194235,550158.9118403946,412840.0905689541,153056.09865004764,103515.28778177314,0.37073942707239,0.10769190653683466,39396.840413515005,365829.1665589541,4,0,3,1,1,5700400.0,0.0,9194.880000000001,4198000.0,2430000.0,0.26304752053555536,True
R471,Client 471,Professional Services,Middle Market,5,222550.5473571429,36617.57,12105.928875000001,15497.967648423592,325074.7782641724,3982669.867193516,418180.3360553192,325074.7782641724,141620.2448584383,102611.27146673758,0.43565436117394024,0.19420108039060227,56446.53420551776,290660.24808917235,4,0,2,3,2,4129900.0,0.0,4250.4,5089000.0,2283000.0,0.24145328078333797,True
R025,Client 025,Professional Services,Business Banking,6,250739.05408333335,33022.478,30990.2623,55746.74980127605,435539.45345426083,5587738.483484499,586712.5407658722,435539.45345426083,154655.88288340502,102391.1484688937,0.3550904095067166,0.19154952518886725,77568.27082343826,404951.5170917609,6,0,4,2,1,3606900.0,0.0,3732.96,982000.0,4916000.0,0.16354088431784936,True
R318,Client 318,Energy,Business Banking,4,317370.5760333333,94203.76599999999,16868.355600000003,79311.37313207565,603294.5353083761,7855076.606359098,824783.0436677051,603294.5353083761,174439.2234724564,102043.87923545127,0.28914437851370756,0.22351028664380018,130363.71959743559,583256.017228376,5,0,2,8,2,2120600.0,0.0,29826.12,11417000.0,7702000.0,0.06563409186990737,True
R269,Client 269,Transportation & Logistics,Middle Market,5,371055.09891666664,83472.74,32690.709,129396.79170831211,1010887.3205736143,13163198.091979932,1382135.7996578927,1010887.3205736143,223296.21693665063,101989.7384678169,0.2208913025142547,0.18748525594687274,184924.26246870036,986340.2939861144,4,0,1,4,2,4027000.0,0.0,1216.8000000000002,7333000.0,11355000.0,0.03340604656738197,True
R393,Client 393,Education,Business Banking,3,221454.01277380952,52190.22,5130.80625,6667.93611968559,260014.61424747048,3043563.6258494994,319574.1807141976,260014.61424747048,132349.09737097623,101147.34366127975,0.509006379329941,0.3155505529495925,68651.01705652698,217559.48900997048,8,0,3,5,4,7053300.0,0.0,3941.4,4896000.0,4957000.0,0.19345582638034847,True
R173,Client 173,Commercial Real Estate,Middle Market,7,685363.2324166666,171006.79,156811.85400000002,406823.0404352568,1885349.2447901056,24181442.42781243,2539051.454920305,1885349.2447901056,326899.20609922515,100657.29672441247,0.17338920468054636,0.10735219679777289,196794.35682278842,1833165.6239276056,2,0,3,6,1,3909300.0,0.0,123598.8,22361000.0,4200000.0,0.06603700788277347,True
R017,Client 017,Healthcare,Middle Market,7,428394.6138,112855.332,75680.8962,94551.5999613744,902163.5102560028,11344389.712787794,1191160.9198427184,902163.5102560028,208689.67736609062,100430.05613537031,0.23132134584657688,0.05853317467899565,48642.351552887434,831021.9259360027,3,0,3,4,0,7562400.0,0.0,96252.24,13878000.0,0.0,0.17278817116758122,True
R464,Client 464,Industrial Manufacturing,Middle Market,6,504172.2847333334,198188.81800000003,63367.1988,63327.14012743975,928830.876177941,12306215.549827587,1292152.6327318964,928830.876177941,211565.95506629988,100106.24992494697,0.22777661735027108,0.15258436702132896,136679.25461219027,895761.848217941,0,0,3,6,0,0.0,0.0,221978.76,21743000.0,0.0,0.07519225032894211,True
R108,Client 108,Professional Services,Business Banking,7,342680.7144166667,56227.752,71150.8032,114992.52975543504,722370.8465763992,9307958.181694413,977335.6090779133,722370.8465763992,184766.21197549213,98081.71038632421,0.2557775038280853,0.08192760949098836,55036.345710067355,671767.9919138992,6,0,3,7,2,5777200.0,0.0,10592.64,8817000.0,2417000.0,0.1738498943370969,True
R169,Client 169,Energy,Middle Market,3,317422.28374999994,146488.37,6631.0777499999995,18023.918547394784,297051.238003486,3769564.6761188074,395804.29099247477,297051.238003486,133561.87458398202,97915.72602356371,0.44962571266043544,0.21327759037040128,56325.47232866826,264094.658190986,3,0,4,6,0,2533700.0,0.0,86462.4,27181000.0,0.0,0.23634812229003416,True
R145,Client 145,Construction,Middle Market,6,534233.9969166666,130267.5,70126.785,369661.8931817205,1720285.5378306739,22077936.909320127,2318183.375478613,1720285.5378306739,304053.73589359224,97619.47135391134,0.17674608616254028,0.11445156993137132,191357.69291767996,1671953.4125431736,4,0,4,2,1,5333300.0,0.0,46071.0,9186000.0,14395000.0,0.06229451623116897,True
R440,Client 440,Professional Services,Middle Market,6,440799.0269333333,97108.574,74044.9734,175703.04929626206,1190235.5617739095,16155982.015536835,1696378.1116313676,1190235.5617739095,239756.85698283793,96928.5895699688,0.2014364758397135,0.18672683629046402,218612.50542178252,1170761.0419839094,2,0,1,4,2,3116300.0,0.0,26995.68,14254000.0,6155000.0,0.014709639549249476,True
R241,Client 241,Food Distribution,Business Banking,4,236099.2710833333,87443.54,4557.249,7863.6359553655575,152261.4187814601,1724931.0214693334,181117.75725427998,152261.4187814601,113970.01549687886,95698.64524310365,0.7485153915481331,0.11921456479388624,12784.847712614102,107242.33011896006,5,0,5,4,0,3408600.0,0.0,131014.8,2935000.0,0.0,0.6293008267542468,True
R410,Client 410,Technology,Business Banking,6,260809.8775,51282.62,25783.93325,36775.21861116929,493744.7333924322,6259755.117936679,657274.2873833512,493744.7333924322,154091.89732906257,94842.52932197072,0.3120881842532771,0.16075998187350898,73963.83901801007,460088.6250174322,5,0,3,4,2,4007900.0,0.0,13241.4,8911000.0,1511000.0,0.15132820237976813,True
R132,Client 132,Professional Services,Business Banking,6,378925.83439285716,82116.81999999999,59394.057,123936.56535311505,956283.384514664,12218486.243285226,1282941.0555449482,956283.384514664,208416.21944947055,93662.21330771086,0.2179439931974209,0.1651053473857058,150267.84831747023,910133.1404271638,3,0,6,2,3,7579900.0,0.0,35015.4,4226000.0,8155000.0,0.0528386458117151,True
R242,Client 242,Wholesale Trade,Business Banking,5,279718.17475,78051.55,20065.20375,28962.689977669343,491315.62439755717,6175258.321820113,648402.123791112,491315.62439755717,152392.9751298725,93435.10020216566,0.3101732726630344,0.18075170660852552,80876.77892264377,447446.8343350572,6,0,5,5,2,6594100.0,0.0,25038.0,13403000.0,1662000.0,0.12942156605450889,True
R384,Client 384,Commercial Real Estate,Business Banking,3,232513.6687214286,64210.134,6606.519899999999,24804.713703876238,325125.2810027408,4042238.0117801526,424434.991236916,325125.2810027408,132402.8969864259,93387.86326609702,0.4072365476411838,0.3644141095871813,112280.21891545756,308111.6124802407,3,0,1,4,3,3106300.0,0.0,194.88,6900000.0,7843000.0,0.04282243805400249,True
R252,Client 252,Retail,Business Banking,5,202265.97340000005,32141.174,10050.284025,57361.73706152719,324225.48820441146,3885665.6567581934,407994.8939596103,324225.48820441146,131143.46946986113,92236.41088533173,0.4044822947021991,0.10789614122771973,29671.472711013485,275000.31394441146,5,0,2,5,1,6948300.0,0.0,1507.6799999999998,4297000.0,1300000.0,0.29658615347447936,True
R497,Client 497,Commercial Real Estate,Middle Market,3,295956.10866666667,134108.39,5738.6381249999995,22304.63420444404,297118.59854072396,3680353.394674663,386437.1064408396,297118.59854072396,127336.59140496823,91682.35958008138,0.42857159407176965,0.27626163294632716,73160.25892398025,264822.3647407239,3,0,6,5,2,2411600.0,0.0,139351.8,8644000.0,5243000.0,0.15230996112544248,True
R080,Client 080,Food Distribution,Middle Market,5,462014.68721428566,119315.48,58279.2155,121108.83714053489,1376018.6702628236,17873904.340711482,1876759.9557747059,1376018.6702628236,256421.49999474737,91299.25956320853,0.18635030580345985,0.10435200836873955,137822.05678777889,1320741.7752878235,5,0,1,5,1,7601800.0,0.0,849.5999999999999,28027000.0,2078000.0,0.0819982974347203,True
R079,Client 079,Industrial Manufacturing,Business Banking,5,265012.6873333333,109149.06,7963.882250000001,19838.23202514396,234552.60500958908,2966026.5692955377,311432.7897760314,234552.60500958908,119266.81548591392,91120.50288476323,0.5084864245316653,0.17523563053681782,34227.953973232914,195325.31065958907,4,0,2,3,2,2250100.0,0.0,158116.2,3321000.0,1597000.0,0.33325079399484747,True
R473,Client 473,Professional Services,Business Banking,6,225565.19278333333,34429.72,21668.83575,27157.82344418388,422695.4355999931,5395308.3734569745,566507.3792129824,422695.4355999931,141162.7125909891,90439.26031898998,0.33395845022697335,0.22180465809968888,89211.59299362307,402207.9326824931,3,0,3,2,2,2391800.0,0.0,2966.3999999999996,3941000.0,3426000.0,0.11215379212728446,True
R421,Client 421,Transportation & Logistics,Business Banking,5,208607.46744285713,35934.866,11904.02685,49594.30673209728,354815.3816751073,4446183.242580599,466849.2404709629,354815.3816751073,132566.01475838508,89988.16895737221,0.3736196952131331,0.18503582601195068,59181.83992711838,319839.89913010725,5,0,6,3,2,4789100.0,0.0,5523.12,2713000.0,3604000.0,0.18858386920118242,True
R171,Client 171,Education,Business Banking,7,309608.7640833334,73458.19200000001,50846.7897,64164.36906779367,562734.1092755564,7315044.039029576,768079.6240981056,562734.1092755564,157296.4746487361,89768.38153566937,0.2795218417650814,0.1080400540127435,56294.58569193436,521052.9206630563,4,0,3,7,1,3951300.0,0.0,63580.44,8226000.0,838000.0,0.17148178775233788,True
R178,Client 178,Transportation & Logistics,Middle Market,3,262727.98965,106882.652,4562.9457,17265.057186136764,280921.794199495,3684676.8283813265,386891.06698003924,280921.794199495,123194.38958027725,89483.77427633783,0.4385362478953536,0.26945933847322134,69613.04247183839,258343.40300199497,1,0,5,5,1,625100.0,0.0,114023.64,7222000.0,3990000.0,0.16907690942213227,True
R465,Client 465,Retail,Business Banking,4,157074.44025,27208.369999999995,1785.9195000000002,3844.6396901310945,88296.17899716765,918401.9530420976,96432.20506942023,88296.17899716765,99924.46076745713,89328.91928779702,1.131696319165323,0.39773509291960274,22021.74109485537,55367.86038466763,6,0,5,1,1,3736400.0,0.0,23261.399999999998,523000.0,1551000.0,0.7339612262457204,True
R281,Client 281,Technology,Business Banking,4,264488.87411904766,90932.24,11764.270874999998,11291.76823532195,374668.5902305725,4716036.705047518,495183.8540299894,374668.5902305725,133924.99901562274,88964.76818795405,0.3574492298198917,0.2368292936272678,80775.22659690325,341069.40640557243,6,0,5,6,1,4320800.0,0.0,59542.8,7783000.0,5436000.0,0.1206199361926239,True
R066,Client 066,Industrial Manufacturing,Middle Market,6,367816.64075,86351.53,48703.007999999994,113164.41933171825,971825.2890252777,13150822.350369215,1380836.3467887675,971825.2890252777,205334.80604687962,88715.7713638463,0.21128777812813096,0.15949263400972463,151517.57182470788,949997.3009127777,2,0,1,3,2,2549700.0,0.0,6723.599999999999,14465000.0,6267000.0,0.05179514411840633,True
R329,Client 329,Education,Middle Market,6,445672.7998738095,152852.00600000002,61729.307100000005,63230.83160928241,959942.0168621817,12404050.048514504,1302425.2550940223,959942.0168621817,203717.43336148266,88524.39133802093,0.2122184775569942,0.13330047180309415,121959.96526473653,914925.2333096814,2,0,7,5,1,4158600.0,0.0,138982.91999999998,14494000.0,4321000.0,0.07891800575390004,True
R125,Client 125,Energy,Business Banking,6,192747.08233333332,40213.06,9676.1685,33048.506227317856,231708.75783583455,2762163.1886379328,290027.13480698294,231708.75783583455,115351.76716760987,87546.71622730972,0.4978308469865282,0.10433429220348883,19782.257695093853,189604.56123583455,5,0,2,3,0,4952700.0,0.0,30748.2,4535000.0,0.0,0.39349655478303935,True
R493,Client 493,Technology,Business Banking,3,198660.39448333334,56774.352000000006,3076.4862,4774.236421722174,199482.742326316,2366219.480434427,248453.04544561487,199482.742326316,111332.12781580136,87394.19873664345,0.5581040571102791,0.31206949329317196,50854.929401924,162960.27165381596,5,0,6,4,3,5339200.0,0.0,26894.64,3687000.0,4682000.0,0.24603456381710714,True
R494,Client 494,Construction,Business Banking,5,232373.51067857147,46180.16,15009.189749999998,65778.46650514242,473805.09107664635,6096125.6041336795,640093.1884340363,473805.09107664635,143963.49927061694,87106.8883414194,0.3038454039053968,0.17284355899029738,76580.26056124372,443061.1184391463,7,0,3,3,3,4130300.0,0.0,2062.2,5902000.0,4043000.0,0.13100184491509945,True
R219,Client 219,Technology,Business Banking,4,139390.75950000001,12066.3,1928.4999999999998,4956.594949408267,102208.22161671332,1053540.8795488125,110621.7923526253,102208.22161671332,98291.54178450505,86026.55519049945,0.961679405333007,0.2637341564714339,17526.54282474953,66455.3391917133,7,0,0,0,1,4738200.0,0.0,0.0,0.0,1102000.0,0.6979452488615732,True
R311,Client 311,Commercial Real Estate,Business Banking,5,246003.811,77373.378,10198.174799999999,58092.97122965235,380440.2319085707,5012652.725823076,526328.5362114228,380440.2319085707,131540.19741764478,85887.3695886163,0.3457578520487738,0.1974139973340736,70301.14720552578,356110.2462585707,2,0,5,3,2,1511600.0,0.0,72039.96,4746000.0,4194000.0,0.14834385471470019,True
R443,Client 443,Construction,Business Banking,5,237362.7476857143,50550.102,13914.8132,79425.97244965158,502532.1997788999,6486847.04307867,681118.9395232605,502532.1997788999,146106.44485467346,85802.58088120549,0.2907404638328772,0.23054813912013422,109735.84327887537,475978.0048439,7,0,5,0,4,4300100.0,0.0,13262.64,0.0,8179000.0,0.060192324712742995,True
R431,Client 431,Education,Middle Market,6,519743.04828333337,131221.37,86816.17574999998,131607.12093012175,1587740.5273935674,20688594.709779322,2172302.4445268284,1587740.5273935674,275753.4697568691,85224.60646964106,0.1736766587482311,0.12233388876118573,187860.86228684854,1535640.4034010672,4,0,6,7,2,8046600.0,0.0,12695.4,26017000.0,4691000.0,0.05134276998704537,True
R470,Client 470,Healthcare,Business Banking,4,188322.42843333332,31906.306,10175.74035,11648.545555592213,286208.3036824837,3495462.94488809,367023.6092132493,286208.3036824837,119517.14534908281,85172.14890718476,0.4175879728551615,0.20176164265222743,52078.0150214039,258116.52966748367,4,0,1,6,3,3530300.0,0.0,337.92,4850000.0,2100000.0,0.2158263302029341,True
R121,Client 121,Technology,Business Banking,5,281183.4187142857,69399.436,24100.70135,41768.52711591597,637355.412459755,8525679.43840844,895196.3410328861,637355.412459755,161288.3132054296,84805.66371025897,0.25305867033115365,0.2306439168251115,144667.7156962276,627234.0397597549,2,0,5,5,5,1420800.0,0.0,10769.52,5543000.0,9321000.0,0.022414753506042134,True
R457,Client 457,Technology,Middle Market,7,437237.33435,120952.372,96357.32895,125725.20654011224,910802.9453619892,11602250.42719558,1218236.294855536,910802.9453619892,193795.09556529182,84498.74212185312,0.21277390082249895,0.08078203672697794,69322.05577845464,858137.0139594892,1,0,6,5,1,4156500.0,0.0,130232.04,10244000.0,1608000.0,0.131991864095521,True
R304,Client 304,Technology,Business Banking,4,200524.3687285714,48998.482,6415.7962,11718.4144730395,313297.56659226393,3913453.2363097174,410912.5898125202,313297.56659226393,119450.75560020393,81855.04760913226,0.3812693373251162,0.21812981801701212,61173.34748607473,280444.6821722639,7,0,2,3,2,4997800.0,0.0,3243.24,4301000.0,5481000.0,0.16313951930810408,True
R349,Client 349,Transportation & Logistics,Business Banking,5,226656.65698809523,77654.168,11047.63755,22501.3853813276,256237.1384248043,3325815.397780881,349210.6167669925,256237.1384248043,112343.18576326215,81594.72915228564,0.4384344379346499,0.178866870869174,40568.31166786641,226807.2979123043,5,0,5,5,1,1872900.0,0.0,90338.76,5230000.0,1523000.0,0.2595675670654759,True
R321,Client 321,Retail,Business Banking,4,212422.52873809525,46414.32000000001,9688.2915,38918.26043735472,412651.3344284946,5168299.92569341,542671.4921978081,412651.3344284946,130877.31514633013,81359.15501491076,0.317161982106734,0.2431817570237781,96262.81399854363,395847.18515349465,4,0,4,3,1,2276600.0,0.0,5414.4,3219000.0,6390000.0,0.07398022508295593,True
R234,Client 234,Transportation & Logistics,Business Banking,4,186053.0509166667,40891.369999999995,6084.208875,24676.839852845707,269498.9866786262,3320781.6405112627,348682.07225368253,269498.9866786262,113584.41910188328,81244.54070044812,0.42146510642480123,0.1933622350106581,45649.702779155006,236083.85979112622,6,0,3,3,4,4489400.0,0.0,14801.4,2347000.0,3956000.0,0.22810287141414312,True
R331,Client 331,Technology,Business Banking,6,302774.7711428571,53945.05,51762.78,79279.34992418894,768162.318162352,10120986.810878756,1062703.615142269,768162.318162352,172247.30469800186,80067.82651851964,0.22423295262655307,0.1513277350536205,112278.37693487587,741955.048062352,8,0,1,8,1,3403500.0,0.0,1716.0,11018000.0,2074000.0,0.07290521757293258,True
R334,Client 334,Wholesale Trade,Business Banking,5,176563.68539285715,25852.37,12334.7645,30595.59549424255,279803.8497108965,3651953.183065256,383455.0842218519,279803.8497108965,113353.23932111227,79776.7773558047,0.4051167967782893,0.2910544691666325,76576.07850856302,263098.7894733965,4,0,1,1,3,2245500.0,0.0,668.4000000000001,883000.0,4228000.0,0.1140623276116568,True
R021,Client 021,Energy,Business Banking,6,187129.49235000001,74365.29400000001,1207.1754,5177.34736599332,59983.4395073047,556482.5079082733,58430.663330368705,59983.4395073047,86538.45288198373,79340.44014110717,1.4427057466660478,0.07740481690875481,1566.798747209585,20241.618154804695,5,0,7,1,0,3051500.0,0.0,123820.08,482000.0,0.0,1.365300929757293,True
R409,Client 409,Technology,Business Banking,4,219912.078,78544.49,8434.735874999998,10722.677636795184,240538.97559469004,3046278.1221688353,319859.20282772765,240538.97559469004,108067.13804090064,79202.46096953785,0.44927080018414384,0.23438892820524102,50756.56106762862,216548.45839469004,2,0,6,3,1,984800.0,0.0,103987.8,3769000.0,1485000.0,0.21488187197890282,True
R076,Client 076,Technology,Business Banking,5,186199.43440000003,34427.683999999994,10085.8344,18414.27627628488,322723.31004939624,4074423.5680972384,427814.47465021006,322723.31004939624,117124.18021204535,78397.3830061178,0.36292445127102296,0.25991691892240526,76694.47421549373,295073.03538939625,3,0,1,1,3,4683600.0,0.0,506.88,1681000.0,4720000.0,0.1030075323486177,True
R273,Client 273,Technology,Middle Market,7,329837.7579,67135.576,56351.406599999995,70357.57870514932,865750.2858421932,11368028.523255615,1193642.9949418392,865750.2858421932,182158.44259174258,78268.4082906794,0.21040529303959823,0.14674404469561583,123821.30402070946,843790.9986571932,2,0,2,3,1,2452200.0,0.0,2542.32,6791000.0,8509000.0,0.0636612483439824,True
R343,Client 343,Technology,Business Banking,5,156861.7583690476,22581.06,8092.8060000000005,9784.183866954543,205839.69661950247,2551822.8052617647,267941.3945524853,205839.69661950247,101925.66772356283,77224.90412922253,0.4951701221750916,0.26639052559637605,48641.137280011084,182593.3455070025,4,0,2,3,3,3034700.0,0.0,508.19999999999993,1389000.0,2864000.0,0.22877959657871555,True
